"sense"	"label"	"%"
"39354"	"37"	"60"
"39355"	"152"	"90"
"39356"	"152"	"90"
"39357"	"270"	"100"
"39358"	"152"	"90"
"39359"	"848"	"90"
"39360"	"848"	"60"
"39361"	"37"	"90"
"39362"	"450"	"100"
"39363"	"330"	"80"
"39364"	"37"	"60"
"39367"	"847"	"100"
"39368"	"847"	"100"
"39370"	"551"	"60"
"39371"	"37"	"90"
"39372"	"551"	"60"
"39375"	"719"	"60"
"39376"	"37"	"60"
"39377"	"734"	"60"
"39380"	"649"	"100"
"39381"	"767"	"100"
"39383"	"185"	"100"
"39384"	"651"	"90"
"39385"	"652"	"100"
"39386"	"651"	"100"
"39387"	"490"	"90"
"39388"	"617"	"100"
"39389"	"791"	"90"
"39391"	"859"	"100"
"39392"	"208"	"60"
"39393"	"364"	"100"
"39394"	"137"	"100"
"39395"	"395"	"100"
"39396"	"330"	"90"
"39397"	"607"	"90"
"39398"	"413"	"100"
"39399"	"402"	"70"
"39400"	"698"	"90"
"39401"	"680"	"60"
"39402"	"37"	"90"
"39403"	"37"	"90"
"39404"	"12"	"100"
"39405"	"451"	"100"
"39406"	"702"	"60"
"39407"	"152"	"100"
"39408"	"703"	"90"
"39409"	"182"	"90"
"39410"	"395"	"90"
"39412"	"395"	"90"
"39413"	"37"	"60"
"39414"	"137"	"100"
"39416"	"303"	"60"
"39417"	"113"	"100"
"39418"	"37"	"60"
"39420"	"698"	"90"
"39421"	"698"	"90"
"39422"	"270"	"100"
"39423"	"37"	"60"
"39425"	"329"	"60"
"39426"	"113"	"100"
"39427"	"703"	"100"
"39428"	"37"	"100"
"39429"	"793"	"90"
"39430"	"281"	"90"
"39431"	"281"	"90"
"39433"	"785"	"90"
"39434"	"37"	"60"
"39435"	"303"	"60"
"39436"	"44"	"100"
"39438"	"37"	"60"
"39439"	"537"	"100"
"39440"	"113"	"100"
"39441"	"651"	"90"
"39442"	"738"	"90"
"39443"	"193"	"90"
"39446"	"401"	"100"
"39448"	"848"	"100"
"39449"	"51"	"90"
"39450"	"37"	"60"
"39452"	"37"	"90"
"39453"	"37"	"60"
"39454"	"37"	"60"
"39455"	"37"	"100"
"39457"	"150"	"100"
"39459"	"562"	"60"
"39461"	"145"	"90"
"39463"	"689"	"90"
"39465"	"152"	"60"
"39467"	"270"	"60"
"39468"	"270"	"100"
"39469"	"526"	"100"
"39470"	"868"	"100"
"39471"	"37"	"90"
"39472"	"203"	"60"
"39473"	"124"	"100"
"39474"	"698"	"100"
"39475"	"352"	"100"
"39476"	"689"	"90"
"39477"	"352"	"100"
"39478"	"37"	"90"
"39479"	"417"	"100"
"39480"	"9"	"90"
"39482"	"397"	"100"
"39483"	"281"	"60"
"39484"	"792"	"100"
"39485"	"848"	"90"
"39486"	"848"	"100"
"39487"	"150"	"90"
"39488"	"152"	"90"
"39489"	"387"	"100"
"39490"	"719"	"90"
"39491"	"710"	"100"
"39492"	"113"	"100"
"39493"	"703"	"90"
"39494"	"55"	"60"
"39495"	"344"	"60"
"39499"	"64"	"100"
"39500"	"649"	"100"
"39501"	"847"	"100"
"39504"	"113"	"60"
"39505"	"847"	"100"
"39506"	"113"	"60"
"39507"	"37"	"60"
"39508"	"703"	"90"
"39509"	"854"	"100"
"39511"	"61"	"60"
"39512"	"37"	"60"
"39513"	"890"	"100"
"39514"	"37"	"60"
"39515"	"37"	"60"
"39516"	"689"	"60"
"39517"	"562"	"60"
"39518"	"45"	"60"
"39520"	"889"	"80"
"39521"	"649"	"60"
"39522"	"180"	"80"
"39523"	"348"	"90"
"39524"	"734"	"60"
"39525"	"867"	"100"
"39526"	"180"	"60"
"39527"	"151"	"90"
"39528"	"158"	"60"
"39529"	"330"	"60"
"39530"	"330"	"100"
"39532"	"395"	"90"
"39533"	"89"	"100"
"39534"	"537"	"100"
"39535"	"677"	"100"
"39536"	"649"	"100"
"39538"	"113"	"100"
"39541"	"413"	"60"
"39542"	"180"	"90"
"39543"	"794"	"90"
"39544"	"747"	"100"
"39545"	"45"	"90"
"39546"	"39"	"100"
"39548"	"12"	"90"
"39549"	"584"	"60"
"39550"	"152"	"90"
"39551"	"580"	"60"
"39552"	"634"	"100"
"39553"	"45"	"100"
"39554"	"584"	"60"
"39555"	"719"	"60"
"39557"	"51"	"60"
"39558"	"37"	"60"
"39559"	"39"	"100"
"39560"	"330"	"100"
"39561"	"330"	"100"
"39563"	"37"	"60"
"39564"	"37"	"60"
"39566"	"848"	"90"
"39567"	"734"	"60"
"39568"	"37"	"60"
"39570"	"37"	"60"
"39571"	"125"	"90"
"39572"	"55"	"60"
"39573"	"37"	"90"
"39574"	"37"	"60"
"39575"	"57"	"90"
"39576"	"180"	"100"
"39577"	"792"	"60"
"39578"	"37"	"60"
"39579"	"735"	"60"
"39580"	"37"	"90"
"39581"	"113"	"100"
"39582"	"181"	"100"
"39583"	"37"	"60"
"39584"	"383"	"90"
"39585"	"303"	"60"
"39586"	"383"	"90"
"39587"	"180"	"90"
"39588"	"588"	"60"
"39589"	"37"	"90"
"39590"	"180"	"60"
"39591"	"37"	"60"
"39592"	"37"	"90"
"39594"	"64"	"100"
"39595"	"63"	"100"
"39596"	"734"	"60"
"39597"	"152"	"60"
"39599"	"113"	"60"
"39600"	"37"	"90"
"39601"	"152"	"60"
"39602"	"487"	"90"
"39604"	"649"	"100"
"39605"	"352"	"90"
"39609"	"847"	"100"
"39611"	"152"	"90"
"39612"	"847"	"100"
"39614"	"12"	"100"
"39615"	"64"	"100"
"39616"	"649"	"60"
"39617"	"113"	"90"
"39618"	"37"	"90"
"39620"	"125"	"90"
"39621"	"383"	"100"
"39625"	"537"	"60"
"39626"	"403"	"60"
"39627"	"254"	"100"
"39628"	"113"	"100"
"39629"	"403"	"60"
"39630"	"150"	"90"
"39631"	"739"	"100"
"39632"	"739"	"100"
"39633"	"395"	"100"
"39634"	"293"	"100"
"39635"	"152"	"90"
"39636"	"43"	"60"
"39639"	"185"	"100"
"39640"	"55"	"60"
"39642"	"562"	"90"
"39644"	"791"	"100"
"39648"	"37"	"60"
"39650"	"562"	"90"
"39651"	"689"	"100"
"39652"	"689"	"90"
"39653"	"37"	"90"
"39654"	"703"	"100"
"39655"	"64"	"100"
"39656"	"348"	"90"
"39657"	"303"	"60"
"39658"	"151"	"60"
"39659"	"330"	"90"
"39660"	"348"	"100"
"39662"	"719"	"90"
"39663"	"152"	"60"
"39664"	"152"	"60"
"39665"	"349"	"90"
"39666"	"180"	"100"
"39667"	"465"	"100"
"39668"	"465"	"90"
"39669"	"698"	"100"
"39670"	"718"	"60"
"39671"	"466"	"90"
"39672"	"652"	"90"
"39673"	"466"	"100"
"39674"	"649"	"100"
"39675"	"649"	"100"
"39676"	"719"	"100"
"39677"	"649"	"100"
"39683"	"753"	"100"
"39684"	"753"	"100"
"39685"	"890"	"100"
"39687"	"152"	"100"
"39688"	"370"	"100"
"39689"	"330"	"90"
"39690"	"330"	"100"
"39691"	"303"	"60"
"39692"	"508"	"100"
"39693"	"37"	"60"
"39694"	"37"	"60"
"39695"	"303"	"60"
"39696"	"302"	"100"
"39698"	"649"	"100"
"39699"	"649"	"100"
"39700"	"303"	"60"
"39701"	"37"	"60"
"39702"	"37"	"60"
"39703"	"698"	"100"
"39704"	"698"	"100"
"39706"	"698"	"100"
"39707"	"698"	"100"
"39708"	"698"	"100"
"39709"	"96"	"60"
"39712"	"537"	"100"
"39714"	"537"	"100"
"39715"	"286"	"90"
"39716"	"629"	"100"
"39717"	"537"	"100"
"39718"	"526"	"60"
"39721"	"152"	"100"
"39722"	"37"	"60"
"39723"	"37"	"60"
"39724"	"51"	"60"
"39725"	"663"	"100"
"39726"	"338"	"90"
"39728"	"594"	"100"
"39732"	"254"	"100"
"39733"	"152"	"100"
"39735"	"37"	"60"
"39738"	"848"	"90"
"39740"	"848"	"100"
"39741"	"848"	"100"
"39742"	"152"	"100"
"39743"	"689"	"100"
"39744"	"689"	"60"
"39747"	"649"	"100"
"39748"	"151"	"90"
"39749"	"150"	"100"
"39750"	"413"	"100"
"39751"	"413"	"100"
"39752"	"689"	"100"
"39753"	"689"	"100"
"39754"	"740"	"100"
"39759"	"63"	"60"
"39760"	"124"	"60"
"39761"	"759"	"100"
"39762"	"759"	"90"
"39763"	"759"	"90"
"39764"	"469"	"100"
"39765"	"254"	"100"
"39766"	"651"	"100"
"39767"	"399"	"90"
"39770"	"753"	"100"
"39771"	"739"	"90"
"39772"	"124"	"100"
"39773"	"330"	"100"
"39774"	"330"	"100"
"39775"	"753"	"100"
"39776"	"413"	"100"
"39778"	"37"	"90"
"39779"	"705"	"90"
"39780"	"718"	"90"
"39781"	"718"	"90"
"39782"	"37"	"90"
"39783"	"152"	"90"
"39784"	"152"	"90"
"39786"	"238"	"100"
"39787"	"689"	"60"
"39788"	"37"	"60"
"39789"	"562"	"80"
"39790"	"753"	"100"
"39791"	"146"	"80"
"39792"	"55"	"90"
"39795"	"222"	"100"
"39798"	"303"	"60"
"39800"	"701"	"100"
"39801"	"64"	"100"
"39803"	"649"	"100"
"39804"	"537"	"100"
"39805"	"303"	"60"
"39806"	"303"	"60"
"39808"	"152"	"60"
"39809"	"735"	"100"
"39810"	"64"	"60"
"39811"	"183"	"100"
"39812"	"63"	"90"
"39813"	"349"	"100"
"39814"	"185"	"100"
"39815"	"484"	"100"
"39816"	"649"	"100"
"39818"	"649"	"100"
"39820"	"649"	"90"
"39824"	"113"	"60"
"39825"	"12"	"90"
"39827"	"349"	"100"
"39829"	"349"	"100"
"39832"	"449"	"100"
"39833"	"190"	"90"
"39834"	"190"	"90"
"39835"	"37"	"60"
"39836"	"364"	"90"
"39838"	"37"	"60"
"39839"	"792"	"90"
"39840"	"303"	"60"
"39841"	"330"	"90"
"39842"	"37"	"60"
"39843"	"729"	"100"
"39844"	"727"	"60"
"39845"	"719"	"60"
"39846"	"506"	"60"
"39847"	"64"	"100"
"39848"	"64"	"100"
"39849"	"254"	"100"
"39850"	"383"	"60"
"39851"	"63"	"60"
"39853"	"281"	"60"
"39854"	"634"	"90"
"39855"	"649"	"90"
"39860"	"364"	"100"
"39861"	"413"	"100"
"39862"	"413"	"100"
"39866"	"413"	"90"
"39867"	"37"	"60"
"39868"	"364"	"100"
"39870"	"413"	"90"
"39871"	"53"	"90"
"39872"	"37"	"60"
"39873"	"413"	"90"
"39874"	"89"	"100"
"39875"	"152"	"60"
"39876"	"89"	"90"
"39877"	"699"	"100"
"39880"	"744"	"60"
"39881"	"699"	"100"
"39882"	"597"	"90"
"39883"	"597"	"90"
"39884"	"711"	"60"
"39885"	"716"	"90"
"39888"	"698"	"100"
"39889"	"225"	"100"
"39890"	"807"	"100"
"39891"	"809"	"100"
"39892"	"849"	"90"
"39894"	"649"	"90"
"39895"	"649"	"90"
"39896"	"401"	"60"
"39897"	"401"	"60"
"39898"	"678"	"100"
"39899"	"63"	"100"
"39900"	"678"	"100"
"39901"	"64"	"60"
"39902"	"413"	"60"
"39903"	"89"	"90"
"39904"	"920"	"100"
"39905"	"401"	"100"
"39906"	"116"	"80"
"39908"	"413"	"60"
"39909"	"55"	"90"
"39910"	"225"	"100"
"39912"	"63"	"60"
"39913"	"63"	"60"
"39916"	"473"	"100"
"39917"	"617"	"100"
"39918"	"844"	"60"
"39919"	"37"	"60"
"39920"	"37"	"60"
"39921"	"152"	"60"
"39922"	"61"	"60"
"39923"	"849"	"100"
"39925"	"809"	"100"
"39926"	"37"	"60"
"39927"	"37"	"60"
"39928"	"113"	"60"
"39929"	"124"	"100"
"39930"	"152"	"100"
"39931"	"152"	"100"
"39933"	"848"	"80"
"39934"	"720"	"100"
"39935"	"720"	"90"
"39936"	"332"	"100"
"39937"	"633"	"100"
"39938"	"78"	"100"
"39939"	"61"	"90"
"39940"	"78"	"100"
"39941"	"185"	"100"
"39942"	"735"	"100"
"39943"	"113"	"90"
"39944"	"303"	"60"
"39945"	"742"	"100"
"39947"	"303"	"60"
"39948"	"152"	"90"
"39949"	"633"	"90"
"39950"	"711"	"90"
"39951"	"37"	"60"
"39952"	"37"	"60"
"39954"	"413"	"100"
"39955"	"629"	"100"
"39956"	"652"	"100"
"39958"	"55"	"90"
"39959"	"55"	"90"
"39960"	"55"	"90"
"39961"	"291"	"100"
"39962"	"391"	"100"
"39963"	"848"	"60"
"39964"	"400"	"90"
"39965"	"682"	"100"
"39966"	"682"	"100"
"39967"	"822"	"100"
"39968"	"152"	"100"
"39969"	"154"	"60"
"39970"	"747"	"90"
"39971"	"61"	"60"
"39972"	"348"	"100"
"39974"	"37"	"60"
"39975"	"37"	"60"
"39976"	"817"	"100"
"39977"	"44"	"100"
"39978"	"747"	"60"
"39979"	"78"	"100"
"39980"	"818"	"90"
"39981"	"594"	"100"
"39982"	"818"	"90"
"39983"	"699"	"100"
"39984"	"699"	"100"
"39986"	"64"	"100"
"39987"	"634"	"80"
"39990"	"152"	"60"
"39993"	"580"	"60"
"39994"	"37"	"60"
"39995"	"37"	"60"
"39997"	"850"	"100"
"39998"	"847"	"90"
"39999"	"848"	"100"
"40000"	"848"	"100"
"40005"	"663"	"80"
"40006"	"747"	"60"
"40007"	"802"	"100"
"40008"	"303"	"90"
"40009"	"37"	"60"
"40010"	"584"	"100"
"40013"	"152"	"90"
"40014"	"348"	"100"
"40015"	"584"	"90"
"40016"	"167"	"60"
"40017"	"152"	"90"
"40018"	"152"	"90"
"40019"	"152"	"100"
"40020"	"152"	"100"
"40021"	"63"	"90"
"40022"	"347"	"60"
"40023"	"152"	"90"
"40024"	"152"	"90"
"40025"	"394"	"100"
"40026"	"394"	"100"
"40027"	"711"	"90"
"40028"	"394"	"100"
"40029"	"711"	"100"
"40030"	"786"	"100"
"40031"	"872"	"100"
"40032"	"394"	"100"
"40033"	"203"	"90"
"40034"	"689"	"90"
"40035"	"182"	"90"
"40036"	"152"	"90"
"40037"	"171"	"100"
"40038"	"171"	"100"
"40039"	"171"	"100"
"40040"	"171"	"100"
"40041"	"281"	"60"
"40042"	"750"	"60"
"40043"	"37"	"60"
"40045"	"703"	"100"
"40046"	"809"	"90"
"40047"	"488"	"90"
"40048"	"413"	"100"
"40050"	"751"	"90"
"40051"	"642"	"100"
"40052"	"152"	"60"
"40053"	"303"	"60"
"40054"	"89"	"90"
"40055"	"699"	"100"
"40056"	"642"	"100"
"40057"	"171"	"100"
"40058"	"171"	"100"
"40059"	"642"	"100"
"40060"	"171"	"100"
"40061"	"718"	"90"
"40065"	"442"	"100"
"40067"	"12"	"100"
"40068"	"254"	"90"
"40070"	"506"	"60"
"40072"	"171"	"100"
"40076"	"113"	"100"
"40077"	"425"	"90"
"40078"	"551"	"60"
"40079"	"734"	"60"
"40080"	"219"	"60"
"40081"	"171"	"100"
"40082"	"152"	"100"
"40084"	"171"	"100"
"40085"	"120"	"100"
"40086"	"431"	"90"
"40087"	"689"	"100"
"40090"	"63"	"90"
"40091"	"716"	"90"
"40092"	"597"	"90"
"40093"	"597"	"90"
"40095"	"74"	"90"
"40096"	"597"	"90"
"40097"	"152"	"100"
"40098"	"597"	"90"
"40099"	"597"	"90"
"40100"	"747"	"60"
"40101"	"802"	"90"
"40102"	"12"	"100"
"40103"	"824"	"100"
"40104"	"64"	"100"
"40105"	"221"	"90"
"40106"	"12"	"100"
"40107"	"64"	"100"
"40108"	"12"	"100"
"40109"	"63"	"100"
"40110"	"12"	"100"
"40111"	"64"	"100"
"40112"	"703"	"90"
"40113"	"12"	"100"
"40114"	"64"	"100"
"40115"	"807"	"100"
"40116"	"12"	"100"
"40117"	"64"	"100"
"40118"	"12"	"100"
"40119"	"64"	"100"
"40120"	"12"	"100"
"40121"	"64"	"100"
"40122"	"113"	"60"
"40123"	"37"	"60"
"40124"	"12"	"100"
"40125"	"413"	"90"
"40126"	"556"	"100"
"40127"	"63"	"60"
"40128"	"152"	"100"
"40129"	"684"	"100"
"40130"	"151"	"90"
"40133"	"61"	"90"
"40134"	"61"	"90"
"40136"	"848"	"100"
"40138"	"152"	"60"
"40139"	"330"	"90"
"40140"	"551"	"90"
"40141"	"37"	"60"
"40142"	"113"	"100"
"40144"	"626"	"90"
"40145"	"464"	"90"
"40146"	"806"	"100"
"40147"	"779"	"100"
"40148"	"152"	"60"
"40149"	"37"	"60"
"40150"	"699"	"100"
"40151"	"55"	"100"
"40153"	"37"	"90"
"40154"	"30"	"90"
"40155"	"25"	"100"
"40156"	"792"	"90"
"40157"	"401"	"60"
"40158"	"406"	"100"
"40159"	"406"	"100"
"40160"	"158"	"60"
"40161"	"158"	"90"
"40162"	"281"	"60"
"40164"	"152"	"90"
"40165"	"152"	"90"
"40166"	"451"	"90"
"40167"	"451"	"90"
"40168"	"451"	"90"
"40169"	"180"	"90"
"40170"	"75"	"90"
"40171"	"806"	"100"
"40172"	"806"	"100"
"40173"	"806"	"100"
"40174"	"806"	"100"
"40175"	"431"	"90"
"40177"	"435"	"90"
"40178"	"435"	"90"
"40179"	"45"	"100"
"40180"	"37"	"60"
"40181"	"67"	"70"
"40182"	"872"	"90"
"40183"	"152"	"90"
"40184"	"152"	"90"
"40185"	"152"	"100"
"40186"	"152"	"90"
"40187"	"756"	"90"
"40188"	"765"	"90"
"40189"	"152"	"90"
"40191"	"171"	"90"
"40198"	"363"	"60"
"40201"	"413"	"90"
"40202"	"413"	"90"
"40203"	"451"	"90"
"40204"	"466"	"90"
"40205"	"10"	"100"
"40206"	"89"	"90"
"40207"	"37"	"60"
"40208"	"551"	"60"
"40209"	"821"	"60"
"40210"	"26"	"100"
"40211"	"792"	"90"
"40212"	"826"	"100"
"40213"	"848"	"90"
"40214"	"754"	"60"
"40215"	"401"	"90"
"40216"	"401"	"90"
"40218"	"848"	"100"
"40219"	"916"	"80"
"40221"	"698"	"100"
"40223"	"450"	"100"
"40224"	"580"	"80"
"40225"	"849"	"90"
"40227"	"698"	"100"
"40228"	"698"	"100"
"40229"	"281"	"60"
"40233"	"281"	"60"
"40234"	"281"	"60"
"40235"	"655"	"90"
"40236"	"281"	"60"
"40237"	"281"	"60"
"40241"	"152"	"60"
"40244"	"601"	"90"
"40245"	"698"	"100"
"40246"	"698"	"100"
"40247"	"698"	"100"
"40248"	"698"	"100"
"40249"	"698"	"100"
"40250"	"698"	"100"
"40251"	"330"	"100"
"40252"	"698"	"100"
"40253"	"698"	"100"
"40254"	"698"	"100"
"40255"	"698"	"100"
"40256"	"698"	"100"
"40257"	"698"	"100"
"40258"	"698"	"100"
"40259"	"698"	"100"
"40260"	"698"	"100"
"40261"	"698"	"100"
"40262"	"281"	"60"
"40263"	"152"	"60"
"40265"	"655"	"100"
"40266"	"655"	"100"
"40267"	"655"	"100"
"40268"	"655"	"100"
"40269"	"394"	"60"
"40270"	"655"	"100"
"40271"	"655"	"100"
"40272"	"718"	"90"
"40274"	"698"	"100"
"40279"	"61"	"60"
"40280"	"550"	"90"
"40281"	"601"	"90"
"40282"	"61"	"90"
"40283"	"729"	"90"
"40284"	"63"	"100"
"40286"	"689"	"100"
"40287"	"303"	"60"
"40288"	"152"	"90"
"40290"	"270"	"100"
"40291"	"152"	"90"
"40292"	"37"	"60"
"40293"	"230"	"90"
"40294"	"37"	"60"
"40295"	"283"	"100"
"40298"	"363"	"100"
"40299"	"152"	"90"
"40300"	"792"	"100"
"40301"	"848"	"100"
"40302"	"718"	"90"
"40304"	"431"	"90"
"40305"	"330"	"100"
"40306"	"431"	"90"
"40307"	"113"	"60"
"40308"	"848"	"90"
"40311"	"848"	"60"
"40312"	"383"	"100"
"40315"	"400"	"100"
"40316"	"400"	"90"
"40317"	"281"	"60"
"40318"	"281"	"60"
"40321"	"109"	"100"
"40322"	"152"	"100"
"40323"	"403"	"80"
"40324"	"506"	"60"
"40326"	"734"	"80"
"40327"	"37"	"90"
"40328"	"78"	"100"
"40329"	"828"	"100"
"40330"	"727"	"90"
"40331"	"150"	"60"
"40332"	"702"	"90"
"40333"	"37"	"60"
"40334"	"152"	"90"
"40335"	"792"	"90"
"40336"	"486"	"90"
"40338"	"655"	"100"
"40339"	"37"	"90"
"40340"	"309"	"90"
"40341"	"142"	"100"
"40342"	"36"	"90"
"40344"	"37"	"80"
"40345"	"403"	"90"
"40346"	"403"	"90"
"40347"	"403"	"80"
"40348"	"553"	"90"
"40349"	"702"	"90"
"40350"	"403"	"90"
"40351"	"403"	"90"
"40352"	"754"	"80"
"40353"	"370"	"90"
"40354"	"63"	"60"
"40355"	"734"	"100"
"40356"	"706"	"100"
"40357"	"383"	"90"
"40358"	"734"	"80"
"40359"	"425"	"90"
"40360"	"602"	"90"
"40361"	"403"	"90"
"40362"	"403"	"90"
"40363"	"403"	"90"
"40364"	"67"	"100"
"40365"	"187"	"90"
"40366"	"403"	"90"
"40368"	"793"	"80"
"40369"	"425"	"90"
"40370"	"425"	"90"
"40371"	"400"	"80"
"40372"	"400"	"80"
"40373"	"703"	"90"
"40374"	"400"	"80"
"40375"	"400"	"80"
"40376"	"400"	"80"
"40377"	"383"	"60"
"40378"	"703"	"90"
"40379"	"283"	"90"
"40380"	"157"	"80"
"40382"	"177"	"90"
"40383"	"703"	"90"
"40384"	"37"	"80"
"40386"	"37"	"60"
"40390"	"702"	"100"
"40392"	"330"	"90"
"40393"	"734"	"100"
"40395"	"330"	"100"
"40396"	"152"	"60"
"40398"	"802"	"80"
"40400"	"449"	"100"
"40401"	"792"	"80"
"40402"	"914"	"100"
"40403"	"626"	"100"
"40404"	"37"	"90"
"40405"	"853"	"60"
"40406"	"154"	"90"
"40407"	"633"	"100"
"40408"	"759"	"90"
"40409"	"364"	"60"
"40410"	"759"	"90"
"40411"	"759"	"90"
"40412"	"738"	"80"
"40413"	"290"	"90"
"40414"	"759"	"90"
"40415"	"61"	"90"
"40416"	"759"	"90"
"40417"	"759"	"90"
"40418"	"759"	"90"
"40419"	"759"	"90"
"40420"	"759"	"90"
"40422"	"152"	"90"
"40423"	"152"	"90"
"40424"	"727"	"100"
"40425"	"37"	"60"
"40426"	"873"	"100"
"40427"	"395"	"100"
"40428"	"195"	"100"
"40429"	"552"	"60"
"40430"	"703"	"90"
"40431"	"748"	"60"
"40432"	"734"	"90"
"40433"	"78"	"100"
"40434"	"859"	"100"
"40435"	"146"	"90"
"40436"	"270"	"100"
"40437"	"152"	"90"
"40438"	"37"	"80"
"40439"	"37"	"60"
"40440"	"152"	"90"
"40441"	"74"	"100"
"40442"	"738"	"90"
"40443"	"506"	"90"
"40444"	"37"	"80"
"40445"	"254"	"90"
"40447"	"330"	"100"
"40448"	"689"	"90"
"40449"	"460"	"100"
"40450"	"37"	"60"
"40451"	"552"	"100"
"40453"	"27"	"60"
"40454"	"181"	"90"
"40455"	"52"	"90"
"40456"	"152"	"100"
"40457"	"689"	"90"
"40458"	"553"	"90"
"40459"	"734"	"100"
"40460"	"726"	"90"
"40461"	"311"	"80"
"40462"	"689"	"100"
"40464"	"487"	"100"
"40466"	"735"	"90"
"40467"	"400"	"100"
"40468"	"12"	"100"
"40469"	"748"	"60"
"40470"	"12"	"100"
"40471"	"89"	"100"
"40474"	"402"	"100"
"40475"	"36"	"90"
"40476"	"629"	"100"
"40478"	"113"	"60"
"40479"	"601"	"100"
"40480"	"598"	"60"
"40481"	"485"	"100"
"40484"	"150"	"90"
"40486"	"698"	"100"
"40487"	"352"	"100"
"40488"	"45"	"100"
"40489"	"634"	"60"
"40490"	"506"	"100"
"40491"	"506"	"100"
"40492"	"679"	"90"
"40493"	"53"	"90"
"40494"	"551"	"90"
"40495"	"78"	"100"
"40497"	"53"	"90"
"40502"	"140"	"100"
"40503"	"139"	"100"
"40504"	"383"	"100"
"40505"	"844"	"100"
"40506"	"139"	"100"
"40507"	"152"	"100"
"40508"	"387"	"100"
"40509"	"387"	"100"
"40510"	"759"	"90"
"40511"	"403"	"100"
"40512"	"809"	"100"
"40513"	"698"	"100"
"40514"	"177"	"100"
"40515"	"698"	"100"
"40516"	"303"	"60"
"40517"	"492"	"60"
"40518"	"330"	"100"
"40519"	"698"	"100"
"40520"	"926"	"60"
"40521"	"281"	"60"
"40522"	"703"	"100"
"40523"	"734"	"90"
"40524"	"402"	"90"
"40525"	"180"	"100"
"40526"	"765"	"90"
"40527"	"330"	"90"
"40528"	"37"	"90"
"40529"	"617"	"100"
"40531"	"753"	"100"
"40532"	"303"	"60"
"40533"	"719"	"100"
"40534"	"753"	"100"
"40535"	"37"	"60"
"40536"	"55"	"60"
"40537"	"718"	"60"
"40538"	"150"	"60"
"40539"	"303"	"60"
"40541"	"698"	"100"
"40546"	"25"	"80"
"40550"	"44"	"90"
"40551"	"584"	"90"
"40552"	"525"	"100"
"40554"	"699"	"100"
"40555"	"330"	"100"
"40557"	"734"	"90"
"40558"	"262"	"90"
"40559"	"180"	"90"
"40560"	"703"	"100"
"40561"	"44"	"60"
"40562"	"303"	"60"
"40563"	"282"	"100"
"40564"	"37"	"60"
"40566"	"526"	"100"
"40567"	"537"	"100"
"40568"	"338"	"90"
"40569"	"396"	"100"
"40570"	"180"	"80"
"40571"	"291"	"100"
"40572"	"751"	"80"
"40573"	"150"	"80"
"40575"	"518"	"80"
"40576"	"303"	"60"
"40577"	"350"	"90"
"40578"	"633"	"60"
"40579"	"480"	"60"
"40580"	"262"	"90"
"40581"	"330"	"100"
"40582"	"303"	"60"
"40583"	"330"	"100"
"40584"	"303"	"60"
"40585"	"303"	"60"
"40590"	"517"	"90"
"40591"	"818"	"100"
"40592"	"63"	"90"
"40593"	"180"	"100"
"40594"	"37"	"60"
"40595"	"303"	"60"
"40596"	"283"	"60"
"40597"	"682"	"100"
"40599"	"642"	"90"
"40600"	"37"	"90"
"40601"	"37"	"90"
"40604"	"152"	"90"
"40608"	"113"	"100"
"40611"	"290"	"100"
"40612"	"508"	"100"
"40613"	"802"	"80"
"40614"	"748"	"60"
"40615"	"323"	"100"
"40616"	"525"	"90"
"40617"	"525"	"90"
"40618"	"525"	"100"
"40619"	"45"	"100"
"40620"	"37"	"60"
"40621"	"152"	"90"
"40622"	"487"	"90"
"40623"	"487"	"90"
"40624"	"639"	"90"
"40625"	"639"	"100"
"40626"	"741"	"90"
"40627"	"260"	"80"
"40628"	"487"	"90"
"40629"	"594"	"60"
"40630"	"250"	"70"
"40631"	"348"	"100"
"40632"	"718"	"90"
"40633"	"45"	"100"
"40635"	"37"	"60"
"40636"	"140"	"100"
"40637"	"37"	"60"
"40638"	"791"	"100"
"40639"	"842"	"100"
"40640"	"747"	"60"
"40643"	"78"	"100"
"40644"	"842"	"100"
"40645"	"718"	"90"
"40646"	"37"	"60"
"40647"	"332"	"90"
"40648"	"330"	"100"
"40649"	"663"	"60"
"40652"	"150"	"100"
"40653"	"150"	"100"
"40654"	"122"	"100"
"40659"	"689"	"60"
"40660"	"383"	"60"
"40661"	"718"	"90"
"40662"	"206"	"100"
"40663"	"152"	"100"
"40664"	"751"	"60"
"40665"	"751"	"90"
"40666"	"219"	"60"
"40669"	"45"	"100"
"40670"	"747"	"80"
"40671"	"734"	"90"
"40672"	"595"	"60"
"40673"	"113"	"100"
"40674"	"849"	"100"
"40676"	"178"	"90"
"40677"	"152"	"90"
"40678"	"387"	"100"
"40679"	"386"	"100"
"40680"	"75"	"90"
"40682"	"330"	"100"
"40683"	"330"	"60"
"40684"	"663"	"90"
"40685"	"330"	"90"
"40686"	"152"	"100"
"40687"	"75"	"90"
"40689"	"330"	"100"
"40690"	"706"	"100"
"40691"	"446"	"60"
"40692"	"703"	"100"
"40693"	"303"	"60"
"40695"	"303"	"60"
"40696"	"598"	"90"
"40697"	"591"	"90"
"40699"	"602"	"90"
"40700"	"849"	"90"
"40701"	"283"	"90"
"40703"	"451"	"80"
"40704"	"185"	"100"
"40705"	"597"	"60"
"40706"	"525"	"60"
"40708"	"703"	"100"
