"sense"	"label"	"%"
"31986"	"42"	"80"
"31988"	"718"	"60"
"31990"	"718"	"60"
"31991"	"702"	"90"
"31992"	"181"	"100"
"31994"	"330"	"100"
"31995"	"37"	"80"
"31996"	"669"	"60"
"31997"	"413"	"60"
"32001"	"164"	"60"
"32002"	"165"	"60"
"32004"	"714"	"100"
"32005"	"388"	"100"
"32007"	"710"	"100"
"32008"	"710"	"100"
"32009"	"915"	"100"
"32010"	"55"	"100"
"32011"	"78"	"90"
"32012"	"401"	"90"
"32013"	"914"	"100"
"32015"	"413"	"100"
"32016"	"78"	"90"
"32017"	"413"	"90"
"32018"	"916"	"100"
"32019"	"152"	"100"
"32020"	"383"	"100"
"32021"	"813"	"100"
"32022"	"152"	"90"
"32026"	"813"	"100"
"32031"	"55"	"100"
"32034"	"152"	"60"
"32038"	"55"	"80"
"32039"	"413"	"100"
"32042"	"416"	"100"
"32043"	"416"	"100"
"32044"	"37"	"60"
"32045"	"416"	"100"
"32046"	"416"	"100"
"32047"	"737"	"60"
"32048"	"410"	"100"
"32049"	"151"	"90"
"32050"	"410"	"100"
"32051"	"748"	"60"
"32052"	"330"	"80"
"32053"	"416"	"60"
"32054"	"413"	"100"
"32055"	"416"	"60"
"32056"	"410"	"60"
"32057"	"410"	"60"
"32058"	"233"	"60"
"32059"	"152"	"60"
"32061"	"330"	"90"
"32062"	"151"	"100"
"32063"	"486"	"90"
"32064"	"718"	"90"
"32065"	"383"	"90"
"32066"	"152"	"100"
"32067"	"754"	"90"
"32068"	"37"	"60"
"32069"	"63"	"60"
"32071"	"383"	"60"
"32072"	"401"	"100"
"32074"	"180"	"100"
"32076"	"401"	"100"
"32078"	"303"	"60"
"32079"	"747"	"60"
"32080"	"152"	"60"
"32082"	"595"	"90"
"32083"	"199"	"80"
"32084"	"154"	"90"
"32086"	"330"	"90"
"32087"	"383"	"60"
"32088"	"152"	"70"
"32089"	"383"	"60"
"32090"	"152"	"60"
"32091"	"669"	"100"
"32092"	"669"	"100"
"32095"	"383"	"60"
"32096"	"383"	"60"
"32098"	"625"	"100"
"32099"	"74"	"90"
"32100"	"1001"	"100"
"32101"	"37"	"60"
"32102"	"635"	"90"
"32103"	"403"	"60"
"32104"	"403"	"60"
"32105"	"859"	"90"
"32106"	"239"	"90"
"32107"	"859"	"90"
"32108"	"37"	"60"
"32109"	"583"	"90"
"32110"	"651"	"100"
"32112"	"401"	"100"
"32114"	"303"	"60"
"32116"	"401"	"100"
"32117"	"401"	"90"
"32118"	"383"	"60"
"32119"	"393"	"100"
"32120"	"393"	"100"
"32122"	"383"	"60"
"32123"	"182"	"90"
"32124"	"383"	"60"
"32125"	"152"	"90"
"32126"	"303"	"60"
"32127"	"61"	"60"
"32128"	"330"	"100"
"32129"	"165"	"60"
"32130"	"160"	"100"
"32132"	"624"	"90"
"32134"	"160"	"90"
"32135"	"152"	"100"
"32137"	"152"	"90"
"32138"	"151"	"60"
"32139"	"597"	"60"
"32140"	"37"	"60"
"32141"	"1022"	"100"
"32142"	"37"	"60"
"32143"	"383"	"60"
"32144"	"383"	"60"
"32145"	"383"	"60"
"32147"	"450"	"80"
"32148"	"843"	"90"
"32149"	"330"	"100"
"32150"	"383"	"60"
"32151"	"597"	"90"
"32152"	"152"	"60"
"32155"	"177"	"90"
"32157"	"177"	"90"
"32163"	"152"	"60"
"32165"	"754"	"60"
"32166"	"399"	"90"
"32167"	"63"	"60"
"32168"	"399"	"90"
"32169"	"849"	"100"
"32171"	"595"	"60"
"32172"	"413"	"100"
"32173"	"413"	"100"
"32174"	"450"	"60"
"32180"	"37"	"60"
"32181"	"51"	"60"
"32182"	"152"	"60"
"32183"	"270"	"100"
"32184"	"168"	"90"
"32185"	"303"	"60"
"32186"	"37"	"60"
"32187"	"203"	"60"
"32188"	"37"	"90"
"32189"	"401"	"100"
"32191"	"506"	"90"
"32192"	"37"	"90"
"32194"	"152"	"60"
"32196"	"719"	"60"
"32204"	"32"	"100"
"32207"	"166"	"90"
"32208"	"142"	"80"
"32209"	"37"	"90"
"32211"	"152"	"80"
"32215"	"152"	"100"
"32216"	"390"	"60"
"32219"	"390"	"60"
"32220"	"55"	"100"
"32223"	"37"	"100"
"32224"	"734"	"80"
"32225"	"151"	"90"
"32226"	"633"	"100"
"32227"	"37"	"60"
"32229"	"152"	"100"
"32230"	"152"	"100"
"32231"	"401"	"90"
"32232"	"914"	"100"
"32233"	"580"	"60"
"32234"	"37"	"60"
"32235"	"61"	"60"
"32236"	"654"	"100"
"32237"	"387"	"100"
"32238"	"151"	"90"
"32239"	"402"	"90"
"32240"	"402"	"90"
"32241"	"159"	"90"
"32242"	"383"	"60"
"32243"	"37"	"60"
"32244"	"383"	"60"
"32245"	"152"	"60"
"32246"	"623"	"60"
"32248"	"580"	"70"
"32249"	"152"	"100"
"32250"	"590"	"80"
"32251"	"403"	"90"
"32252"	"403"	"90"
"32253"	"27"	"90"
"32254"	"580"	"60"
"32255"	"309"	"90"
"32257"	"330"	"90"
"32258"	"413"	"90"
"32259"	"580"	"90"
"32261"	"552"	"90"
"32262"	"152"	"100"
"32264"	"735"	"60"
"32265"	"37"	"90"
"32266"	"37"	"90"
"32267"	"756"	"80"
"32268"	"867"	"80"
"32269"	"719"	"60"
"32270"	"212"	"100"
"32271"	"61"	"100"
"32272"	"37"	"60"
"32273"	"754"	"90"
"32275"	"580"	"60"
"32276"	"386"	"90"
"32277"	"63"	"90"
"32278"	"386"	"90"
"32279"	"836"	"100"
"32280"	"580"	"60"
"32281"	"386"	"100"
"32282"	"754"	"90"
"32283"	"386"	"100"
"32284"	"718"	"100"
"32285"	"386"	"100"
"32286"	"414"	"100"
"32287"	"386"	"90"
"32288"	"386"	"100"
"32289"	"414"	"90"
"32290"	"580"	"90"
"32291"	"580"	"90"
"32292"	"594"	"90"
"32293"	"37"	"60"
"32294"	"303"	"60"
"32295"	"416"	"90"
"32296"	"416"	"90"
"32297"	"401"	"100"
"32298"	"401"	"90"
"32300"	"152"	"90"
"32301"	"413"	"100"
"32302"	"413"	"100"
"32303"	"37"	"90"
"32304"	"113"	"60"
"32305"	"152"	"60"
"32306"	"152"	"60"
"32307"	"152"	"90"
"32308"	"413"	"100"
"32309"	"413"	"100"
"32310"	"152"	"100"
"32311"	"813"	"100"
"32312"	"648"	"90"
"32313"	"401"	"100"
"32314"	"152"	"60"
"32315"	"401"	"100"
"32316"	"152"	"60"
"32317"	"683"	"90"
"32318"	"820"	"90"
"32320"	"383"	"60"
"32321"	"450"	"80"
"32322"	"383"	"60"
"32324"	"37"	"60"
"32326"	"37"	"70"
"32327"	"583"	"60"
"32328"	"154"	"60"
"32330"	"51"	"80"
"32331"	"330"	"100"
"32332"	"393"	"90"
"32333"	"152"	"90"
"32335"	"401"	"100"
"32336"	"401"	"100"
"32337"	"55"	"60"
"32338"	"624"	"90"
"32339"	"165"	"60"
"32340"	"182"	"100"
"32341"	"734"	"100"
"32342"	"625"	"100"
"32343"	"152"	"60"
"32344"	"152"	"100"
"32347"	"401"	"90"
"32348"	"401"	"90"
"32350"	"55"	"60"
"32351"	"847"	"100"
"32352"	"152"	"100"
"32353"	"303"	"60"
"32354"	"303"	"60"
"32355"	"303"	"60"
"32357"	"152"	"60"
"32358"	"50"	"100"
"32359"	"718"	"60"
"32360"	"167"	"60"
"32362"	"580"	"60"
"32364"	"580"	"90"
"32365"	"633"	"100"
"32366"	"416"	"90"
"32367"	"416"	"90"
"32369"	"152"	"60"
"32376"	"152"	"60"
"32377"	"677"	"100"
"32380"	"383"	"60"
"32381"	"152"	"60"
"32382"	"562"	"60"
"32383"	"383"	"90"
"32385"	"670"	"100"
"32387"	"152"	"60"
"32391"	"679"	"90"
"32393"	"61"	"100"
"32394"	"595"	"90"
"32395"	"401"	"100"
"32396"	"152"	"100"
"32397"	"151"	"60"
"32398"	"669"	"100"
"32399"	"37"	"60"
"32400"	"383"	"60"
"32401"	"303"	"60"
"32402"	"152"	"60"
"32403"	"153"	"60"
"32404"	"917"	"100"
"32405"	"152"	"60"
"32406"	"580"	"90"
"32407"	"792"	"100"
"32409"	"37"	"60"
"32413"	"580"	"60"
"32414"	"37"	"90"
"32415"	"390"	"100"
"32416"	"718"	"60"
"32417"	"151"	"60"
"32418"	"35"	"80"
"32419"	"728"	"90"
"32420"	"150"	"60"
"32421"	"813"	"100"
"32422"	"281"	"60"
"32423"	"698"	"100"
"32424"	"390"	"100"
"32425"	"698"	"100"
"32426"	"718"	"60"
"32427"	"152"	"60"
"32428"	"734"	"60"
"32429"	"152"	"60"
"32431"	"55"	"100"
"32432"	"521"	"90"
"32435"	"152"	"100"
"32436"	"634"	"90"
"32438"	"61"	"90"
"32439"	"37"	"100"
"32440"	"152"	"60"
"32443"	"718"	"60"
"32444"	"401"	"100"
"32445"	"395"	"100"
"32446"	"395"	"100"
"32447"	"303"	"60"
"32450"	"165"	"90"
"32451"	"734"	"100"
"32453"	"401"	"90"
"32454"	"337"	"100"
"32455"	"152"	"90"
"32456"	"373"	"100"
"32459"	"155"	"100"
"32460"	"155"	"90"
"32461"	"135"	"100"
"32462"	"735"	"90"
"32463"	"735"	"90"
"32464"	"844"	"100"
"32465"	"844"	"100"
"32466"	"151"	"100"
"32467"	"330"	"60"
"32468"	"624"	"90"
"32469"	"281"	"60"
"32470"	"152"	"100"
"32471"	"330"	"60"
"32472"	"718"	"100"
"32473"	"152"	"100"
"32474"	"61"	"90"
"32475"	"580"	"60"
"32476"	"39"	"90"
"32477"	"181"	"90"
"32479"	"413"	"60"
"32480"	"182"	"60"
"32481"	"413"	"60"
"32482"	"182"	"90"
"32484"	"734"	"100"
"32485"	"152"	"100"
"32487"	"413"	"100"
"32488"	"491"	"100"
"32489"	"491"	"100"
"32490"	"491"	"90"
"32491"	"413"	"100"
"32492"	"491"	"90"
"32493"	"116"	"90"
"32494"	"848"	"90"
"32495"	"554"	"100"
"32496"	"152"	"100"
"32497"	"551"	"100"
"32498"	"651"	"90"
"32500"	"785"	"100"
"32502"	"785"	"80"
"32504"	"55"	"100"
"32505"	"55"	"100"
"32506"	"37"	"60"
"32507"	"152"	"100"
"32508"	"37"	"60"
"32509"	"718"	"60"
"32510"	"718"	"60"
"32511"	"719"	"60"
"32512"	"61"	"100"
"32514"	"281"	"60"
"32515"	"281"	"60"
"32516"	"152"	"100"
"32518"	"595"	"60"
"32520"	"178"	"90"
"32521"	"151"	"100"
"32522"	"37"	"60"
"32523"	"383"	"60"
"32524"	"383"	"60"
"32525"	"281"	"60"
"32527"	"152"	"100"
"32528"	"152"	"60"
"32529"	"330"	"100"
"32533"	"401"	"60"
"32535"	"734"	"100"
"32536"	"152"	"60"
"32538"	"37"	"60"
"32542"	"37"	"60"
"32543"	"303"	"60"
"32544"	"281"	"60"
"32545"	"788"	"90"
"32546"	"554"	"60"
"32547"	"413"	"90"
"32548"	"402"	"100"
"32549"	"403"	"100"
"32552"	"413"	"100"
"32553"	"152"	"100"
"32554"	"303"	"60"
"32555"	"303"	"60"
"32556"	"719"	"80"
"32557"	"401"	"100"
"32558"	"413"	"90"
"32559"	"643"	"90"
"32560"	"401"	"90"
"32561"	"619"	"100"
"32562"	"37"	"100"
"32563"	"384"	"90"
"32564"	"384"	"80"
"32565"	"199"	"60"
"32566"	"199"	"60"
"32567"	"37"	"90"
"32568"	"633"	"90"
"32569"	"600"	"60"
"32570"	"180"	"60"
"32571"	"181"	"60"
"32572"	"37"	"60"
"32573"	"401"	"90"
"32574"	"401"	"90"
"32575"	"230"	"80"
"32576"	"624"	"60"
"32578"	"303"	"60"
"32579"	"402"	"60"
"32580"	"402"	"60"
"32581"	"27"	"60"
"32582"	"152"	"60"
"32583"	"303"	"60"
"32584"	"303"	"60"
"32585"	"27"	"100"
"32586"	"420"	"100"
"32587"	"179"	"60"
"32589"	"75"	"60"
"32590"	"187"	"60"
"32591"	"189"	"100"
"32592"	"582"	"60"
"32593"	"582"	"90"
"32594"	"37"	"60"
"32596"	"580"	"90"
"32597"	"580"	"90"
"32598"	"12"	"100"
"32600"	"629"	"60"
"32604"	"152"	"60"
"32608"	"580"	"100"
"32613"	"102"	"80"
"32615"	"303"	"60"
"32616"	"738"	"60"
"32619"	"805"	"100"
"32620"	"151"	"60"
"32624"	"765"	"100"
"32625"	"595"	"60"
"32627"	"156"	"90"
"32628"	"37"	"60"
"32629"	"37"	"80"
"32630"	"551"	"60"
"32632"	"634"	"100"
"32633"	"554"	"60"
"32634"	"383"	"90"
"32635"	"580"	"90"
"32636"	"765"	"60"
"32637"	"152"	"60"
"32638"	"152"	"100"
"32639"	"152"	"90"
"32641"	"750"	"90"
"32642"	"580"	"90"
"32644"	"152"	"60"
"32646"	"719"	"60"
"32647"	"773"	"90"
"32650"	"718"	"60"
"32651"	"152"	"90"
"32652"	"865"	"90"
"32653"	"330"	"100"
"32654"	"180"	"90"
"32657"	"37"	"60"
"32658"	"719"	"90"
"32659"	"734"	"90"
"32660"	"403"	"90"
"32661"	"152"	"60"
"32662"	"156"	"90"
"32663"	"37"	"60"
"32664"	"27"	"60"
"32665"	"383"	"60"
"32666"	"383"	"60"
"32667"	"303"	"60"
"32668"	"303"	"60"
"32669"	"303"	"60"
"32670"	"303"	"60"
"32674"	"416"	"60"
"32675"	"633"	"90"
"32677"	"595"	"60"
"32678"	"689"	"90"
"32679"	"152"	"60"
"32681"	"626"	"90"
"32682"	"625"	"90"
"32683"	"718"	"60"
"32684"	"370"	"60"
"32686"	"63"	"60"
"32687"	"182"	"90"
"32688"	"383"	"90"
"32689"	"37"	"90"
"32690"	"562"	"100"
"32691"	"383"	"90"
"32692"	"152"	"60"
"32693"	"55"	"60"
"32694"	"152"	"60"
"32695"	"151"	"60"
"32696"	"330"	"100"
"32697"	"37"	"60"
"32700"	"792"	"90"
"32701"	"55"	"100"
"32702"	"152"	"60"
"32703"	"383"	"60"
"32705"	"113"	"100"
"32706"	"182"	"100"
"32707"	"152"	"60"
"32708"	"383"	"60"
"32709"	"303"	"60"
"32711"	"152"	"60"
"32715"	"403"	"100"
"32716"	"785"	"100"
"32717"	"154"	"60"
"32718"	"718"	"60"
"32719"	"180"	"60"
"32720"	"187"	"60"
"32721"	"383"	"60"
"32722"	"303"	"60"
"32723"	"187"	"60"
"32724"	"303"	"60"
"32726"	"37"	"60"
"32727"	"844"	"90"
"32728"	"37"	"60"
"32729"	"152"	"60"
"32730"	"303"	"60"
"32734"	"506"	"90"
"32736"	"152"	"60"
"32737"	"55"	"90"
"32738"	"37"	"60"
"32739"	"633"	"90"
"32740"	"89"	"90"
"32741"	"203"	"60"
"32742"	"281"	"60"
"32743"	"635"	"80"
"32745"	"344"	"90"
"32746"	"402"	"90"
"32747"	"330"	"90"
"32748"	"634"	"90"
"32749"	"37"	"60"
"32750"	"748"	"60"
"32751"	"383"	"60"
"32752"	"303"	"60"
"32755"	"45"	"60"
"32757"	"182"	"60"
"32758"	"182"	"90"
"32761"	"37"	"60"
"32762"	"643"	"60"
"32763"	"37"	"60"
"32764"	"152"	"60"
"32765"	"413"	"100"
"32766"	"413"	"100"
"32767"	"180"	"60"
"32768"	"303"	"60"
"32769"	"383"	"90"
"32770"	"383"	"90"
"32771"	"152"	"60"
"32772"	"303"	"60"
"32773"	"718"	"70"
"32774"	"303"	"60"
"32775"	"303"	"60"
"32777"	"719"	"60"
"32778"	"303"	"60"
"32780"	"27"	"90"
"32781"	"37"	"60"
"32782"	"400"	"100"
"32783"	"400"	"100"
"32787"	"62"	"90"
"32788"	"152"	"60"
"32790"	"693"	"90"
"32794"	"223"	"100"
"32795"	"737"	"90"
"32796"	"618"	"90"
"32797"	"779"	"100"
"32799"	"152"	"90"
"32800"	"177"	"100"
"32801"	"27"	"90"
"32802"	"413"	"100"
"32803"	"281"	"60"
"32804"	"693"	"90"
"32805"	"223"	"90"
"32806"	"37"	"60"
"32807"	"416"	"100"
"32808"	"132"	"90"
"32809"	"303"	"60"
"32810"	"416"	"100"
"32811"	"377"	"90"
"32812"	"30"	"100"
"32813"	"633"	"80"
"32814"	"182"	"90"
"32815"	"750"	"60"
"32816"	"693"	"90"
"32817"	"61"	"90"
"32818"	"178"	"60"
"32819"	"583"	"60"
"32820"	"303"	"60"
"32821"	"588"	"60"
"32822"	"618"	"60"
"32823"	"624"	"60"
"32824"	"37"	"60"
"32826"	"413"	"100"
"32827"	"303"	"60"
"32829"	"303"	"60"
"32830"	"303"	"60"
"32831"	"413"	"100"
"32832"	"749"	"100"
"32833"	"284"	"90"
"32834"	"113"	"100"
"32835"	"37"	"60"
"32836"	"152"	"60"
"32837"	"813"	"100"
"32838"	"814"	"100"
"32840"	"691"	"90"
"32842"	"152"	"100"
"32843"	"330"	"90"
"32844"	"808"	"100"
"32845"	"748"	"90"
"32846"	"748"	"60"
"32847"	"303"	"60"
"32848"	"303"	"60"
"32849"	"236"	"100"
"32850"	"383"	"90"
"32851"	"383"	"90"
"32854"	"37"	"60"
"32855"	"171"	"100"
"32856"	"238"	"100"
"32857"	"813"	"100"
"32858"	"699"	"90"
"32859"	"158"	"100"
"32860"	"171"	"100"
"32862"	"464"	"60"
"32863"	"405"	"90"
"32864"	"634"	"100"
"32865"	"689"	"100"
"32866"	"683"	"60"
"32867"	"813"	"100"
"32868"	"749"	"100"
"32869"	"813"	"100"
"32870"	"37"	"60"
"32871"	"37"	"60"
"32872"	"37"	"60"
"32875"	"413"	"100"
"32876"	"413"	"100"
"32877"	"718"	"60"
"32878"	"393"	"90"
"32879"	"393"	"90"
"32880"	"719"	"90"
"32881"	"719"	"90"
"32882"	"413"	"90"
"32883"	"566"	"90"
"32884"	"37"	"60"
"32885"	"152"	"100"
"32886"	"37"	"60"
"32887"	"734"	"90"
"32888"	"151"	"60"
"32889"	"303"	"60"
"32890"	"152"	"60"
"32891"	"383"	"60"
"32892"	"383"	"60"
"32893"	"352"	"60"
"32894"	"45"	"100"
"32895"	"45"	"90"
"32896"	"45"	"100"
"32897"	"44"	"100"
"32898"	"185"	"100"
"32899"	"405"	"90"
"32900"	"551"	"60"
"32901"	"734"	"90"
"32902"	"401"	"60"
"32903"	"401"	"60"
"32904"	"158"	"60"
"32905"	"158"	"60"
"32906"	"37"	"60"
"32907"	"185"	"100"
"32908"	"402"	"90"
"32909"	"584"	"80"
"32910"	"8"	"100"
"32911"	"750"	"60"
"32912"	"405"	"90"
"32913"	"330"	"90"
"32914"	"402"	"90"
"32915"	"151"	"60"
"32916"	"386"	"90"
"32917"	"405"	"90"
"32918"	"152"	"60"
"32919"	"152"	"60"
"32920"	"150"	"60"
"32922"	"405"	"90"
"32923"	"152"	"90"
"32924"	"750"	"60"
"32925"	"405"	"90"
"32926"	"734"	"90"
"32927"	"734"	"90"
"32928"	"821"	"80"
"32929"	"557"	"70"
"32930"	"55"	"60"
"32931"	"303"	"60"
"32932"	"651"	"60"
"32933"	"580"	"60"
"32934"	"413"	"90"
"32935"	"689"	"60"
"32936"	"413"	"90"
"32937"	"247"	"90"
"32938"	"624"	"100"
"32939"	"689"	"60"
"32940"	"413"	"90"
"32941"	"623"	"100"
"32942"	"669"	"100"
"32943"	"689"	"60"
"32944"	"413"	"90"
"32945"	"625"	"60"
"32948"	"813"	"100"
"32949"	"330"	"60"
"32950"	"139"	"60"
"32951"	"152"	"60"
"32952"	"151"	"60"
"32953"	"37"	"60"
"32954"	"594"	"100"
"32956"	"165"	"60"
"32958"	"748"	"60"
"32959"	"383"	"60"
"32960"	"383"	"60"
"32961"	"281"	"60"
"32962"	"37"	"60"
"32963"	"416"	"60"
"32964"	"416"	"60"
"32965"	"416"	"60"
"32966"	"416"	"60"
"32967"	"651"	"90"
"32968"	"247"	"60"
"32969"	"37"	"60"
"32970"	"303"	"60"
"32971"	"868"	"80"
"32972"	"689"	"90"
"32973"	"36"	"90"
"32974"	"37"	"60"
"32975"	"36"	"90"
"32976"	"238"	"100"
"32977"	"351"	"60"
"32978"	"551"	"60"
"32980"	"646"	"80"
"32981"	"247"	"90"
"32982"	"492"	"90"
"32983"	"492"	"90"
"32984"	"492"	"90"
"32985"	"27"	"60"
"32986"	"665"	"60"
"32987"	"179"	"100"
"32989"	"383"	"60"
"32990"	"718"	"60"
"32991"	"718"	"60"
"32992"	"152"	"60"
"32993"	"152"	"60"
"32994"	"152"	"60"
"32995"	"718"	"60"
"32996"	"37"	"60"
"32997"	"37"	"90"
"32998"	"718"	"60"
"33000"	"702"	"80"
"33002"	"655"	"100"
"33004"	"655"	"100"
"33005"	"718"	"60"
"33006"	"74"	"60"
"33007"	"849"	"80"
"33008"	"181"	"60"
"33009"	"330"	"60"
"33010"	"281"	"60"
"33012"	"37"	"60"
"33013"	"383"	"60"
"33014"	"383"	"60"
"33017"	"78"	"60"
"33018"	"217"	"60"
"33020"	"467"	"60"
"33021"	"113"	"90"
"33023"	"595"	"90"
"33024"	"580"	"60"
"33025"	"580"	"60"
"33026"	"806"	"100"
"33028"	"413"	"100"
"33030"	"413"	"100"
"33031"	"63"	"60"
"33032"	"813"	"100"
"33033"	"63"	"90"
"33034"	"152"	"70"
"33036"	"413"	"90"
"33037"	"449"	"90"
"33038"	"451"	"90"
"33039"	"303"	"60"
"33040"	"330"	"60"
"33041"	"395"	"60"
"33042"	"929"	"100"
"33043"	"182"	"90"
"33044"	"825"	"100"
"33046"	"330"	"100"
"33047"	"719"	"60"
"33048"	"37"	"60"
"33050"	"303"	"60"
"33051"	"37"	"60"
"33052"	"413"	"90"
"33053"	"55"	"100"
"33054"	"37"	"60"
"33056"	"55"	"90"
"33057"	"734"	"100"
"33060"	"61"	"90"
"33062"	"37"	"60"
"33063"	"689"	"90"
"33064"	"238"	"90"
"33067"	"719"	"90"
"33068"	"152"	"60"
"33069"	"689"	"90"
"33070"	"689"	"100"
"33071"	"689"	"100"
"33072"	"689"	"100"
"33074"	"451"	"100"
"33075"	"403"	"100"
"33077"	"953"	"80"
"33078"	"748"	"90"
"33079"	"689"	"90"
"33080"	"689"	"90"
"33082"	"806"	"100"
"33083"	"562"	"90"
"33084"	"748"	"60"
"33085"	"526"	"100"
"33086"	"113"	"90"
"33087"	"562"	"100"
"33088"	"663"	"60"
"33090"	"595"	"60"
"33091"	"627"	"60"
"33092"	"863"	"90"
"33093"	"562"	"100"
"33094"	"403"	"60"
"33095"	"727"	"100"
"33096"	"403"	"60"
"33097"	"330"	"80"
"33098"	"848"	"90"
"33099"	"395"	"100"
"33100"	"698"	"100"
"33101"	"719"	"60"
"33102"	"727"	"60"
"33103"	"152"	"60"
"33104"	"403"	"90"
"33105"	"403"	"90"
"33106"	"403"	"90"
"33107"	"403"	"100"
"33108"	"705"	"60"
"33109"	"12"	"100"
"33110"	"825"	"100"
"33111"	"594"	"90"
"33112"	"446"	"90"
"33113"	"303"	"60"
"33114"	"753"	"100"
"33115"	"283"	"90"
"33116"	"526"	"100"
"33117"	"403"	"90"
"33118"	"403"	"90"
"33119"	"403"	"90"
"33120"	"562"	"60"
"33121"	"537"	"80"
"33122"	"403"	"100"
"33123"	"403"	"90"
"33124"	"689"	"90"
"33126"	"113"	"100"
"33128"	"406"	"100"
"33129"	"406"	"100"
"33131"	"807"	"100"
"33134"	"403"	"90"
"33135"	"248"	"60"
"33136"	"152"	"60"
"33137"	"562"	"90"
"33139"	"113"	"60"
"33140"	"684"	"100"
"33142"	"449"	"100"
"33143"	"25"	"100"
"33144"	"193"	"100"
"33145"	"723"	"80"
"33146"	"641"	"100"
"33147"	"689"	"90"
"33148"	"933"	"100"
"33149"	"403"	"100"
"33150"	"403"	"100"
"33151"	"37"	"90"
"33152"	"238"	"80"
"33153"	"403"	"100"
"33154"	"167"	"80"
"33155"	"562"	"100"
"33156"	"726"	"90"
"33157"	"588"	"60"
"33158"	"152"	"90"
"33159"	"562"	"100"
"33160"	"403"	"90"
"33161"	"152"	"90"
"33162"	"562"	"80"
"33163"	"562"	"80"
"33164"	"562"	"90"
"33165"	"113"	"90"
"33166"	"417"	"90"
"33167"	"417"	"90"
"33168"	"726"	"90"
"33169"	"726"	"90"
"33170"	"25"	"90"
"33171"	"591"	"80"
"33172"	"562"	"80"
"33173"	"848"	"90"
"33175"	"726"	"90"
"33177"	"402"	"90"
"33179"	"858"	"90"
"33183"	"402"	"60"
"33185"	"726"	"90"
"33186"	"391"	"90"
"33192"	"726"	"100"
"33193"	"806"	"100"
"33194"	"726"	"90"
"33197"	"595"	"60"
"33198"	"199"	"90"
"33199"	"417"	"100"
"33200"	"417"	"100"
"33201"	"726"	"90"
"33202"	"820"	"100"
"33203"	"239"	"100"
"33204"	"726"	"90"
"33205"	"225"	"100"
"33206"	"402"	"100"
"33207"	"254"	"100"
"33208"	"37"	"60"
"33209"	"403"	"90"
"33210"	"373"	"90"
"33212"	"451"	"60"
"33213"	"387"	"100"
"33214"	"373"	"100"
"33215"	"825"	"60"
"33216"	"726"	"90"
"33218"	"414"	"100"
"33219"	"414"	"100"
"33220"	"726"	"90"
"33221"	"373"	"90"
"33222"	"698"	"100"
"33224"	"414"	"90"
"33225"	"414"	"100"
"33227"	"158"	"90"
"33230"	"401"	"60"
"33231"	"401"	"60"
"33232"	"413"	"100"
"33233"	"413"	"100"
"33234"	"428"	"90"
"33235"	"726"	"90"
"33236"	"403"	"90"
"33237"	"134"	"90"
"33238"	"848"	"60"
"33240"	"152"	"100"
"33241"	"403"	"90"
"33242"	"152"	"90"
"33243"	"718"	"90"
"33244"	"152"	"100"
"33245"	"669"	"90"
"33246"	"369"	"80"
"33248"	"718"	"90"
"33249"	"710"	"100"
"33250"	"152"	"90"
"33251"	"718"	"90"
"33252"	"254"	"60"
"33253"	"425"	"100"
"33254"	"614"	"100"
"33255"	"113"	"60"
"33257"	"254"	"90"
"33258"	"403"	"90"
"33259"	"413"	"60"
"33260"	"413"	"60"
"33261"	"383"	"100"
"33262"	"383"	"100"
"33263"	"383"	"100"
"33264"	"597"	"60"
"33265"	"383"	"100"
"33266"	"785"	"100"
"33267"	"206"	"100"
"33268"	"74"	"80"
"33269"	"413"	"100"
"33270"	"413"	"100"
"33271"	"537"	"100"
"33272"	"699"	"90"
"33273"	"206"	"100"
"33274"	"413"	"80"
"33275"	"413"	"70"
"33276"	"614"	"70"
"33277"	"64"	"60"
"33278"	"136"	"90"
"33282"	"653"	"60"
"33284"	"820"	"70"
"33285"	"137"	"100"
"33287"	"152"	"60"
"33288"	"63"	"60"
"33289"	"401"	"100"
"33290"	"401"	"100"
"33291"	"401"	"60"
"33292"	"718"	"60"
"33294"	"699"	"100"
"33296"	"413"	"90"
"33297"	"779"	"100"
"33298"	"413"	"90"
"33299"	"383"	"90"
"33300"	"152"	"60"
"33301"	"383"	"90"
"33302"	"413"	"100"
"33303"	"413"	"100"
"33304"	"413"	"100"
"33305"	"270"	"90"
"33306"	"152"	"90"
"33307"	"349"	"60"
"33308"	"61"	"60"
"33309"	"306"	"60"
"33310"	"250"	"100"
"33311"	"61"	"90"
"33312"	"64"	"90"
"33314"	"413"	"90"
"33315"	"401"	"90"
"33316"	"401"	"90"
"33317"	"152"	"90"
"33318"	"850"	"90"
"33319"	"728"	"90"
"33320"	"682"	"90"
"33321"	"718"	"90"
"33323"	"413"	"100"
"33324"	"413"	"100"
"33325"	"303"	"60"
"33326"	"401"	"60"
"33327"	"401"	"60"
"33328"	"401"	"60"
"33332"	"779"	"100"
"33333"	"12"	"90"
"33334"	"429"	"100"
"33335"	"26"	"70"
"33336"	"779"	"100"
"33337"	"303"	"60"
"33338"	"401"	"90"
"33339"	"401"	"90"
"33340"	"537"	"90"
"33341"	"488"	"60"
"33342"	"779"	"100"
"33343"	"401"	"100"
"33345"	"383"	"100"
"33346"	"383"	"100"
"33347"	"135"	"100"
"33348"	"152"	"60"
"33349"	"601"	"90"
