"source"	"target"	"type"	"subtype"
"44493"	"46200"	"5"	""
"26219"	"30027"	"1"	"4"
"27238"	"43915"	"1"	"4"
"48468"	"27239"	"5"	""
"49576"	"34339"	"1"	"4"
"27240"	"49575"	"1"	"4"
"34319"	"49574"	"1"	"4"
"27241"	"49578"	"5"	""
"33615"	"49579"	"5"	""
"34342"	"34344"	"1"	"4"
"43081"	"49582"	"1"	"1"
"46544"	"42353"	"2"	""
"27242"	"46536"	"2"	""
"46536"	"34347"	"5"	""
"40724"	"40727"	"5"	""
"39750"	"49585"	"5"	""
"27246"	"48773"	"5"	""
"28656"	"49589"	"5"	""
"32897"	"32898"	"1"	"4"
"32897"	"45530"	"1"	"4"
"45530"	"43656"	"2"	""
"34366"	"27249"	"1"	"4"
"34365"	"34363"	"1"	"4"
"30634"	"30635"	"2"	""
"26971"	"46935"	"2"	""
"26971"	"46978"	"1"	"4"
"43805"	"43095"	"1"	"4"
"29255"	"43086"	"5"	""
"29255"	"43088"	"5"	""
"29255"	"43084"	"5"	""
"43084"	"43091"	"5"	""
"29255"	"43093"	"1"	"4"
"43088"	"43374"	"1"	"4"
"50193"	"49600"	"2"	""
"29268"	"33099"	"1"	"4"
"29268"	"33100"	"1"	"4"
"26631"	"49601"	"2"	""
"27253"	"47477"	"1"	"4"
"32898"	"39814"	"5"	""
"39930"	"34379"	"1"	"4"
"27254"	"39929"	"1"	"4"
"45533"	"45183"	"5"	""
"32898"	"45119"	"1"	""
"45119"	"45533"	"5"	""
"49603"	"49604"	"1"	"4"
"27256"	"49605"	"5"	""
"27257"	"30563"	"1"	"4"
"27257"	"43836"	"1"	"4"
"32895"	"32896"	"1"	"4"
"30796"	"49608"	"2"	""
"49607"	"49609"	"2"	""
"39941"	"39942"	"5"	""
"44541"	"44482"	"5"	""
"44541"	"44483"	"1"	"4"
"49613"	"49614"	"5"	""
"49612"	"49615"	"5"	""
"26922"	"42318"	"5"	""
"34401"	"27260"	"1"	"4"
"27482"	"29903"	"1"	"4"
"27482"	"29904"	"1"	"4"
"34383"	"34384"	"1"	"4"
"34383"	"34385"	"1"	"4"
"34383"	"44111"	"1"	"4"
"34387"	"31426"	"1"	"4"
"31426"	"34412"	"5"	""
"34387"	"34388"	"2"	""
"27294"	"49617"	"5"	""
"27261"	"34415"	"1"	"4"
"27261"	"34418"	"1"	"4"
"34413"	"34414"	"1"	"4"
"34413"	"34417"	"1"	"4"
"27107"	"29990"	"1"	"4"
"27107"	"49618"	"1"	"4"
"27107"	"29991"	"1"	"4"
"27263"	"44278"	"1"	"4"
"38406"	"38405"	"1"	""
"38405"	"49619"	"1"	"4"
"33819"	"43955"	"1"	"4"
"34117"	"34125"	"6"	""
"34117"	"27172"	"1"	""
"27439"	"35410"	"5"	""
"27740"	"35768"	"2"	""
"27920"	"49620"	"5"	""
"32031"	"38667"	"1"	"4"
"27167"	"31612"	"1"	""
"33575"	"47515"	"2"	""
"33575"	"33577"	"1"	"4"
"28004"	"36436"	"5"	""
"37722"	"49621"	"2"	""
"49621"	"46916"	"1"	"4"
"49627"	"44958"	"1"	"4"
"36671"	"28885"	"5"	""
"29301"	"40263"	"5"	""
"27264"	"43022"	"5"	""
"27264"	"43702"	"5"	""
"43702"	"43023"	"5"	""
"29523"	"40241"	"5"	""
"26701"	"39625"	"1"	"4"
"38629"	"42079"	"1"	"4"
"38629"	"38630"	"1"	"4"
"29428"	"39614"	"5"	""
"29428"	"39615"	"2"	""
"29694"	"42024"	"2"	""
"33357"	"42030"	"2"	""
"33675"	"33140"	"5"	""
"33675"	"29789"	"1"	"4"
"49632"	"46855"	"1"	""
"43703"	"34456"	"1"	"4"
"27487"	"30666"	"1"	""
"49633"	"29070"	"5"	""
"29301"	"49634"	"5"	""
"38086"	"38088"	"8"	""
"38219"	"38220"	"2"	""
"36077"	"49636"	"5"	""
"36074"	"49637"	"5"	""
"27920"	"48509"	"5"	""
"48509"	"49638"	"5"	""
"31970"	"31968"	"5"	""
"28412"	"31793"	"1"	"4"
"32016"	"32019"	"1"	"4"
"45983"	"45984"	"1"	"4"
"39940"	"47873"	"5"	""
"35703"	"35707"	"2"	""
"41903"	"27618"	"2"	""
"27618"	"30788"	"2"	""
"27303"	"49641"	"5"	""
"27303"	"39143"	"1"	"4"
"26515"	"31180"	"2"	""
"26515"	"29936"	"5"	""
"26515"	"31204"	"1"	"4"
"31180"	"31203"	"1"	""
"26515"	"46874"	"1"	"4"
"26720"	"43332"	"5"	""
"26720"	"43776"	"1"	"4"
"43776"	"43793"	"2"	""
"29887"	"49643"	"2"	""
"27388"	"36106"	"5"	""
"28857"	"49651"	"1"	"2"
"28857"	"49651"	"1"	"4"
"27388"	"49652"	"8"	""
"36108"	"36140"	"2"	""
"36550"	"36553"	"5"	""
"36550"	"49655"	"5"	""
"40434"	"46685"	"1"	"4"
"26302"	"31122"	"1"	"4"
"27489"	"29907"	"5"	""
"27266"	"46149"	"5"	""
"50484"	"50487"	"2"	""
"29813"	"34330"	"7"	""
"29813"	"44659"	"1"	""
"44659"	"44660"	"2"	""
"44660"	"44383"	"5"	""
"44660"	"44603"	"5"	""
"44659"	"44362"	"5"	""
"29813"	"44604"	"1"	""
"44604"	"36566"	"5"	""
"44605"	"44606"	"1"	""
"29813"	"46207"	"1"	""
"46207"	"44337"	"5"	""
"29813"	"44339"	"1"	""
"44339"	"44340"	"2"	""
"44340"	"44341"	"2"	""
"44339"	"44661"	"5"	""
"28674"	"49660"	"2"	""
"39560"	"39561"	"5"	""
"27268"	"37957"	"1"	"4"
"37957"	"49661"	"5"	""
"49661"	"46400"	"5"	""
"27128"	"49662"	"5"	""
"26506"	"31766"	"7"	""
"26506"	"45862"	"1"	""
"31766"	"46190"	"1"	""
"39689"	"39690"	"1"	"4"
"26390"	"49530"	"2"	""
"49664"	"45415"	"5"	""
"49664"	"45416"	"1"	"4"
"38680"	"31790"	"1"	"4"
"31791"	"38680"	"1"	"4"
"26510"	"31768"	"7"	""
"27755"	"34199"	"7"	""
"28016"	"34202"	"7"	""
"48111"	"34461"	"1"	"4"
"34461"	"49668"	"1"	"4"
"34463"	"34472"	"5"	""
"34463"	"34473"	"2"	""
"28492"	"34228"	"7"	""
"28492"	"38618"	"1"	""
"28492"	"44256"	"1"	""
"29292"	"34303"	"7"	""
"29292"	"46169"	"2"	""
"46169"	"34304"	"7"	""
"51088"	"36759"	"1"	"4"
"41661"	"49671"	"7"	""
"49672"	"29503"	"2"	""
"26721"	"34186"	"7"	""
"26691"	"46022"	"1"	""
"49595"	"49674"	"2"	""
"34035"	"49675"	"1"	"4"
"49676"	"49677"	"1"	"4"
"49679"	"49680"	"1"	"4"
"49681"	"49682"	"2"	""
"46112"	"49683"	"5"	""
"49685"	"49686"	"8"	""
"27273"	"34810"	"5"	""
"27273"	"48676"	"1"	"4"
"34475"	"34811"	"2"	""
"27490"	"32249"	"1"	""
"27490"	"29908"	"1"	""
"26293"	"46429"	"2"	""
"28573"	"34265"	"7"	""
"28263"	"34223"	"7"	""
"29280"	"34273"	"7"	""
"44604"	"44605"	"1"	""
"29813"	"46208"	"1"	""
"46208"	"44338"	"1"	""
"29285"	"29286"	"7"	""
"29285"	"44146"	"5"	""
"29285"	"45609"	"5"	""
"45609"	"42203"	"1"	""
"42203"	"42208"	"7"	""
"29285"	"44672"	"1"	""
"44672"	"42207"	"5"	""
"44672"	"45781"	"5"	""
"45781"	"45725"	"2"	""
"29286"	"42210"	"1"	""
"29285"	"42211"	"1"	""
"29285"	"42214"	"1"	""
"42214"	"45722"	"5"	""
"45722"	"42217"	"2"	""
"42217"	"42219"	"2"	""
"34477"	"34479"	"1"	"4"
"34477"	"42161"	"1"	"4"
"27275"	"30087"	"1"	"4"
"30087"	"34478"	"2"	""
"26253"	"46532"	"1"	"4"
"31539"	"35334"	"8"	""
"31539"	"32253"	"8"	""
"26653"	"35704"	"2"	""
"35805"	"49704"	"1"	"4"
"35805"	"49705"	"1"	"4"
"32414"	"49706"	"1"	"4"
"26668"	"30399"	"1"	""
"31684"	"49711"	"8"	""
"49715"	"26592"	"1"	""
"49714"	"26676"	"1"	""
"26675"	"30499"	"5"	""
"26675"	"47494"	"5"	""
"26675"	"30501"	"1"	""
"31687"	"31688"	"2"	""
"27492"	"29911"	"5"	""
"31689"	"32264"	"2"	""
"28407"	"38156"	"2"	""
"35171"	"49721"	"1"	"1"
"26688"	"30189"	"1"	""
"43371"	"45715"	"1"	""
"31777"	"45684"	"1"	"4"
"31777"	"45690"	"1"	"4"
"45684"	"46945"	"1"	""
"26741"	"31290"	"2"	""
"26741"	"31289"	"2"	""
"26741"	"47100"	"1"	"4"
"47100"	"47101"	"5"	""
"26802"	"47132"	"2"	""
"26700"	"30357"	"1"	""
"26744"	"31227"	"2"	""
"45689"	"49723"	"2"	""
"26802"	"31340"	"1"	"4"
"31547"	"31548"	"5"	""
"31548"	"49725"	"1"	"4"
"26802"	"31341"	"1"	"4"
"26744"	"31228"	"1"	""
"31228"	"31229"	"1"	""
"44168"	"47211"	"1"	"4"
"47211"	"47212"	"5"	""
"27277"	"44709"	"5"	""
"32254"	"31541"	"5"	""
"31541"	"32255"	"6"	""
"26287"	"43739"	"1"	"4"
"26288"	"32468"	"1"	"4"
"31255"	"26348"	"2"	""
"27651"	"30359"	"5"	""
"53281"	"37761"	"5"	""
"37761"	"45419"	"1"	""
"45419"	"49729"	"1"	"4"
"44709"	"44366"	"1"	"4"
"44709"	"36506"	"1"	"4"
"46575"	"49198"	"2"	""
"46328"	"26705"	"2"	""
"26705"	"46314"	"2"	""
"27574"	"49416"	"5"	""
"26705"	"41611"	"1"	""
"26705"	"41636"	"1"	""
"30389"	"30397"	"5"	""
"30389"	"30390"	"5"	""
"30389"	"30391"	"1"	"4"
"30389"	"30515"	"1"	"4"
"31251"	"26290"	"8"	""
"34517"	"49730"	"8"	""
"49731"	"49732"	"8"	""
"49734"	"26294"	"5"	""
"26295"	"46215"	"5"	""
"26296"	"42618"	"5"	""
"31889"	"26298"	"5"	""
"26299"	"35576"	"2"	""
"31891"	"31892"	"5"	""
"31967"	"47117"	"1"	"4"
"26305"	"35042"	"5"	"10"
"26305"	"35066"	"2"	""
"28479"	"34662"	"1"	""
"35042"	"35068"	"5"	""
"26305"	"35069"	"1"	"4"
"45738"	"27134"	"2"	""
"27499"	"29912"	"1"	"4"
"32956"	"31980"	"6"	""
"31991"	"31996"	"5"	""
"32001"	"32002"	"5"	""
"26308"	"40214"	"1"	"4"
"27281"	"48810"	"1"	"4"
"46098"	"49738"	"1"	"4"
"46098"	"35358"	"1"	"4"
"26310"	"30602"	"2"	""
"40600"	"42282"	"5"	""
"40600"	"40601"	"1"	"4"
"31375"	"49494"	"5"	""
"39631"	"26307"	"5"	""
"39631"	"39632"	"5"	""
"39631"	"39633"	"1"	""
"39631"	"39764"	"1"	""
"29069"	"49496"	"5"	""
"26311"	"41968"	"6"	""
"31569"	"42337"	"6"	""
"26314"	"32473"	"5"	""
"26401"	"47166"	"3"	""
"32634"	"26401"	"4"	""
"47165"	"47167"	"8"	""
"33509"	"47165"	"8"	""
"41541"	"44331"	"2"	"8"
"41541"	"44233"	"1"	"4"
"26764"	"39430"	"1"	""
"39430"	"39431"	"1"	""
"31579"	"31580"	"5"	""
"26715"	"30208"	"2"	""
"31746"	"42002"	"5"	""
"32907"	"49743"	"1"	"4"
"49744"	"49745"	"2"	""
"49744"	"49746"	"1"	"4"
"47248"	"49747"	"1"	"4"
"27286"	"34563"	"1"	"4"
"48425"	"48426"	"6"	""
"48426"	"26319"	"1"	"4"
"42667"	"49750"	"2"	""
"27287"	"34564"	"1"	"4"
"26321"	"32462"	"2"	""
"31890"	"49751"	"1"	"4"
"28360"	"40979"	"5"	""
"27289"	"34600"	"5"	""
"34600"	"34599"	"1"	"4"
"30685"	"30686"	"5"	""
"49755"	"49756"	"1"	"4"
"31104"	"30135"	"5"	""
"31104"	"30431"	"1"	"4"
"31104"	"31091"	"5"	""
"27293"	"34624"	"5"	""
"34624"	"49758"	"1"	"4"
"34626"	"34625"	"5"	""
"31104"	"30422"	"5"	""
"27295"	"34328"	"1"	"4"
"27295"	"34327"	"5"	""
"30135"	"30202"	"1"	"4"
"30135"	"31068"	"1"	"4"
"49761"	"47032"	"1"	""
"27500"	"30691"	"1"	""
"33153"	"27296"	"2"	""
"26217"	"49763"	"1"	"4"
"27933"	"39339"	"1"	"4"
"35371"	"27119"	"2"	""
"30135"	"30196"	"1"	""
"26324"	"33668"	"5"	""
"26324"	"41417"	"5"	""
"41779"	"41780"	"1"	"4"
"49761"	"49768"	"1"	""
"32461"	"32463"	"2"	""
"27639"	"49769"	"4"	""
"40928"	"40929"	"2"	""
"39755"	"39757"	"1"	"4"
"32025"	"32372"	"5"	""
"32027"	"32373"	"5"	""
"32260"	"31589"	"1"	""
"30865"	"30867"	"1"	"4"
"33676"	"26325"	"5"	""
"33676"	"33670"	"1"	""
"29377"	"30435"	"5"	""
"50488"	"49174"	"5"	""
"47894"	"47895"	"5"	""
"46302"	"46303"	"1"	"4"
"33671"	"26326"	"1"	"4"
"31572"	"47335"	"5"	""
"33299"	"45396"	"5"	""
"33301"	"45397"	"5"	""
"37407"	"37404"	"2"	""
"31583"	"33679"	"1"	"4"
"27814"	"47436"	"5"	""
"27814"	"49779"	"1"	"4"
"26840"	"49265"	"1"	"4"
"47397"	"26840"	"5"	""
"30227"	"30230"	"1"	"4"
"30223"	"30227"	"5"	""
"30916"	"30813"	"1"	"4"
"30813"	"30224"	"5"	""
"30223"	"30916"	"5"	""
"30223"	"30762"	"6"	""
"29125"	"49782"	"1"	"4"
"48230"	"33925"	"1"	"4"
"26328"	"33677"	"1"	"4"
"31585"	"33735"	"1"	""
"31586"	"31587"	"5"	""
"31586"	"34195"	"1"	""
"27462"	"41548"	"1"	"4"
"31253"	"26330"	"5"	""
"31253"	"34196"	"1"	"4"
"31253"	"34197"	"1"	""
"29797"	"38402"	"5"	""
"29797"	"40640"	"1"	"4"
"29797"	"44787"	"1"	"4"
"34642"	"38561"	"1"	"4"
"26332"	"33744"	"1"	"4"
"49788"	"49789"	"1"	"4"
"33387"	"40882"	"2"	""
"29796"	"39377"	"5"	""
"38640"	"39888"	"5"	""
"32034"	"35362"	"8"	""
"38939"	"34687"	"1"	"4"
"34687"	"49786"	"5"	""
"26333"	"44202"	"1"	""
"27300"	"38910"	"5"	""
"27300"	"40045"	"5"	""
"27300"	"42988"	"1"	"4"
"49118"	"49791"	"5"	""
"49791"	"34694"	"5"	""
"49119"	"34686"	"2"	""
"49792"	"35363"	"1"	"7"
"48428"	"26335"	"5"	""
"38469"	"38470"	"1"	"4"
"28210"	"49793"	"5"	""
"26336"	"34120"	"3"	""
"26336"	"34138"	"1"	"4"
"34138"	"34139"	"3"	""
"34139"	"34140"	"5"	""
"49795"	"49796"	"1"	""
"29792"	"33386"	"2"	""
"35408"	"49799"	"1"	"4"
"34539"	"49800"	"5"	""
"49801"	"33421"	"5"	""
"32069"	"34180"	"5"	""
"30208"	"49802"	"2"	""
"36357"	"36358"	"9"	""
"32079"	"35365"	"1"	"4"
"32079"	"35366"	"1"	"4"
"38939"	"49807"	"5"	"4"
"49716"	"40484"	"1"	"4"
"27335"	"49809"	"2"	""
"35028"	"49815"	"2"	""
"29560"	"44090"	"5"	""
"27335"	"34873"	"1"	"4"
"35028"	"49819"	"8"	""
"49819"	"49817"	"8"	""
"29784"	"39344"	"1"	"4"
"27302"	"49808"	"5"	""
"27302"	"45065"	"1"	"4"
"44190"	"29783"	"5"	""
"34577"	"34578"	"1"	""
"26384"	"48401"	"2"	""
"30939"	"29780"	"5"	""
"30939"	"37810"	"2"	""
"42477"	"42488"	"1"	"4"
"27631"	"29927"	"1"	""
"47502"	"47503"	"1"	"2"
"41775"	"45936"	"1"	"2"
"41775"	"41776"	"1"	"4"
"27305"	"49829"	"1"	"4"
"49830"	"49828"	"5"	""
"49829"	"49830"	"1"	"4"
"38939"	"49118"	"1"	"4"
"49119"	"34693"	"1"	"4"
"29776"	"40691"	"1"	"4"
"26353"	"35377"	"5"	""
"49841"	"49833"	"1"	"4"
"32186"	"35375"	"8"	""
"32192"	"35374"	"8"	""
"32189"	"35372"	"5"	""
"34690"	"34689"	"1"	"4"
"34690"	"34688"	"9"	""
"27307"	"34698"	"5"	""
"35119"	"29773"	"1"	"4"
"46611"	"46612"	"5"	""
"27609"	"49835"	"2"	""
"29768"	"42929"	"1"	"4"
"29659"	"49837"	"1"	"4"
"44056"	"49838"	"1"	"4"
"35422"	"30101"	"1"	""
"49840"	"34701"	"5"	""
"37796"	"41083"	"5"	""
"28671"	"46133"	"2"	"8"
"40024"	"41440"	"5"	""
"28842"	"49841"	"1"	"1"
"29777"	"34767"	"1"	"4"
"40796"	"49846"	"1"	"4"
"26358"	"45788"	"1"	"4"
"34733"	"34732"	"1"	"4"
"29560"	"49850"	"5"	""
"41123"	"49851"	"5"	""
"49848"	"49849"	"6"	""
"49853"	"49818"	"5"	""
"49853"	"26359"	"5"	""
"32549"	"34785"	"1"	"4"
"39062"	"26363"	"1"	"4"
"34821"	"34797"	"5"	""
"34821"	"34756"	"1"	"4"
"27310"	"49855"	"1"	"4"
"27312"	"34743"	"1"	"4"
"34743"	"37958"	"5"	""
"34741"	"34742"	"5"	""
"34440"	"34441"	"1"	"1"
"34440"	"34441"	"1"	"2"
"34737"	"34744"	"5"	""
"34745"	"34746"	"5"	""
"49859"	"49860"	"5"	""
"48633"	"49861"	"5"	""
"49864"	"29158"	"3"	""
"49865"	"37497"	"8"	""
"49480"	"46101"	"5"	""
"30771"	"30772"	"5"	""
"29295"	"40625"	"2"	"3"
"34848"	"34852"	"1"	"4"
"39183"	"32327"	"1"	"4"
"29559"	"39943"	"5"	""
"29559"	"46469"	"1"	"4"
"39943"	"42743"	"1"	"4"
"41475"	"41476"	"1"	"4"
"41476"	"41477"	"1"	"4"
"27504"	"29967"	"5"	""
"27504"	"30699"	"1"	""
"27504"	"30700"	"1"	""
"27504"	"30701"	"5"	""
"46413"	"28822"	"9"	""
"46413"	"30080"	"1"	"13"
"27316"	"34871"	"5"	""
"29290"	"31232"	"3"	""
"31232"	"31314"	"1"	"4"
"31232"	"31314"	"1"	"7"
"31314"	"31317"	"5"	""
"31232"	"31316"	"1"	"4"
"31316"	"31319"	"5"	""
"31316"	"31318"	"5"	""
"31232"	"31327"	"1"	"4"
"31327"	"31328"	"5"	""
"31321"	"31320"	"5"	""
"53275"	"31321"	"5"	""
"31321"	"31331"	"2"	""
"29290"	"31326"	"1"	"4"
"29290"	"31325"	"1"	"4"
"29290"	"31329"	"1"	"4"
"36633"	"29563"	"5"	""
"36633"	"40519"	"5"	""
"29563"	"46756"	"1"	"4"
"27321"	"42632"	"1"	"4"
"36653"	"36630"	"5"	""
"27323"	"48399"	"1"	"4"
"36668"	"43184"	"1"	"4"
"30146"	"47013"	"5"	""
"27325"	"49448"	"1"	"4"
"34931"	"34932"	"5"	""
"34933"	"48950"	"1"	"4"
"27507"	"37533"	"1"	"4"
"27507"	"46531"	"5"	""
"27507"	"39611"	"1"	""
"26369"	"30608"	"2"	""
"26369"	"42548"	"1"	""
"26369"	"43129"	"1"	"4"
"49873"	"40637"	"1"	"4"
"45783"	"45785"	"5"	""
"49876"	"49880"	"5"	""
"49880"	"49881"	"1"	"4"
"49885"	"49886"	"5"	""
"29567"	"33762"	"1"	"4"
"29567"	"41808"	"1"	"4"
"49887"	"49888"	"5"	""
"37529"	"37532"	"1"	"4"
"37532"	"28588"	"1"	"4"
"49894"	"29368"	"1"	""
"31755"	"46150"	"5"	""
"49890"	"49892"	"1"	""
"29970"	"49894"	"5"	""
"29569"	"36694"	"5"	""
"29569"	"43841"	"1"	"4"
"29571"	"49900"	"1"	"4"
"27508"	"49899"	"1"	""
"46361"	"53343"	"1"	""
"33236"	"44000"	"1"	"4"
"29573"	"43936"	"1"	"4"
"37531"	"37516"	"8"	""
"49906"	"49909"	"1"	""
"29575"	"43125"	"1"	"4"
"36721"	"45195"	"1"	"4"
"49911"	"49910"	"1"	"4"
"38631"	"38632"	"1"	"4"
"27509"	"31057"	"5"	""
"27509"	"31058"	"5"	""
"29576"	"39824"	"4"	""
"29576"	"33170"	"1"	"4"
"37480"	"37479"	"9"	""
"37479"	"38486"	"4"	"10"
"37480"	"45355"	"1"	"4"
"45355"	"38485"	"5"	""
"37480"	"32512"	"8"	""
"32512"	"45350"	"5"	""
"32512"	"45351"	"1"	"4"
"28203"	"38337"	"5"	""
"28203"	"49923"	"2"	""
"29303"	"49924"	"2"	"5"
"49907"	"49925"	"5"	""
"49907"	"49926"	"1"	"4"
"29576"	"43418"	"1"	"4"
"43418"	"43149"	"5"	""
"43418"	"43147"	"5"	""
"49927"	"49928"	"5"	""
"49931"	"29578"	"5"	""
"34935"	"34938"	"5"	""
"29581"	"41915"	"1"	"4"
"41915"	"41914"	"5"	""
"29582"	"42196"	"1"	""
"49935"	"28141"	"5"	""
"28924"	"49936"	"5"	""
"29585"	"31305"	"1"	"4"
"31305"	"31266"	"2"	""
"29585"	"31274"	"1"	"4"
"29590"	"45049"	"5"	""
"28648"	"49939"	"5"	""
"29592"	"49940"	"2"	""
"32850"	"42271"	"1"	"4"
"32851"	"42299"	"1"	"4"
"27328"	"34965"	"5"	""
"34966"	"34967"	"5"	""
"37607"	"49943"	"6"	""
"34301"	"38886"	"5"	""
"47445"	"37421"	"2"	""
"47447"	"37423"	"2"	""
"42289"	"29595"	"2"	""
"43567"	"49944"	"5"	""
"31030"	"31029"	"5"	""
"29599"	"34286"	"5"	""
"36442"	"49945"	"1"	""
"49420"	"27839"	"1"	"4"
"29478"	"49948"	"1"	"4"
"37102"	"49951"	"1"	"4"
"49950"	"37102"	"2"	""
"27787"	"49954"	"5"	""
"27669"	"49956"	"2"	""
"34977"	"34979"	"1"	"4"
"28945"	"49640"	"1"	""
"49640"	"49957"	"5"	""
"49957"	"38898"	"1"	"4"
"27332"	"35017"	"1"	"4"
"27332"	"49958"	"1"	"4"
"35002"	"35018"	"5"	""
"35008"	"35004"	"1"	"4"
"35439"	"35440"	"2"	""
"32795"	"32796"	"5"	""
"29189"	"49961"	"1"	"4"
"27888"	"49962"	"1"	"4"
"49963"	"49964"	"1"	"4"
"27614"	"46021"	"1"	""
"27614"	"39704"	"1"	""
"49964"	"49965"	"5"	""
"37436"	"44300"	"7"	""
"37442"	"29601"	"5"	""
"49966"	"49967"	"2"	""
"27615"	"30014"	"2"	""
"29602"	"49405"	"5"	""
"29602"	"46282"	"5"	""
"29602"	"45960"	"9"	""
"29038"	"49970"	"1"	"4"
"49971"	"48539"	"5"	""
"28305"	"35719"	"2"	""
"28493"	"33547"	"1"	""
"28493"	"33516"	"1"	""
"28494"	"33517"	"1"	""
"29459"	"39980"	"5"	""
"29459"	"45727"	"5"	""
"28557"	"47225"	"1"	""
"29648"	"46020"	"1"	""
"29648"	"35581"	"2"	""
"36738"	"36780"	"8"	""
"27339"	"41049"	"1"	"4"
"35043"	"32794"	"1"	"4"
"26967"	"30403"	"8"	""
"26967"	"49331"	"8"	""
"30953"	"30955"	"5"	""
"30953"	"30954"	"5"	""
"30953"	"30956"	"1"	""
"26967"	"49977"	"8"	""
"27341"	"35051"	"1"	"4"
"27341"	"44260"	"1"	"4"
"35047"	"35052"	"1"	"4"
"28106"	"49980"	"2"	""
"28106"	"49981"	"1"	""
"28106"	"49978"	"2"	""
"35050"	"35053"	"1"	"4"
"41598"	"41599"	"5"	""
"30804"	"30805"	"2"	""
"27342"	"30804"	"1"	"4"
"26756"	"35701"	"2"	""
"45422"	"45423"	"5"	""
"30212"	"26719"	"1"	""
"30212"	"45087"	"1"	""
"35600"	"35599"	"1"	""
"27343"	"35071"	"5"	""
"35071"	"35065"	"1"	"4"
"27084"	"33479"	"1"	"4"
"43341"	"49990"	"2"	"8"
"28821"	"30079"	"1"	"4"
"26819"	"54884"	"1"	"13"
"29604"	"45186"	"5"	""
"26819"	"49993"	"1"	"4"
"26728"	"39789"	"5"	""
"26728"	"33171"	"1"	"4"
"33171"	"41656"	"5"	""
"28207"	"49995"	"1"	"4"
"35634"	"27799"	"4"	""
"35635"	"35634"	"2"	""
"35634"	"49602"	"1"	"2"
"49994"	"33580"	"5"	""
"29202"	"45485"	"5"	""
"35061"	"35064"	"6"	""
"49998"	"49999"	"1"	"4"
"29605"	"50000"	"1"	"4"
"27348"	"35159"	"2"	""
"27351"	"35179"	"5"	""
"27351"	"45508"	"1"	""
"35611"	"43770"	"5"	""
"29314"	"35600"	"5"	""
"27352"	"38652"	"5"	""
"27352"	"44550"	"5"	""
"27352"	"35182"	"5"	""
"27547"	"50007"	"5"	""
"50008"	"32365"	"1"	"4"
"27353"	"42362"	"5"	""
"42362"	"42363"	"5"	""
"27353"	"42364"	"2"	""
"42364"	"42365"	"5"	""
"27353"	"33948"	"1"	"4"
"27354"	"30826"	"2"	""
"26729"	"33152"	"2"	""
"50012"	"50013"	"5"	""
"28868"	"33162"	"1"	"4"
"26726"	"42972"	"5"	""
"38925"	"38926"	"5"	""
"26730"	"49213"	"5"	""
"26730"	"49214"	"1"	""
"49214"	"49296"	"5"	""
"49776"	"27110"	"5"	""
"49776"	"50018"	"2"	""
"49776"	"50019"	"2"	""
"49777"	"29722"	"5"	""
"49777"	"50020"	"2"	""
"49777"	"50021"	"2"	""
"50022"	"29040"	"5"	""
"50022"	"50023"	"2"	""
"50022"	"50024"	"2"	""
"50025"	"26773"	"5"	""
"50025"	"50026"	"2"	""
"50025"	"50027"	"2"	""
"42937"	"42938"	"1"	"4"
"50030"	"50031"	"2"	""
"26734"	"31106"	"1"	""
"26734"	"31107"	"1"	""
"50030"	"29427"	"2"	""
"50030"	"50028"	"2"	""
"50033"	"29386"	"5"	""
"50033"	"50034"	"2"	""
"50033"	"50035"	"2"	""
"50036"	"27845"	"5"	""
"50036"	"35312"	"2"	""
"50036"	"50037"	"2"	""
"50038"	"28481"	"5"	""
"50038"	"50039"	"2"	""
"50038"	"50040"	"2"	""
"50041"	"43267"	"1"	""
"50042"	"43393"	"1"	"4"
"37791"	"50043"	"1"	"4"
"32393"	"32404"	"2"	""
"31256"	"26377"	"5"	""
"27364"	"35243"	"2"	""
"40457"	"49328"	"5"	""
"28223"	"50047"	"5"	""
"27514"	"32285"	"5"	""
"32415"	"34862"	"1"	"4"
"39079"	"27160"	"5"	""
"39079"	"39081"	"2"	""
"39079"	"39126"	"2"	""
"29738"	"36503"	"5"	""
"29738"	"46412"	"1"	"4"
"32424"	"34861"	"1"	"4"
"50050"	"27368"	"1"	"4"
"33213"	"33214"	"5"	""
"27515"	"29916"	"5"	""
"50051"	"35247"	"1"	"4"
"27827"	"39754"	"5"	""
"27827"	"30033"	"5"	""
"29735"	"45437"	"5"	""
"27369"	"41565"	"1"	"4"
"41565"	"47002"	"5"	""
"27369"	"42301"	"1"	"4"
"35253"	"47448"	"1"	"4"
"37762"	"38596"	"5"	""
"29057"	"50054"	"5"	""
"29057"	"50056"	"2"	""
"29057"	"50057"	"2"	""
"29039"	"50052"	"5"	""
"29039"	"50053"	"2"	""
"29706"	"39050"	"5"	""
"29706"	"39093"	"2"	""
"29706"	"39043"	"2"	""
"40833"	"27189"	"5"	""
"40833"	"40854"	"2"	""
"40833"	"50049"	"2"	""
"27374"	"35269"	"1"	"4"
"29734"	"44587"	"5"	""
"29734"	"38516"	"5"	""
"41124"	"41125"	"2"	""
"35264"	"35265"	"1"	"4"
"27516"	"44453"	"1"	""
"50062"	"29442"	"5"	""
"50062"	"50063"	"2"	""
"45792"	"45793"	"2"	""
"45789"	"45790"	"2"	""
"50061"	"50060"	"1"	""
"29730"	"44949"	"5"	""
"44949"	"32497"	"2"	""
