"id"	"usagenote"	"POS"	"phraseolstruc"	"embededlex"	"othercharac"
"26883"	""	"20"	""	""	"(26)"
"26884"	""	"23"	""	""	""
"26885"	""	"23"	""	""	""
"26886"	""	"23"	""	""	""
"26887"	""	"19"	""	""	""
"26888"	""	"23"	""	""	""
"26889"	""	"23"	""	""	""
"26890"	""	"20"	""	""	"(28)"
"26891"	""	"23"	""	""	""
"26892"	""	"19"	""	""	""
"26893"	""	"23"	""	""	""
"26894"	""	"20"	""	""	"(28)"
"26895"	""	"23"	""	""	""
"26896"	""	"20"	""	""	"(26)"
"26897"	""	"20"	""	""	"(28)"
"26898"	""	"20"	""	""	"(28)"
"26899"	""	"64"	""	""	""
"26900"	""	"23"	""	""	""
"26901"	""	"23"	""	""	""
"26902"	""	"23"	""	""	""
"26903"	""	"23"	""	""	""
"26904"	""	"23"	""	""	""
"26905"	""	"20"	""	""	"(26)"
"26906"	""	"20"	""	""	"(26)"
"26907"	""	"23"	""	""	""
"26908"	""	"23"	""	""	""
"26909"	""	"20"	""	""	"(28)"
"26910"	""	"20"	""	""	"(28)"
"26911"	""	"20"	""	""	"(26)"
"26912"	""	"20"	""	""	"(28)"
"26913"	""	"20"	""	""	"(26)"
"26914"	""	"20"	""	""	"(26)"
"26915"	""	"20"	""	""	"(26)"
"26916"	""	"20"	""	""	"(28,44)"
"26917"	""	"19"	""	""	""
"26918"	""	"23"	""	""	""
"26919"	""	"23"	""	""	""
"26920"	""	"20"	""	""	"(28)"
"26921"	""	"20"	""	""	"(26)"
"26922"	""	"20"	""	""	"(28)"
"26923"	""	"20"	""	""	"(28)"
"26924"	""	"20"	""	""	"(28)"
"26925"	""	"23"	""	""	""
"26926"	""	"20"	""	""	"(28)"
"26927"	""	"23"	""	""	""
"26928"	""	"23"	""	""	""
"26929"	""	"20"	""	""	"(26)"
"26930"	""	"20"	""	""	"(28)"
"26931"	""	"20"	""	""	"(28)"
"26932"	""	"19"	""	""	""
"26933"	""	"23"	""	""	""
"26934"	""	"20"	""	""	"(28,143)"
"26935"	""	"20"	""	""	"(26)"
"26936"	""	"20"	""	""	"(28)"
"26937"	""	"19"	""	""	""
"26938"	""	"20"	""	""	"(28)"
"26939"	""	"20"	""	""	"(26)"
"26940"	""	"23"	""	""	""
"26941"	""	"20"	""	""	"(28)"
"26942"	""	"20"	""	""	"(28,44)"
"26943"	""	"19"	""	""	""
"26944"	""	"20"	""	""	"(28)"
"26945"	""	"20"	""	""	"(28)"
"26946"	""	"20"	""	""	"(28)"
"26947"	""	"23"	""	""	"(45)"
"26948"	""	"20"	""	""	"(28,191)"
"26949"	""	"20"	""	""	"(28)"
"26950"	""	"23"	""	""	""
"26951"	""	"20"	""	""	"(28)"
"26952"	""	"23"	""	""	""
"26953"	""	"23"	""	""	""
"26954"	""	"20"	""	""	"(28)"
"26955"	""	"20"	""	""	"(28)"
"26956"	""	"23"	""	""	""
"26957"	""	"20"	""	""	"(26)"
"26958"	""	"20"	""	""	"(28)"
"26959"	""	"20"	""	""	"(26)"
"26960"	""	"20"	""	""	"(28)"
"26961"	""	"23"	""	""	""
"26962"	""	"20"	""	""	"(26)"
"26963"	""	"23"	""	""	""
"26964"	""	"19"	""	""	""
"26965"	""	"23"	""	""	""
"26966"	""	"20"	""	""	"(26)"
"26967"	""	"23"	""	""	""
"26968"	""	"20"	""	""	"(28)"
"26969"	""	"20"	""	""	"(26)"
"26970"	""	"23"	""	""	""
"26971"	""	"20"	""	""	"(28)"
"26972"	""	"23"	""	""	""
"26973"	""	"23"	""	""	""
"26974"	""	"20"	""	""	"(26)"
"26975"	""	"20"	""	""	"(26)"
"26976"	""	"19"	""	""	""
"26977"	""	"19"	""	""	""
"26978"	""	"20"	""	""	"(28)"
"26979"	""	"23"	""	""	""
"26980"	""	"20"	""	""	"(26)"
"26981"	""	"20"	""	""	"(28)"
"26982"	""	"23"	""	""	""
"26983"	""	"20"	""	""	"(26)"
"26984"	""	"20"	""	""	"(26,73)"
"26985"	""	"23"	""	""	""
"26986"	""	"20"	""	""	"(28)"
"26987"	""	"20"	""	""	"(26)"
"26988"	""	"20"	""	""	"(26)"
"26989"	""	"20"	""	""	"(28)"
"26990"	""	"63"	""	""	""
"26991"	""	"20"	""	""	"(26)"
"26992"	""	"20"	""	""	"(28)"
"26993"	""	"64"	""	""	""
"26994"	""	"23"	""	""	""
"26995"	""	"20"	""	""	"(26)"
"26996"	""	"63"	""	""	""
"26997"	""	"64"	""	""	""
"26998"	""	"23"	""	""	""
"26999"	""	"23"	""	""	""
"27000"	""	"20"	""	""	"(28)"
"27001"	""	"23"	""	""	""
"27003"	"(6)"	"23"	""	""	""
"27004"	""	"24"	""	""	""
"27005"	""	"20"	""	""	"(28)"
"27006"	""	"23"	""	""	""
"27007"	""	"20"	""	""	"(28)"
"27008"	""	"20"	""	""	"(28)"
"27009"	""	"23"	""	""	"(37)"
"27010"	""	"23"	""	""	""
"27011"	""	"20"	""	""	"(28,55)"
"27012"	""	"23"	""	""	""
"27013"	""	"23"	""	""	""
"27014"	""	"23"	""	""	""
"27015"	""	"23"	""	""	""
"27016"	""	"19"	""	""	""
"27017"	""	"23"	""	""	""
"27018"	""	"23"	""	""	""
"27019"	""	"23"	""	""	""
"27021"	""	"23"	""	""	""
"27022"	""	"63"	""	""	""
"27023"	""	"23"	""	""	""
"27024"	""	"20"	""	""	"(26)"
"27025"	""	"20"	""	""	"(28)"
"27026"	""	"23"	""	""	""
"27027"	""	"23"	""	""	""
"27028"	""	"19"	""	""	""
"27029"	""	"23"	""	""	""
"27030"	""	"23"	""	""	""
"27031"	""	"20"	""	""	"(28,55)"
"27032"	""	"23"	""	""	"(37)"
"27033"	""	"20"	""	""	"(28)"
"27034"	""	"63"	""	""	""
"27035"	""	"63"	""	""	""
"27036"	""	"23"	""	""	""
"27037"	""	"20"	""	""	"(28)"
"27038"	""	"19"	""	""	""
"27039"	""	"19"	""	""	""
"27040"	""	"20"	""	""	"(26)"
"27041"	""	"20"	""	""	"(28)"
"27042"	""	"23"	""	""	""
"27043"	""	"63"	""	""	""
"27044"	""	"23"	""	""	""
"27045"	""	"20"	""	""	"(26)"
"27046"	""	"23"	""	""	""
"27047"	""	"23"	""	""	""
"27048"	""	"20"	""	""	"(26)"
"27049"	""	"23"	""	""	""
"27050"	""	"19"	""	""	"(133,147)"
"27051"	""	"20"	""	""	"(26)"
"27052"	""	"20"	"Adj-NC"	"(27050,47291)"	"(28)"
"27053"	""	"20"	""	""	"(26)"
"27054"	""	"20"	""	""	"(26)"
"27055"	""	"23"	""	""	""
"27056"	""	"23"	""	""	""
"27057"	""	"23"	""	""	""
"27058"	""	"20"	""	""	"(26)"
"27059"	""	"20"	""	""	"(28)"
"27060"	""	"20"	""	""	"(28)"
"27061"	""	"23"	""	""	""
"27062"	""	"20"	""	""	"(28)"
"27063"	""	"20"	""	""	"(28)"
"27064"	""	"23"	""	""	""
"27065"	""	"23"	""	""	""
"27066"	""	"23"	""	""	""
"27067"	""	"23"	""	""	""
"27068"	""	"23"	""	""	""
"27069"	""	"23"	""	""	""
"27070"	""	"23"	""	""	""
"27071"	""	"23"	""	""	""
"27072"	""	"23"	""	""	""
"27073"	""	"64"	""	""	""
"27074"	""	"20"	""	""	"(28)"
"27075"	""	"23"	""	""	""
"27076"	""	"19"	""	""	"(147)"
"27077"	""	"23"	""	""	""
"27078"	""	"64"	""	""	""
"27079"	""	"64"	""	""	""
"27080"	""	"19"	""	""	""
"27081"	""	"20"	""	""	"(28)"
"27082"	""	"23"	""	""	""
"27083"	""	"19"	""	""	""
"27084"	""	"20"	""	""	"(28)"
"27085"	""	"23"	""	""	""
"27086"	""	"24"	""	""	""
"27087"	""	"23"	""	""	""
"27088"	""	"23"	""	""	""
"27089"	""	"23"	""	""	""
"27090"	""	"23"	""	""	""
"27091"	""	"19"	""	""	""
"27092"	""	"20"	""	""	"(28)"
"27093"	""	"63"	""	""	""
"27094"	""	"20"	""	""	"(28)"
"27095"	""	"20"	""	""	"(28)"
"27096"	""	"23"	""	""	""
"27097"	""	"63"	""	""	""
"27098"	""	"63"	""	""	""
"27099"	""	"20"	""	""	"(26)"
"27100"	""	"23"	""	""	""
"27101"	""	"23"	""	""	""
"27102"	""	"20"	""	""	"(28)"
"27103"	""	"24"	""	""	""
"27104"	""	"23"	""	""	""
"27105"	""	"23"	""	""	""
"27106"	""	"20"	""	""	"(28)"
"27107"	""	"23"	""	""	""
"27108"	""	"23"	""	""	""
"27109"	""	"20"	""	""	"(26)"
"27110"	""	"80"	""	""	"(44)"
"27111"	""	"64"	""	""	""
"27112"	""	"23"	""	""	""
"27113"	""	"23"	""	""	""
"27114"	""	"23"	""	""	""
"27115"	""	"23"	""	""	""
"27116"	""	"20"	""	""	"(28)"
"27117"	""	"23"	""	""	""
"27118"	""	"23"	""	""	""
"27119"	""	"20"	""	""	"(28)"
"27120"	""	"20"	""	""	"(28)"
"27121"	""	"20"	""	""	"(28)"
"27122"	""	"20"	""	""	"(28)"
"27123"	""	"20"	""	""	"(26)"
"27124"	""	"20"	""	""	"(28)"
"27125"	""	"20"	""	""	"(28)"
"27126"	""	"19"	""	""	""
"27127"	""	"19"	""	""	""
"27128"	""	"23"	""	""	""
"27129"	""	"23"	""	""	""
"27130"	""	"19"	""	""	""
"27131"	""	"20"	""	""	"(28)"
"27132"	""	"20"	""	""	"(26)"
"27133"	""	"23"	""	""	""
"27134"	""	"20"	""	""	"(28,107)"
"27135"	""	"23"	""	""	""
"27136"	""	"20"	""	""	"(28)"
"27137"	""	"23"	""	""	""
"27138"	""	"19"	""	""	""
"27139"	""	"20"	""	""	"(28)"
"27140"	""	"23"	""	""	""
"27141"	""	"20"	""	""	"(26)"
"27142"	""	"20"	""	""	"(28)"
"27143"	""	"19"	""	""	""
"27144"	""	"23"	""	""	""
"27145"	""	"23"	""	""	""
"27146"	""	"19"	""	""	""
"27147"	""	"23"	""	""	""
"27148"	""	"20"	""	""	"(28)"
"27149"	""	"24"	""	""	""
"27150"	""	"20"	""	""	"(28)"
"27151"	""	"20"	""	""	"(26)"
"27152"	""	"23"	""	""	""
"27153"	""	"23"	""	""	""
"27154"	""	"23"	""	""	""
"27155"	""	"19"	""	""	""
"27156"	""	"20"	""	""	"(26)"
"27157"	""	"23"	""	""	""
"27158"	""	"23"	""	""	""
"27159"	""	"23"	""	""	""
"27160"	""	"80"	""	""	""
"27161"	""	"20"	""	""	"(26)"
"27162"	""	"20"	""	""	"(28,44)"
"27163"	""	"20"	""	""	"(28)"
"27164"	""	"20"	""	""	"(28)"
"27165"	""	"20"	""	""	"(28)"
"27166"	""	"20"	""	""	"(28)"
"27167"	""	"20"	""	""	"(28)"
"27168"	""	"19"	""	""	""
"27169"	""	"20"	""	""	"(28)"
"27170"	""	"23"	""	""	""
"27171"	""	"20"	""	""	"(28)"
"27172"	""	"20"	""	""	"(28)"
"27173"	""	"83"	""	""	""
"27174"	""	"20"	""	""	"(26)"
"27175"	""	"23"	""	""	""
"27176"	""	"85"	""	""	""
"27177"	""	"63"	""	""	""
"27178"	""	"23"	""	""	""
"27179"	""	"20"	""	""	"(28,44)"
"27180"	""	"20"	""	""	"(28)"
"27181"	""	"20"	""	""	"(26)"
"27182"	""	"19"	""	""	""
"27183"	""	"23"	""	""	""
"27184"	""	"20"	""	""	"(26)"
"27185"	""	"20"	""	""	"(26)"
"27186"	""	"20"	""	""	"(26)"
"27187"	""	"23"	""	""	""
"27188"	""	"20"	""	""	"(26)"
"27189"	""	"80"	""	""	""
"27190"	""	"20"	""	""	"(28)"
"27191"	""	"20"	""	""	"(28)"
"27192"	""	"20"	""	""	"(28)"
"27193"	""	"23"	""	""	""
"27194"	""	"20"	""	""	"(26)"
"27195"	""	"20"	""	""	"(28)"
"27196"	""	"19"	""	""	""
"27197"	""	"20"	""	""	"(26)"
"27198"	""	"20"	""	""	"(28)"
"27199"	""	"19"	""	""	""
"27200"	""	"229"	"Prép Art $1"	"(38354,28099)"	"(70)"
"27201"	""	"19"	""	""	""
"27202"	""	"64"	""	""	""
"27203"	""	"23"	""	""	""
"27204"	""	"19"	""	""	""
"27205"	""	"20"	""	""	"(26)"
"27206"	""	"23"	""	""	""
"27207"	""	"20"	""	""	""
"27208"	""	"23"	""	""	""
"27209"	""	"23"	""	""	""
"27210"	""	"20"	""	""	"(26)"
"27211"	""	"20"	""	""	""
"27212"	""	"20"	""	""	""
"27213"	""	"20"	""	""	"(28)"
"27214"	""	"23"	""	""	""
"27215"	""	"20"	""	""	"(28)"
"27216"	""	"23"	""	""	""
"27217"	""	"23"	""	""	""
"27218"	""	"20"	""	""	"(28)"
"27219"	""	"23"	""	""	""
"27220"	""	"23"	""	""	""
"27221"	""	"20"	""	""	"(26)"
"27222"	""	"20"	""	""	"(26)"
"27223"	""	"20"	""	""	"(26)"
"27224"	""	"20"	""	""	"(26)"
"27225"	""	"23"	""	""	""
"27226"	""	"20"	""	""	"(28)"
"27227"	""	"23"	""	""	""
"27228"	""	"23"	""	""	""
"27229"	""	"20"	""	""	"(28)"
"27230"	""	"24"	""	""	""
"27231"	""	"20"	""	""	"(28)"
"27232"	""	"20"	""	""	"(26)"
"27233"	""	"23"	""	""	""
"27234"	""	"63"	""	""	""
"27235"	""	"20"	""	""	"(28)"
"27236"	""	"20"	""	""	"(26)"
"27237"	""	"24"	""	""	""
"27238"	""	"20"	""	""	"(28)"
"27239"	""	"23"	""	""	""
"27240"	""	"19"	""	""	""
"27241"	""	"23"	""	""	""
"27242"	""	"20"	""	""	"(26)"
"27243"	""	"20"	""	""	"(28)"
"27244"	""	"20"	""	""	"(28)"
"27245"	""	"82"	""	""	""
"27246"	""	"23"	""	""	""
"27247"	""	"20"	""	""	"(28)"
"27248"	""	"24"	""	""	""
"27249"	""	"23"	""	""	""
"27250"	""	"19"	""	""	""
"27251"	""	"20"	""	""	"(28)"
"27252"	""	"20"	""	""	"(26)"
"27253"	""	"19"	""	""	""
"27254"	""	"20"	""	""	"(26)"
"27255"	""	"20"	""	""	"(28)"
"27256"	""	"19"	""	""	""
"27257"	""	"20"	""	""	"(28)"
"27259"	""	"19"	""	""	""
"27260"	""	"23"	""	""	""
"27261"	""	"23"	""	""	""
"27262"	""	"23"	""	""	""
"27263"	""	"23"	""	""	""
"27264"	""	"23"	""	""	""
"27265"	""	"23"	""	""	""
"27266"	""	"23"	""	""	""
"27267"	""	"23"	""	""	""
"27268"	""	"23"	""	""	""
"27269"	""	"23"	""	""	""
"27270"	""	"23"	""	""	""
"27271"	""	"20"	""	""	"(26)"
"27272"	""	"24"	""	""	""
"27273"	""	"23"	""	""	""
"27274"	""	"20"	""	""	"(28)"
"27275"	""	"20"	""	""	"(28)"
"27276"	""	"23"	""	""	""
"27277"	""	"23"	""	""	""
"27278"	""	"23"	""	""	""
"27279"	""	"23"	""	""	""
"27280"	""	"64"	""	""	""
"27281"	""	"86"	""	""	""
"27282"	""	"23"	""	""	""
"27283"	""	"19"	""	""	""
"27284"	""	"23"	""	""	""
"27285"	""	"23"	""	""	""
"27286"	""	"19"	""	""	""
"27287"	""	"23"	""	""	"(37)"
"27288"	""	"63"	""	""	""
"27289"	""	"23"	""	""	""
"27290"	""	"20"	""	""	"(26)"
"27291"	""	"23"	""	""	""
"27292"	""	"20"	""	""	"(28)"
"27293"	""	"20"	""	""	"(26)"
"27294"	""	"23"	""	""	""
"27295"	""	"20"	""	""	"(26)"
"27296"	""	"20"	""	""	"(28)"
"27297"	""	"20"	""	""	"(28)"
"27298"	""	"23"	""	""	""
"27300"	""	"63"	""	""	""
"27301"	""	"24"	""	""	""
"27302"	""	"23"	""	""	""
"27303"	""	"23"	""	""	""
"27304"	""	"24"	""	""	""
"27305"	""	"23"	""	""	""
"27306"	""	"20"	""	""	"(28)"
"27307"	""	"23"	""	""	""
"27308"	""	"23"	""	""	""
"27309"	""	"20"	""	""	"(28,143)"
"27310"	""	"20"	""	""	"(28)"
"27311"	""	"19"	""	""	""
"27312"	""	"20"	""	""	"(26)"
"27313"	""	"23"	""	""	""
"27314"	""	"24"	""	""	""
"27315"	""	"23"	""	""	""
"27316"	""	"23"	""	""	""
"27317"	""	"20"	""	""	"(26)"
"27318"	""	"23"	""	""	""
"27319"	""	"63"	""	""	""
"27320"	""	"20"	""	""	"(28)"
"27321"	""	"19"	""	""	""
"27322"	""	"63"	""	""	""
"27323"	""	"23"	""	""	""
"27324"	""	"23"	""	""	""
"27325"	""	"23"	""	""	""
"27326"	""	"23"	""	""	""
"27327"	""	"24"	""	""	""
"27328"	""	"20"	""	""	"(28)"
"27329"	""	"19"	""	""	""
"27330"	""	"20"	""	""	"(26)"
"27331"	""	"23"	""	""	""
"27332"	""	"23"	""	""	""
"27333"	""	"64"	""	""	""
"27334"	""	"20"	""	""	"(26)"
"27335"	""	"20"	""	""	"(26)"
"27336"	""	"23"	""	""	""
"27337"	""	"20"	""	""	"(26)"
"27338"	""	"23"	""	""	""
"27339"	""	"23"	""	""	""
"27340"	""	"23"	""	""	""
"27341"	""	"23"	""	""	""
"27342"	""	"20"	""	""	"(26)"
"27343"	""	"23"	""	""	""
"27344"	""	"64"	""	""	""
"27345"	""	"20"	""	""	"(28)"
"27346"	""	"20"	""	""	"(26)"
"27347"	""	"63"	""	""	""
"27348"	""	"20"	""	""	"(28)"
"27349"	""	"20"	""	""	"(28,47)"
"27350"	""	"24"	""	""	""
"27351"	""	"23"	""	""	""
"27352"	""	"19"	""	""	""
"27353"	""	"20"	""	""	"(26,73)"
"27354"	""	"20"	""	""	"(26)"
"27355"	""	"23"	""	""	""
"27356"	""	"20"	""	""	"(26)"
"27357"	""	"20"	""	""	"(26)"
"27358"	""	"20"	""	""	"(26)"
"27359"	""	"20"	""	""	"(28)"
"27360"	""	"20"	""	""	"(26)"
"27361"	""	"20"	""	""	"(26)"
"27362"	""	"20"	""	""	"(28)"
"27363"	""	"23"	""	""	""
"27364"	""	"20"	""	""	"(26)"
"27365"	""	"23"	""	""	""
"27366"	""	"20"	""	""	"(26)"
"27367"	""	"23"	""	""	""
"27368"	""	"19"	""	""	""
"27369"	""	"20"	""	""	"(26)"
"27370"	""	"23"	""	""	""
"27371"	""	"23"	""	""	""
"27372"	""	"20"	""	""	"(28)"
"27373"	""	"20"	""	""	"(26)"
"27374"	""	"20"	""	""	"(28)"
"27375"	""	"20"	""	""	"(28)"
"27376"	""	"20"	""	""	"(26)"
"27377"	""	"20"	""	""	"(28)"
"27378"	""	"20"	""	""	"(26)"
"27379"	""	"20"	""	""	"(26)"
"27380"	""	"20"	""	""	"(28)"
"27381"	""	"23"	""	""	""
"27382"	""	"20"	""	""	"(26)"
"27383"	""	"20"	""	""	"(28)"
"27384"	""	"20"	""	""	"(26)"
"27385"	""	"20"	""	""	"(28)"
"27386"	""	"20"	""	""	"(28)"
"27387"	""	"20"	""	""	"(28)"
"27388"	""	"19"	""	""	""
"27389"	""	"20"	""	""	"(26)"
"27390"	""	"20"	""	""	"(26)"
"27391"	""	"23"	""	""	""
"27392"	""	"23"	""	""	""
"27393"	""	"20"	""	""	"(28)"
"27394"	""	"23"	""	""	""
"27395"	"(6)"	"20"	""	""	"(26)"
"27396"	""	"19"	""	""	""
"27397"	""	"19"	""	""	""
"27398"	""	"23"	""	""	""
"27399"	""	"20"	""	""	"(28,129)"
"27400"	""	"63"	""	""	""
"27401"	""	"20"	""	""	"(28)"
"27402"	""	"83"	""	""	""
"27403"	""	"23"	""	""	""
"27404"	"(7)"	"20"	""	""	"(28)"
"27405"	""	"20"	""	""	"(28)"
"27406"	""	"20"	""	""	"(26)"
"27407"	""	"23"	""	""	""
"27408"	""	"19"	""	""	""
"27409"	""	"20"	""	""	"(28)"
"27410"	""	"20"	""	""	"(26)"
"27411"	""	"20"	""	""	"(28)"
"27412"	"(187)"	"63"	""	""	""
"27413"	""	"20"	""	""	"(28)"
"27414"	""	"23"	""	""	""
"27415"	""	"23"	""	""	""
"27416"	""	"20"	""	""	"(26)"
"27417"	""	"19"	""	""	""
"27418"	""	"23"	""	""	""
"27419"	""	"20"	""	""	"(26)"
"27420"	""	"20"	""	""	"(26)"
"27421"	""	"24"	""	""	""
"27422"	""	"20"	""	""	"(26)"
"27423"	""	"23"	""	""	"(37)"
"27424"	""	"23"	""	""	""
"27425"	""	"20"	""	""	"(26,50)"
"27426"	""	"19"	""	""	""
"27427"	""	"20"	""	""	"(28)"
"27428"	""	"23"	""	""	""
"27429"	""	"23"	""	""	""
"27430"	""	"20"	""	""	"(28)"
"27431"	""	"20"	""	""	"(26)"
"27432"	""	"19"	""	""	""
"27433"	""	"20"	""	""	"(26)"
"27435"	""	"20"	""	""	"(28)"
"27436"	""	"23"	""	""	""
"27437"	""	"20"	""	""	"(28)"
"27438"	""	"20"	""	""	"(28)"
"27439"	""	"19"	""	""	""
"27440"	""	"23"	""	""	""
"27441"	""	"24"	""	""	""
"27442"	""	"23"	""	""	""
"27443"	""	"24"	""	""	""
"27444"	""	"24"	""	""	""
"27445"	""	"20"	""	""	"(28,131)"
"27446"	""	"20"	""	""	"(26)"
"27447"	""	"19"	""	""	""
"27448"	""	"20"	""	""	"(28)"
"27449"	""	"23"	""	""	""
"27450"	""	"19"	""	""	""
"27451"	""	"23"	""	""	""
"27452"	""	"23"	""	""	""
"27453"	""	"19"	""	""	""
"27454"	""	"20"	""	""	"(26)"
"27455"	""	"20"	""	""	"(28)"
"27456"	""	"23"	""	""	"(125)"
"27457"	""	"23"	""	""	""
"27458"	""	"23"	""	""	"(125)"
"27459"	""	"20"	""	""	"(28)"
"27460"	""	"23"	""	""	""
"27461"	""	"20"	""	""	"(28)"
"27462"	""	"23"	""	""	""
"27463"	""	"23"	""	""	""
"27464"	""	"23"	""	""	""
"27465"	""	"20"	""	""	"(26)"
"27466"	""	"23"	""	""	""
"27467"	""	"23"	""	""	""
"27468"	""	"23"	""	""	""
"27469"	""	"23"	""	""	""
"27470"	""	"23"	""	""	""
"27471"	""	"23"	""	""	""
"27472"	""	"63"	""	""	""
"27473"	""	"23"	""	""	""
"27474"	""	"19"	""	""	""
"27475"	""	"23"	""	""	""
"27476"	""	"19"	""	""	""
"27477"	""	"19"	""	""	""
"27478"	""	"20"	""	""	"(26)"
"27479"	""	"20"	""	""	"(28,44)"
"27480"	""	"23"	""	""	""
"27481"	""	"20"	""	""	"(26)"
"27482"	""	"20"	""	""	"(26)"
"27483"	""	"23"	""	""	""
"27484"	""	"19"	""	""	""
"27485"	""	"20"	""	""	"(26)"
"27486"	""	"20"	""	""	"(28)"
"27487"	""	"20"	""	""	"(26)"
"27488"	""	"19"	""	""	""
"27489"	""	"20"	""	""	"(26)"
"27490"	""	"19"	""	""	""
"27491"	""	"19"	""	""	""
"27492"	"(8)"	"23"	""	""	""
"27494"	""	"23"	""	""	""
"27495"	""	"20"	""	""	"(28)"
"27496"	""	"23"	""	""	""
"27497"	""	"20"	""	""	"(26)"
"27498"	""	"20"	""	""	"(26)"
"27499"	""	"19"	""	""	""
"27500"	""	"20"	""	""	"(28)"
"27501"	""	"20"	""	""	"(26)"
"27502"	""	"20"	""	""	"(26)"
"27503"	""	"20"	""	""	"(26)"
"27504"	""	"20"	""	""	"(26)"
"27505"	""	"20"	""	""	"(28,191)"
"27507"	""	"19"	""	""	""
"27508"	""	"20"	""	""	"(28,50)"
"27509"	""	"20"	""	""	"(26,50)"
"27510"	""	"19"	""	""	""
"27511"	""	"20"	""	""	"(28,44)"
"27512"	""	"23"	""	""	""
"27513"	""	"20"	""	""	"(28,55)"
"27514"	""	"20"	""	""	"(26)"
"27515"	""	"20"	""	""	"(26)"
"27516"	""	"23"	""	""	""
"27517"	""	"20"	""	""	"(26)"
"27518"	""	"20"	""	""	"(28)"
"27519"	""	"19"	""	""	""
"27520"	""	"19"	""	""	""
"27521"	""	"20"	""	""	"(26)"
"27522"	""	"23"	""	""	""
"27523"	""	"19"	""	""	""
"27524"	""	"19"	""	""	""
"27525"	""	"20"	""	""	"(26)"
"27526"	""	"20"	""	""	"(28)"
"27527"	""	"20"	""	""	"(26)"
"27528"	""	"20"	""	""	"(28)"
"27529"	""	"20"	""	""	"(26)"
"27530"	""	"23"	""	""	""
"27531"	""	"20"	""	""	"(28)"
"27532"	""	"20"	""	""	"(28)"
"27533"	""	"20"	""	""	"(28)"
"27534"	""	"20"	""	""	"(26)"
"27535"	""	"20"	""	""	"(26)"
"27536"	""	"19"	""	""	""
"27537"	""	"19"	""	""	""
"27538"	""	"20"	""	""	"(26)"
"27539"	""	"20"	""	""	"(26)"
"27540"	""	"23"	""	""	""
"27541"	""	"20"	""	""	"(28)"
"27542"	""	"20"	""	""	"(28)"
"27544"	""	"20"	""	""	"(28)"
"27545"	""	"23"	""	""	""
"27546"	""	"20"	""	""	"(28,44)"
"27547"	""	"19"	""	""	""
"27548"	""	"20"	""	""	"(26)"
"27549"	""	"20"	""	""	"(26)"
"27550"	""	"23"	""	""	""
"27551"	""	"19"	""	""	""
"27552"	""	"20"	""	""	"(28)"
"27553"	""	"23"	""	""	""
"27554"	""	"20"	""	""	"(26)"
"27555"	""	"23"	""	""	""
"27556"	""	"20"	""	""	"(26)"
"27557"	""	"20"	""	""	"(28)"
"27558"	""	"20"	""	""	"(26)"
"27559"	""	"20"	""	""	"(26)"
"27560"	""	"23"	""	""	""
"27561"	""	"20"	""	""	"(28)"
"27562"	""	"19"	""	""	""
"27563"	""	"20"	""	""	"(28)"
"27564"	""	"20"	""	""	"(26)"
"27565"	""	"20"	""	""	"(28,47)"
"27566"	""	"23"	""	""	""
"27567"	""	"19"	""	""	""
"27568"	""	"19"	""	""	""
"27569"	""	"20"	""	""	"(28)"
"27570"	""	"20"	""	""	"(26)"
"27571"	"(6)"	"20"	""	""	"(26)"
"27572"	""	"20"	""	""	"(28)"
"27573"	""	"20"	""	""	"(28)"
"27574"	""	"20"	""	""	"(26,44)"
"27575"	""	"20"	""	""	"(26)"
"27576"	""	"19"	""	""	""
"27577"	""	"20"	""	""	"(26)"
"27578"	""	"20"	""	""	"(28)"
"27579"	""	"23"	""	""	""
"27580"	""	"20"	""	""	"(28)"
"27581"	""	"23"	""	""	""
"27582"	""	"23"	""	""	""
"27583"	""	"20"	""	""	"(26)"
"27584"	""	"20"	""	""	"(28,38)"
"27585"	""	"20"	""	""	"(26)"
"27586"	""	"63"	""	""	""
"27587"	""	"23"	""	""	""
"27588"	""	"20"	""	""	"(26)"
"27589"	""	"20"	""	""	"(26)"
"27590"	""	"20"	""	""	"(26)"
"27591"	""	"23"	""	""	""
"27592"	""	"19"	""	""	"(76)"
"27593"	""	"20"	""	""	"(28)"
"27594"	""	"20"	""	""	"(26)"
"27595"	""	"19"	""	""	""
"27596"	""	"20"	""	""	"(26)"
"27597"	""	"20"	""	""	"(28)"
"27598"	""	"20"	""	""	"(26,100)"
"27599"	""	"20"	""	""	"(28)"
"27600"	""	"23"	""	""	""
"27601"	""	"20"	""	""	"(28)"
"27602"	""	"20"	""	""	"(26)"
"27603"	""	"20"	""	""	"(28)"
"27604"	""	"20"	""	""	"(26)"
"27605"	""	"20"	""	""	"(26)"
"27606"	""	"20"	""	""	"(26)"
"27607"	""	"23"	""	""	""
"27608"	""	"20"	""	""	"(26,40)"
"27609"	""	"20"	""	""	"(26)"
"27610"	""	"20"	""	""	"(28)"
"27611"	""	"20"	""	""	"(26)"
"27612"	""	"19"	""	""	""
"27613"	""	"19"	""	""	""
"27614"	""	"20"	""	""	"(26)"
"27615"	""	"20"	""	""	"(26)"
"27616"	""	"19"	""	""	""
"27617"	""	"20"	""	""	"(28)"
"27618"	""	"19"	""	""	""
"27619"	""	"23"	""	""	""
"27620"	""	"23"	""	""	""
"27621"	""	"20"	""	""	"(28)"
