"source"	"lf"	"target"	"form"	"separator"	"merged"	"syntacticframe"	"constraint"	"position"
"26297"	"171"	"39134"	""	","	"0"	"ART ~ (entre N=$2 et N=$3)"	""	"1"
"26297"	"171"	"44594"	""	","	"0"	"ART ~ (entre N=$2 et N=$3)"	""	"2"
"26297"	"171"	"38548"	""	","	"0"	"ART ~ (entre N=$2 et N=$3)"	""	"3"
"26297"	"761"	"43764"	""	","	"0"	"ART ~"	""	"1"
"26297"	"761"	"38898"	""	","	"0"	"ART ~"	""	"2"
"26297"	"762"	"31850"	"analogues"	","	"0"	""	""	"1"
"26297"	"4"	"45176"	""	","	"0"	""	""	"1"
"26297"	"4"	"37256"	""	","	"0"	""	""	"2"
"26298"	"31"	"31858"	""	","	"0"	""	""	"1"
"26298"	"31"	"31877"	"analyste"	","	"0"	""	""	"2"
"26298"	"31"	"31883"	""	","	"0"	""	""	"3"
"26298"	"40"	"31886"	"analysant"	","	"0"	""	""	"1"
"26299"	"20"	"49769"	""	","	"0"	""	""	"1"
"26299"	"63"	"35576"	""	","	"0"	""	""	"1"
"26300"	"28"	"31891"	""	","	"0"	""	""	"1"
"26300"	"206"	"44206"	""	","	"0"	"l’~"	""	"1"
"26301"	"29"	"31961"	""	","	"0"	""	""	"1"
"26301"	"13"	"48584"	""	";"	"0"	""	""	"1"
"26301"	"13"	"49354"	""	";"	"0"	""	""	"2"
"26301"	"3"	"49486"	""	","	"0"	""	""	"1"
"26301"	"3"	"48586"	""	","	"0"	""	""	"2"
"26301"	"16"	"48585"	""	","	"0"	""	""	"1"
"26302"	"2"	"36372"	""	","	"0"	""	""	"1"
"26302"	"2"	"36373"	""	","	"0"	""	""	"2"
"26302"	"2"	"36374"	""	","	"0"	""	""	"3"
"26302"	"2"	"36375"	""	","	"0"	""	""	"4"
"26302"	"387"	"36385"	""	","	"0"	""	""	"1"
"26302"	"397"	"36390"	""	","	"0"	""	""	"1"
"26302"	"28"	"36394"	""	","	"0"	""	""	"1"
"26302"	"28"	"36395"	""	","	"0"	""	""	"2"
"26302"	"8"	"46494"	""	","	"0"	""	""	"1"
"26302"	"327"	"53791"	""	","	"0"	""	""	"1"
"26302"	"328"	"53800"	""	","	"0"	""	""	"1"
"26302"	"615"	"53802"	"« Hi-han ! »"	","	"0"	""	""	"1"
"26303"	"28"	"31967"	""	","	"0"	""	""	"1"
"26303"	"16"	"33758"	""	","	"0"	""	""	"1"
"26304"	"387"	"31973"	""	","	"0"	""	""	"1"
"26304"	"3"	"52297"	""	","	"0"	""	""	"1"
"26304"	"3"	"52334"	""	";"	"0"	""	""	"2"
"26305"	"28"	"35072"	""	","	"0"	""	""	"1"
"26306"	"23"	"31980"	""	","	"0"	""	""	"1"
"26306"	"23"	"31981"	""	","	"0"	""	""	"2"
"26306"	"30"	"31982"	""	","	"0"	""	""	"1"
"26306"	"30"	"31983"	""	","	"0"	""	""	"2"
"26306"	"104"	"31990"	""	","	"0"	"de (ART) ~"	""	"1"
"26306"	"104"	"31988"	""	","	"0"	"à ART ~"	""	"2"
"26306"	"104"	"31991"	""	","	"0"	""	""	"3"
"26306"	"107"	"32001"	""	","	"0"	""	""	"1"
"26306"	"109"	"31996"	""	","	"0"	""	""	"1"
"26306"	"111"	"32002"	""	","	"0"	""	""	"1"
"26306"	"3"	"30952"	""	","	"0"	""	""	"1"
"26306"	"3"	"28764"	""	","	"0"	""	""	"2"
"26306"	"3"	"51432"	""	","	"0"	""	""	"3"
"26306"	"905"	"45253"	""	","	"0"	"sur N"	""	"1"
"26307"	"403"	"32016"	""	","	"0"	""	""	"1"
"26307"	"16"	"39754"	"Homme"	","	"0"	""	""	"1"
"26308"	"21"	"35041"	""	","	"0"	""	""	"1"
"26308"	"330"	"49738"	""	","	"0"	""	""	"1"
"26309"	"3"	"26296"	""	","	"0"	""	""	"1"
"26309"	"5"	"53745"	""	","	"0"	""	""	"1"
"26309"	"20"	"28739"	""	","	"0"	""	""	"1"
"26310"	"8"	"29974"	""	","	"0"	""	""	"1"
"26311"	"21"	"31569"	"annonce"	","	"0"	""	""	"1"
"26311"	"3"	"52003"	""	","	"0"	""	""	"1"
"26312"	"21"	"31571"	"annulation"	","	"0"	""	""	"1"
"26312"	"111"	"31573"	"annulable"	","	"0"	""	""	"1"
"26312"	"3"	"45657"	""	","	"0"	""	""	"1"
"26312"	"3"	"53443"	""	";"	"0"	""	""	"2"
"26313"	"3"	"49739"	""	","	"0"	""	""	"1"
"26314"	"594"	"31914"	""	","	"0"	""	""	"1"
"26314"	"594"	"31913"	""	","	"0"	""	""	"2"
"26314"	"29"	"31915"	""	","	"0"	""	""	"1"
"26314"	"366"	"32472"	""	","	"0"	""	""	"1"
"26315"	"10"	"28502"	"normal"	","	"0"	""	""	"1"
"26315"	"366"	"31574"	"anormalité"	","	"0"	""	""	"1"
"26315"	"29"	"31575"	"anormalement"	","	"0"	""	""	"1"
"26316"	"5"	"38642"	""	","	"0"	""	""	"1"
"26316"	"5"	"38678"	""	","	"0"	""	""	"2"
"26316"	"5"	"38680"	""	";"	"0"	""	""	"3"
"26316"	"563"	"34460"	"émettrice"	","	"0"	""	"postpos"	"1"
"26316"	"563"	"39495"	"réceptrice"	";"	"0"	""	"postpos"	"2"
"26316"	"206"	"39494"	""	","	"0"	""	""	"1"
"26316"	"206"	"36276"	""	","	"0"	""	""	"2"
"26316"	"562"	"36281"	""	","	"0"	"de (ART) ~"	""	"1"
"26316"	"562"	"36282"	""	","	"0"	"de (ART) ~"	""	"2"
"26316"	"255"	"29761"	""	","	"0"	""	""	"1"
"26316"	"544"	"28587"	""	","	"0"	"ART ~"	""	"1"
"26316"	"288"	"40078"	""	","	"0"	""	""	"1"
"26316"	"288"	"40208"	""	","	"0"	""	""	"2"
"26316"	"288"	"46400"	""	";"	"0"	"ART N"	""	"3"
"26316"	"31"	"40206"	""	","	"0"	""	""	"1"
"26316"	"31"	"29595"	""	";"	"0"	""	""	"2"
"26316"	"510"	"46400"	""	","	"0"	"par ART ~"	""	"1"
"26316"	"510"	"40078"	""	";"	"0"	"avec/par ART ~"	""	"2"
"26316"	"545"	"39722"	""	","	"0"	"ART ~"	""	"1"
"26317"	"30"	"31577"	""	","	"0"	""	""	"1"
"26317"	"30"	"31582"	"anxieuse"	","	"0"	""	""	"2"
"26317"	"104"	"31579"	""	","	"0"	""	""	"1"
"26317"	"109"	"31580"	""	","	"0"	""	""	"1"
"26317"	"111"	"31581"	"anxiogène"	","	"0"	""	""	"1"
"26317"	"161"	"31576"	""	","	"1"	""	""	"1"
"26317"	"905"	"45253"	""	","	"0"	"sur N"	""	"1"
"26318"	"20"	"28398"	""	","	"0"	"d’~"	""	"1"
"26319"	"21"	"31589"	""	","	"0"	""	""	"1"
"26319"	"408"	"31917"	""	","	"0"	""	""	"1"
"26320"	"4"	"29864"	""	","	"0"	""	""	"1"
"26321"	"2"	"32461"	""	","	"0"	""	""	"1"
"26321"	"28"	"31590"	""	","	"0"	""	""	"1"
"26323"	"422"	"33674"	""	","	"0"	""	""	"1"
"26324"	"100"	"31570"	"appareillage"	","	"0"	""	""	"1"
"26324"	"3"	"28190"	""	","	"0"	""	""	"1"
"26325"	"29"	"32675"	""	","	"0"	"~"	""	"1"
"26325"	"5"	"46080"	""	","	"0"	""	""	"1"
"26326"	"29"	"31593"	""	","	"0"	""	""	"1"
"26326"	"29"	"31572"	""	","	"0"	""	""	"2"
"26327"	"20"	"33144"	""	","	"0"	""	""	"1"
"26327"	"6"	"45293"	""	","	"0"	""	""	"1"
"26327"	"6"	"45378"	""	";"	"0"	""	""	"2"
"26327"	"6"	"45299"	""	";"	"0"	""	""	"3"
"26327"	"6"	"29506"	""	";"	"0"	""	""	"4"
"26327"	"6"	"45302"	""	";"	"0"	""	""	"5"
"26327"	"6"	"45301"	""	";"	"0"	""	""	"6"
"26327"	"6"	"45305"	""	";"	"0"	""	""	"7"
"26327"	"6"	"45352"	""	";"	"0"	""	""	"8"
"26327"	"6"	"45376"	""	","	"0"	""	""	"9"
"26327"	"6"	"45309"	""	";"	"0"	""	""	"10"
"26327"	"6"	"45307"	""	","	"0"	""	""	"11"
"26327"	"6"	"45294"	""	";"	"0"	""	""	"12"
"26327"	"6"	"45306"	""	","	"0"	""	""	"13"
"26327"	"6"	"45330"	""	","	"0"	""	""	"14"
"26327"	"6"	"45297"	""	";"	"0"	""	""	"15"
"26327"	"6"	"45310"	""	","	"0"	""	""	"16"
"26327"	"6"	"45338"	""	","	"0"	""	""	"17"
"26327"	"6"	"45360"	""	";"	"0"	""	""	"18"
"26327"	"6"	"45312"	""	","	"0"	""	""	"19"
"26327"	"6"	"45339"	""	","	"0"	""	""	"20"
"26327"	"6"	"45361"	""	";"	"0"	""	""	"21"
"26327"	"6"	"45314"	""	","	"0"	""	""	"22"
"26327"	"6"	"45341"	""	","	"0"	""	""	"23"
"26327"	"6"	"45362"	""	";"	"0"	""	""	"24"
"26327"	"6"	"45317"	""	","	"0"	""	""	"25"
"26327"	"6"	"45343"	""	","	"0"	""	""	"26"
"26327"	"6"	"45365"	""	";"	"0"	""	""	"27"
"26327"	"6"	"45318"	""	","	"0"	""	""	"28"
"26327"	"6"	"45344"	""	","	"0"	""	""	"29"
"26327"	"6"	"45366"	""	";"	"0"	""	""	"30"
"26327"	"6"	"45322"	""	","	"0"	""	""	"31"
"26327"	"6"	"45345"	""	","	"0"	""	""	"32"
"26327"	"6"	"45367"	""	";"	"0"	""	""	"33"
"26327"	"6"	"45324"	""	","	"0"	""	""	"34"
"26327"	"6"	"45346"	""	","	"0"	""	""	"35"
"26327"	"6"	"45371"	""	";"	"0"	""	""	"36"
"26327"	"6"	"45327"	""	","	"0"	""	""	"37"
"26327"	"6"	"45347"	""	","	"0"	""	""	"38"
"26327"	"8"	"28212"	""	","	"0"	""	""	"1"
"26327"	"397"	"27885"	""	","	"0"	""	""	"1"
"26327"	"228"	"27786"	""	","	"0"	"dans ART ~, en ~, ART ~"	""	"1"
"26327"	"228"	"29215"	""	","	"0"	"dans ART ~, en ~ "	""	"2"
"26327"	"228"	"34709"	""	","	"0"	"dans ART ~, en ~ "	""	"3"
"26327"	"228"	"28153"	""	","	"0"	"dans ART ~, en ~"	""	"4"
"26327"	"228"	"37392"	""	","	"0"	"ART ~"	""	"5"
"26327"	"245"	"45393"	""	","	"0"	"dans ART ~, en ~"	""	"1"
"26327"	"245"	"33709"	""	","	"0"	"dans ART ~, en ~"	""	"2"
"26327"	"569"	"45394"	""	","	"1"	""	""	"1"
"26327"	"31"	"45396"	""	","	"0"	"de ART ~"	""	"1"
"26327"	"31"	"45397"	""	","	"0"	"de ART ~"	""	"2"
"26327"	"31"	"33362"	""	";"	"0"	"de ART ~"	""	"3"
"26327"	"31"	"37393"	""	","	"0"	"de ART ~"	""	"4"
"26327"	"179"	"45088"	""	","	"0"	"un ~"	""	"1"
"26327"	"104"	"27280"	""	","	"0"	"~"	""	"1"
"26327"	"586"	"33306"	""	","	"0"	""	""	"1"
"26327"	"586"	"37394"	""	","	"0"	""	""	"2"
"26327"	"238"	"45399"	""	","	"0"	""	"postpos"	"1"
"26327"	"238"	"40019"	""	","	"0"	""	"postpos"	"2"
"26327"	"238"	"40024"	""	","	"0"	""	"postpos"	"3"
"26327"	"238"	"40017"	""	","	"0"	""	"postpos"	"4"
"26327"	"238"	"40018"	""	","	"0"	""	"postpos"	"5"
"26327"	"238"	"27146"	""	","	"0"	""	"postpos"	"6"
"26327"	"165"	"35089"	""	","	"0"	"ART ~ "	""	"1"
"26327"	"165"	"26993"	""	","	"0"	"ART ~"	""	"2"
"26327"	"219"	"45407"	""	","	"0"	"N=$2"	""	"1"
"26327"	"219"	"32420"	""	","	"0"	"de N=$2"	""	"2"
"26327"	"219"	"38681"	""	","	"0"	"N=$2"	""	"3"
"26327"	"219"	"32403"	""	","	"0"	"N=$2"	""	"4"
"26327"	"219"	"31269"	""	","	"0"	"N=$2"	""	"5"
"26327"	"712"	"31031"	""	","	"0"	""	""	"1"
"26327"	"2"	"45254"	""	","	"0"	""	""	"1"
"26328"	"21"	"31583"	"appartenance"	","	"0"	""	""	"1"
"26328"	"9"	"28888"	""	","	"0"	""	""	"1"
"26328"	"422"	"38353"	""	","	"0"	"de N=$2"	""	"1"
"26328"	"460"	"26434"	""	","	"0"	""	""	"1"
"26329"	"104"	"31585"	"appauvrissant"	","	"0"	""	""	"1"
"26329"	"357"	"33697"	""	","	"0"	""	""	"1"
"26329"	"330"	"28702"	""	","	"0"	""	""	"1"
"26330"	"21"	"31587"	"appel "	","	"0"	""	""	"1"
"26330"	"60"	"29593"	""	","	"0"	""	""	"1"
"26330"	"3"	"29594"	""	","	"0"	""	""	"1"
"26331"	"344"	"31588"	"appétissant"	","	"0"	""	""	"1"
"26331"	"344"	"47491"	""	","	"0"	""	""	"2"
"26331"	"3"	"30389"	""	","	"0"	""	""	"1"
"26331"	"3"	"40380"	""	";"	"0"	""	""	"2"
"26331"	"367"	"27456"	""	","	"0"	"ART ~"	""	"1"
"26332"	"21"	"30343"	"applaudissement"	","	"0"	""	""	"1"
"26332"	"112"	"32274"	""	","	"0"	""	""	"1"
"26333"	"21"	"32031"	""	","	"0"	""	""	"1"
"26333"	"111"	"32034"	""	","	"0"	""	""	"1"
"26334"	"3"	"26287"	""	","	"0"	""	""	"1"
"26334"	"21"	"51837"	""	","	"0"	""	""	"1"
"26335"	"21"	"32068"	""	","	"0"	""	""	"1"
"26336"	"21"	"32069"	""	","	"0"	""	""	"1"
"26336"	"31"	"32072"	""	","	"0"	""	""	"1"
"26336"	"31"	"32076"	""	","	"0"	""	""	"2"
"26336"	"3"	"39122"	""	","	"0"	""	""	"1"
"26336"	"367"	"34120"	""	","	"0"	""	""	"1"
"26336"	"367"	"27318"	""	","	"0"	""	""	"2"
"26337"	"3"	"48099"	""	","	"0"	""	""	"1"
"26338"	"21"	"32098"	""	","	"0"	""	""	"1"
"26338"	"3"	"51277"	""	","	"0"	""	""	"1"
"26338"	"10"	"51278"	""	","	"0"	""	""	"1"
"26339"	"21"	"32108"	""	","	"0"	""	""	"1"
"26339"	"30"	"32112"	""	","	"0"	""	""	"1"
"26339"	"30"	"32116"	""	","	"0"	""	""	"2"
"26339"	"330"	"35369"	""	","	"0"	"en N=$3"	""	"1"
"26340"	"3"	"49812"	""	","	"0"	""	""	"1"
"26341"	"10"	"32214"	""	","	"0"	""	""	"1"
"26342"	"16"	"26422"	""	","	"0"	""	""	"1"
"26345"	"28"	"32163"	""	","	"0"	""	""	"1"
"26346"	"306"	"35230"	""	","	"0"	""	""	"1"
"26346"	"387"	"48106"	""	","	"0"	""	""	"1"
"26347"	"102"	"26517"	""	","	"0"	""	""	"1"
"26347"	"102"	"27588"	""	"<"	"0"	""	""	"2"
"26347"	"5"	"49073"	""	","	"0"	""	""	"1"
"26347"	"5"	"55005"	""	","	"0"	""	""	"2"
"26347"	"78"	"26561"	""	","	"0"	""	""	"1"
"26347"	"78"	"29726"	""	","	"0"	""	""	"2"
"26347"	"78"	"27529"	""	";"	"0"	""	""	"3"
"26347"	"78"	"32318"	""	","	"0"	""	""	"4"
"26347"	"78"	"55007"	""	","	"0"	""	""	"5"
"26347"	"138"	"49073"	""	","	"0"	""	""	"1"
"26347"	"138"	"55005"	""	","	"0"	""	""	"2"
"26347"	"8"	"26587"	""	","	"0"	""	""	"1"
"26348"	"2"	"48471"	""	","	"0"	""	""	"1"
"26348"	"3"	"52156"	""	","	"0"	""	""	"1"
"26349"	"100"	"32169"	""	","	"0"	""	""	"1"
"26350"	"31"	"28359"	""	","	"0"	""	""	"1"
"26350"	"31"	"31955"	""	","	"0"	""	""	"2"
"26351"	"10"	"32180"	""	","	"0"	""	""	"1"
"26351"	"59"	"26349"	""	","	"0"	""	""	"1"
"26351"	"59"	"32169"	""	";"	"0"	""	""	"2"
"26351"	"21"	"32183"	""	","	"0"	""	""	"1"
"26352"	"3"	"40910"	""	","	"0"	""	""	"1"
"26352"	"3"	"40912"	""	","	"0"	""	""	"2"
"26352"	"3"	"28801"	""	";"	"0"	""	""	"3"
"26352"	"20"	"39433"	""	","	"0"	""	""	"1"
"26352"	"310"	"28341"	""	","	"0"	"N=$2 Loc-in ART ~"	""	"1"
"26352"	"310"	"29104"	""	","	"0"	"N=$2 Loc-in ART ~"	""	"2"
"26352"	"310"	"40837"	""	"<"	"0"	"N=$2 Loc-in ART ~"	""	"3"
"26352"	"165"	"26993"	""	","	"0"	"ART ~ "	""	"1"
"26352"	"165"	"35089"	""	","	"0"	"de ART ~"	""	"2"
"26352"	"165"	"40773"	"au fond"	"<"	"0"	"de ART ~"	""	"3"
"26352"	"624"	"28937"	""	","	"0"	"ART N=$2 dans ~"	""	"1"
"26352"	"624"	"40843"	""	","	"0"	"ART N=$2 de ART ~"	""	"2"
"26352"	"123"	"35894"	"grande"	","	"0"	""	"antépos"	"1"
"26352"	"123"	"33300"	"grosse"	","	"0"	""	"antépos"	"2"
"26352"	"123"	"47950"	""	";"	"1"	""	""	"3"
"26352"	"123"	"47951"	""	","	"1"	""	""	"4"
"26352"	"585"	"28825"	"pleine"	","	"0"	""	""	"1"
"26352"	"585"	"40926"	"remplie"	","	"0"	""	"postpos"	"2"
"26352"	"633"	"40018"	""	","	"0"	""	"postpos"	"1"
"26352"	"633"	"28125"	""	";"	"0"	""	"postpos"	"2"
"26352"	"230"	"29185"	""	","	"0"	"ART ~ (de N=$2)"	""	"1"
"26352"	"236"	"29827"	""	","	"0"	"ART ~ de N=$2"	""	"1"
"26352"	"236"	"40965"	""	";"	"0"	"ART ~"	""	"2"
"26352"	"644"	"41186"	"à pharmacie"	","	"0"	""	""	"1"
"26352"	"652"	"29645"	"de toilette"	","	"0"	""	""	"1"
"26352"	"5"	"47950"	""	","	"0"	""	""	"1"
"26352"	"5"	"47951"	""	","	"0"	""	""	"2"
"26353"	"21"	"32192"	""	","	"0"	""	""	"1"
"26353"	"31"	"32189"	""	","	"0"	""	""	"1"
"26353"	"111"	"32194"	""	","	"0"	""	""	"1"
"26353"	"59"	"32191"	""	","	"0"	""	""	"1"
"26354"	"69"	"32294"	""	","	"0"	""	""	"1"
"26355"	"10"	"27046"	""	","	"0"	""	""	"1"
"26355"	"385"	"33673"	""	","	"1"	""	""	"1"
"26355"	"21"	"32207"	""	","	"0"	""	""	"1"
"26355"	"3"	"48604"	""	","	"0"	""	""	"1"
"26356"	"10"	"30101"	""	","	"0"	""	""	"1"
"26356"	"28"	"45930"	""	","	"0"	""	""	"1"
"26357"	"21"	"32224"	""	","	"0"	""	""	"1"
"26357"	"35"	"32295"	""	","	"0"	""	""	"1"
"26357"	"35"	"32296"	""	","	"0"	""	""	"2"
"26357"	"3"	"26379"	""	","	"0"	""	""	"1"
"26357"	"3"	"28673"	""	","	"0"	""	""	"2"
"26357"	"3"	"29797"	""	","	"0"	""	""	"3"
"26357"	"13"	"29058"	""	","	"0"	""	""	"1"
"26357"	"16"	"28671"	""	","	"0"	""	""	"1"
"26358"	"28"	"32305"	""	","	"0"	""	""	"1"
"26358"	"29"	"32306"	""	","	"0"	""	""	"1"
"26358"	"30"	"32308"	""	","	"0"	""	""	"1"
"26358"	"30"	"32309"	""	","	"0"	""	""	"2"
"26359"	"37"	"28038"	""	","	"0"	""	""	"1"
"26359"	"37"	"35550"	""	","	"0"	""	""	"2"
"26360"	"10"	"32314"	""	","	"0"	""	""	"1"
"26360"	"29"	"32316"	""	","	"0"	""	""	"1"
"26361"	"163"	"40139"	""	","	"0"	"~"	""	"1"
"26361"	"163"	"28633"	""	","	"0"	"ART ~"	""	"2"
"26362"	"21"	"32321"	""	","	"0"	""	""	"1"
"26363"	"3"	"38386"	""	","	"0"	""	""	"1"
"26364"	"20"	"26324"	""	","	"0"	""	""	"1"
"26364"	"20"	"35737"	""	","	"0"	""	""	"2"
"26364"	"507"	"33300"	""	","	"0"	""	"antépos"	"1"
"26364"	"507"	"39135"	""	","	"0"	""	""	"2"
"26364"	"231"	"38830"	""	","	"0"	"l’~ Loc-in N=$3"	""	"1"
"26364"	"306"	"26365"	""	","	"0"	"N=$2"	""	"1"
"26364"	"306"	"39034"	""	";"	"0"	"N=$2"	""	"2"
"26364"	"306"	"47118"	""	","	"0"	""	""	"3"
"26364"	"78"	"39181"	""	","	"0"	""	""	"1"
"26364"	"78"	"39182"	""	","	"0"	""	""	"2"
"26364"	"78"	"29741"	""	";"	"0"	""	""	"3"
"26364"	"78"	"39015"	""	";"	"0"	""	""	"4"
"26364"	"78"	"29980"	""	";"	"0"	""	""	"5"
"26364"	"401"	"26562"	""	","	"0"	"ART ~"	""	"1"
"26364"	"401"	"39113"	""	";"	"0"	"ART ~"	""	"2"
"26364"	"297"	"39123"	""	","	"0"	"ART ~"	""	"1"
"26364"	"297"	"39124"	""	","	"0"	"ART ~ "	""	"2"
"26364"	"297"	"35462"	""	";"	"0"	"ART ~ "	""	"3"
"26364"	"52"	"28917"	""	","	"0"	""	""	"1"
"26364"	"310"	"39185"	""	","	"0"	"N=$2 avec ART ~"	""	"1"
"26364"	"327"	"39173"	""	","	"0"	""	""	"1"
"26364"	"328"	"39174"	""	","	"0"	"de ART ~"	""	"1"
"26364"	"243"	"34264"	""	","	"0"	"d’~ "	""	"1"
"26364"	"837"	"39172"	""	","	"0"	""	"postpos"	"1"
"26364"	"837"	"28757"	""	","	"0"	""	"postpos"	"2"
"26364"	"837"	"39047"	""	"<"	"0"	""	"antépos"	"3"
"26364"	"837"	"39048"	""	","	"0"	""	"postpos"	"4"
"26364"	"837"	"39040"	""	";"	"0"	""	"postpos"	"5"
"26364"	"837"	"39038"	""	","	"1"	""	""	"6"
"26364"	"837"	"39042"	""	";"	"0"	""	"postpos"	"7"
"26364"	"307"	"31315"	""	","	"0"	"N=$3"	""	"1"
"26364"	"510"	"28480"	""	","	"0"	"N=$3 avec ART ~"	""	"1"
"26364"	"2"	"38669"	""	","	"0"	""	""	"1"
"26365"	"21"	"32327"	""	","	"0"	""	""	"1"
"26365"	"108"	"32329"	""	","	"0"	""	""	"1"
"26365"	"108"	"32328"	""	","	"0"	""	""	"2"
"26365"	"3"	"47118"	""	","	"0"	""	""	"1"
"26365"	"3"	"39034"	""	","	"0"	""	""	"2"
"26366"	"21"	"30606"	""	","	"0"	""	""	"1"
"26366"	"31"	"32332"	""	","	"0"	""	""	"1"
"26366"	"31"	"48105"	""	","	"0"	""	""	"2"
"26367"	"52"	"26701"	""	","	"0"	""	""	"1"
"26367"	"52"	"27505"	""	","	"0"	""	""	"2"
"26367"	"52"	"29404"	""	","	"0"	""	""	"3"
"26368"	"3"	"38301"	""	","	"0"	""	""	"1"
"26369"	"100"	"30072"	""	","	"0"	"d’~s"	""	"1"
"26369"	"8"	"28822"	""	","	"0"	""	""	"1"
"26369"	"20"	"43118"	""	","	"0"	""	""	"1"
"26369"	"160"	"35651"	"cassée"	","	"0"	""	"postpos"	"1"
"26369"	"160"	"43063"	"ébréchée"	","	"0"	""	"postpos"	"2"
"26369"	"160"	"43064"	"fêlée"	","	"0"	""	"postpos"	"3"
"26369"	"309"	"28235"	""	","	"0"	"N=$2 dans ART ~"	""	"1"
"26369"	"714"	"27147"	""	","	"0"	"N=$2 dans ART ~"	""	"1"
"26369"	"714"	"28341"	""	","	"0"	"N=$2 dans ART ~"	""	"2"
"26369"	"714"	"43067"	""	","	"0"	"N=$2 dans ART ~"	""	"3"
"26370"	"52"	"29404"	""	","	"0"	""	""	"1"
"26370"	"52"	"27505"	""	","	"0"	""	""	"2"
"26370"	"52"	"26701"	""	","	"0"	""	""	"3"
"26370"	"13"	"32832"	""	","	"0"	""	""	"1"
"26370"	"158"	"43794"	""	","	"0"	""	"antepos"	"1"
"26370"	"158"	"32653"	""	","	"0"	""	""	"2"
"26370"	"160"	"28217"	""	","	"0"	""	"antepos"	"1"
"26370"	"400"	"41447"	""	","	"0"	"~"	""	"1"
"26370"	"400"	"42902"	""	","	"0"	"~"	""	"2"
"26370"	"844"	"45374"	""	","	"0"	"~"	""	"1"
"26370"	"167"	"30146"	""	","	"1"	"N=$1"	""	"1"
"26370"	"167"	"28341"	""	","	"0"	"~ N=$1"	""	"2"
"26370"	"710"	"26367"	""	","	"1"	""	""	"1"
"26370"	"710"	"42818"	""	","	"0"	"~"	""	"2"
"26370"	"845"	"26370"	"« ~ ! »"	","	"0"	""	""	"1"
"26370"	"8"	"44238"	""	","	"0"	""	""	"1"
"26370"	"852"	"42747"	""	","	"0"	"~"	""	"1"
"26370"	"853"	"47093"	""	","	"0"	"~ N=$1"	""	"1"
"26370"	"855"	"32815"	""	","	"0"	""	""	"1"
"26371"	"21"	"32334"	""	","	"0"	""	""	"1"
"26371"	"30"	"32336"	""	","	"0"	""	""	"1"
"26371"	"30"	"32335"	""	","	"0"	""	""	"2"
"26372"	"21"	"32351"	""	","	"0"	""	""	"1"
"26373"	"21"	"32355"	""	","	"0"	""	""	"1"
"26373"	"29"	"32357"	""	","	"0"	""	""	"1"
"26373"	"3"	"26222"	""	","	"0"	""	""	"1"
"26373"	"3"	"51172"	""	","	"0"	""	""	"2"
"26373"	"3"	"42250"	""	","	"0"	""	""	"3"
"26374"	"161"	"32368"	""	","	"1"	""	""	"1"
"26374"	"28"	"32376"	""	","	"0"	""	""	"1"
"26374"	"109"	"32381"	""	","	"0"	""	""	"1"
"26375"	"20"	"28151"	""	","	"0"	""	""	"1"
"26376"	"29"	"32387"	""	","	"0"	""	""	"1"
"26377"	"3"	"28507"	""	","	"0"	""	""	"1"
"26378"	"21"	"32414"	""	","	"0"	""	""	"1"
"26378"	"31"	"32424"	""	","	"0"	""	""	"1"
"26378"	"31"	"32415"	""	","	"0"	""	""	"2"
"26378"	"111"	"32427"	""	","	"0"	""	""	"1"
"26378"	"3"	"48550"	""	","	"0"	""	""	"1"
"26379"	"21"	"32428"	""	","	"0"	""	""	"1"
"26379"	"111"	"32429"	""	","	"0"	""	""	"1"
"26379"	"3"	"26357"	""	","	"0"	""	""	"1"
"26379"	"3"	"31436"	""	";"	"0"	""	""	"2"
"26379"	"3"	"27338"	""	","	"0"	""	""	"3"
"26380"	"21"	"32436"	""	","	"0"	""	""	"1"
"26380"	"5"	"28692"	""	","	"0"	""	""	"1"
"26381"	"3"	"48557"	""	","	"0"	""	""	"1"
"26381"	"330"	"53250"	""	","	"0"	""	""	"1"
"26382"	"23"	"32475"	""	","	"0"	""	""	"1"
"26383"	"23"	"32476"	""	","	"0"	""	""	"1"
"26383"	"168"	"26837"	""	","	"0"	""	""	"1"
"26383"	"168"	"39361"	""	","	"0"	""	""	"2"
"26384"	"10"	"32477"	""	","	"0"	""	""	"1"
"26384"	"104"	"32480"	""	","	"0"	""	""	"1"
"26384"	"161"	"32482"	""	","	"1"	""	""	"1"
"26385"	"21"	"32484"	""	","	"0"	""	""	"1"
"26385"	"3"	"42444"	""	","	"0"	""	""	"1"
"26385"	"16"	"34720"	""	","	"0"	""	""	"1"
"26386"	"21"	"32495"	""	","	"0"	""	""	"1"
"26386"	"111"	"32501"	""	","	"0"	""	""	"1"
"26387"	"3"	"32401"	""	","	"0"	""	""	"1"
"26387"	"175"	"41711"	""	","	"0"	"ART ~"	""	"1"
"26387"	"175"	"28239"	""	","	"0"	"ART ~"	""	"2"
"26387"	"175"	"44438"	""	","	"0"	"ART ~"	""	"3"
"26387"	"176"	"41463"	""	","	"0"	"ART ~"	""	"1"
"26387"	"176"	"39059"	""	","	"0"	"ART ~"	""	"2"
"26388"	"107"	"32528"	""	","	"0"	""	""	"1"
"26388"	"3"	"30210"	""	","	"0"	""	""	"1"
"26389"	"2"	"38827"	""	","	"0"	""	""	"1"
"26389"	"2"	"48215"	""	","	"0"	""	""	"2"
