"id"	"example"	"occurrence"	"position"	"%"
"49278"	"2702"	"27,33;"	"0"	"100"
"49279"	"16894"	"125,130;"	"0"	"100"
"49280"	"17541"	"225,237;"	"0"	"100"
"49281"	"9789"	"151,158;"	"0"	"100"
"49282"	"23936"	"91,96;"	"0"	"100"
"49283"	"20021"	"94,97;"	"0"	"100"
"49284"	"4160"	"232,241;"	"0"	"100"
"49285"	"23945"	"197,202;"	"0"	"100"
"49286"	"17961"	"56,65;"	"0"	"100"
"49287"	"4813"	"216,225;"	"0"	"100"
"49288"	"5329"	"88,95;"	"0"	"100"
"49289"	"23942"	"140,147;"	"0"	"100"
"49290"	"23945"	"197,202;"	"0"	"100"
"49291"	"23946"	"110,115;"	"0"	"100"
"49291"	"24331"	"219,224;"	"1"	"100"
"49292"	"23948"	"108,114;"	"0"	"100"
"49293"	"23949"	"99,111;"	"0"	"100"
"49294"	"23950"	"400,407;"	"0"	"100"
"49295"	"23951"	"20,27;684,690;"	"0"	"100"
"49295"	"24261"	"20,26;"	"1"	"100"
"49295"	"23954"	"47,54;501,508;"	"2"	"100"
"49295"	"23986"	"212,218;"	"3"	"100"
"49296"	"23955"	"124,129;"	"0"	"100"
"49296"	"23956"	"169,174;"	"1"	"100"
"49297"	"24220"	"192,198;"	"0"	"100"
"49298"	"1628"	"27,33;"	"0"	"100"
"49301"	"14716"	"71,88;"	"0"	"100"
"49302"	"23963"	"142,150;"	"0"	"100"
"49304"	"23967"	"190,197;"	"0"	"100"
"49305"	"23968"	"205,212;"	"0"	"100"
"49306"	"2136"	"218,223;"	"0"	"100"
"49306"	"23969"	"44,49;"	"1"	"100"
"49307"	"23970"	"53,58;"	"0"	"100"
"49308"	"17845"	"145,152;"	"0"	"100"
"49308"	"5257"	"185,192;"	"1"	"100"
"49308"	"30922"	"67,74;"	"2"	"100"
"49308"	"30923"	"47,54;"	"3"	"100"
"49308"	"30924"	"42,49;"	"4"	"100"
"49308"	"14108"	"132,138;"	"5"	"100"
"49308"	"30935"	"113,120;"	"6"	"100"
"49308"	"26345"	"35,42;"	"7"	"100"
"49309"	"16197"	"274,279;"	"0"	"100"
"49310"	"20029"	"94,100;"	"0"	"100"
"49311"	"17535"	"61,77;"	"0"	"100"
"49312"	"23984"	"51,56;"	"0"	"100"
"49313"	"23985"	"124,134;"	"0"	"100"
"49314"	"2007"	"200,209;"	"0"	"100"
"49315"	"23989"	"99,108;"	"0"	"100"
"49316"	"23993"	"67,74;"	"0"	"100"
"49317"	"23995"	"84,93;"	"0"	"100"
"49318"	"24001"	"110,120;"	"0"	"100"
"49319"	"24002"	"88,103;"	"0"	"100"
"49320"	"24003"	"27,34;"	"0"	"100"
"49321"	"31013"	"79,87;"	"0"	"100"
"49321"	"4141"	"117,125;"	"1"	"100"
"49321"	"31017"	"86,94;"	"2"	"100"
"49321"	"31037"	"144,152;"	"3"	"100"
"49321"	"31039"	"83,91;"	"4"	"100"
"49321"	"31040"	"176,186;"	"5"	"100"
"49322"	"17993"	"120,125;"	"0"	"100"
"49323"	"1705"	"48,56;"	"0"	"100"
"49323"	"11966"	"118,126;"	"1"	"100"
"49324"	"24009"	"96,107;"	"0"	"100"
"49325"	"24010"	"150,161;"	"0"	"100"
"49326"	"6608"	"125,133;"	"0"	"100"
"49327"	"24014"	"94,104;"	"0"	"100"
"49328"	"17479"	"91,97;"	"0"	"100"
"49329"	"24017"	"91,95;"	"0"	"100"
"49331"	"8605"	"38,41;"	"0"	"100"
"49332"	"24020"	"108,112;"	"0"	"100"
"49334"	"1937"	"121,126;"	"0"	"100"
"49335"	"10052"	"81,90;"	"0"	"100"
"49336"	"19618"	"63,70;"	"0"	"100"
"49337"	"24021"	"148,152;"	"0"	"100"
"49338"	"24022"	"115,120;"	"0"	"100"
"49339"	"9133"	"374,379;"	"0"	"100"
"49340"	"25514"	"175,179;"	"0"	"100"
"49341"	"17699"	"102,110;"	"0"	"100"
"49342"	"24025"	"55,62;"	"0"	"100"
"49343"	"22496"	"81,84;"	"0"	"100"
"49346"	"24027"	"270,277;"	"0"	"100"
"49347"	"24028"	"18,26;"	"0"	"100"
"49348"	"3910"	"242,245;"	"0"	"100"
"49349"	"24029"	"197,206;"	"0"	"100"
"49350"	"9120"	"81,87;"	"0"	"100"
"49351"	"22639"	"104,110;"	"0"	"100"
"49352"	"391"	"194,199;"	"0"	"100"
"49352"	"10189"	"47,52;"	"1"	"100"
"49353"	"24030"	"118,126;"	"0"	"100"
"49354"	"18824"	"19,25;"	"0"	"100"
"49355"	"24039"	"61,67;"	"0"	"100"
"49356"	"19158"	"80,87;"	"0"	"100"
"49356"	"24050"	"179,186;"	"1"	"100"
"49356"	"24051"	"93,100;"	"2"	"100"
"49356"	"6226"	"39,47;"	"3"	"100"
"49356"	"24040"	"19,27;"	"4"	"100"
"49356"	"24041"	"58,66;"	"5"	"100"
"49356"	"22935"	"240,248;"	"6"	"100"
"49356"	"24044"	"167,175;"	"7"	"100"
"49356"	"7815"	"44,52;"	"8"	"100"
"49356"	"12967"	"90,97;"	"9"	"100"
"49356"	"19404"	"42,49;"	"10"	"100"
"49358"	"24047"	"358,366;"	"0"	"100"
"49359"	"24048"	"93,100;"	"0"	"100"
"49360"	"8420"	"172,177;"	"0"	"100"
"49361"	"24049"	"208,216;"	"0"	"100"
"49362"	"24052"	"209,217;"	"0"	"100"
"49362"	"10664"	"405,414;"	"1"	"100"
"49363"	"26327"	"119,122;"	"0"	"100"
"49364"	"24054"	"232,238;"	"0"	"100"
"49365"	"8554"	"197,209;"	"0"	"100"
"49366"	"15755"	"169,175;"	"0"	"100"
"49367"	"20593"	"50,56;"	"0"	"100"
"49368"	"24056"	"79,87;"	"0"	"100"
"49369"	"904"	"75,79;"	"0"	"100"
"49370"	"24057"	"42,46;"	"0"	"100"
"49371"	"6310"	"265,271;"	"0"	"100"
"49372"	"3966"	"41,45;"	"0"	"100"
"49373"	"1837"	"230,237;"	"0"	"100"
"49374"	"335"	"193,199;"	"0"	"100"
"49375"	"24062"	"92,96;"	"0"	"100"
"49376"	"24065"	"157,166;"	"0"	"100"
"49377"	"12053"	"129,130;151,158;"	"0"	"100"
"49378"	"8609"	"56,60;"	"0"	"100"
"49379"	"24066"	"103,112;"	"0"	"100"
"49380"	"14467"	"16,18;"	"0"	"100"
"49381"	"24074"	"46,50;"	"0"	"100"
"49382"	"24080"	"62,77;"	"0"	"100"
"49383"	"14427"	"344,359;"	"0"	"100"
"49383"	"14436"	"300,315;"	"1"	"100"
"49383"	"14426"	"232,247;"	"2"	"100"
"49383"	"14432"	"44,59;"	"3"	"100"
"49383"	"14433"	"91,106;"	"4"	"100"
"49383"	"14434"	"293,308;"	"5"	"100"
"49383"	"14437"	"334,349;"	"6"	"100"
"49383"	"14431"	"211,226;"	"7"	"100"
"49383"	"24075"	"92,107;"	"8"	"100"
"49383"	"24076"	"160,174;"	"9"	"100"
"49384"	"20159"	"211,217;"	"0"	"100"
"49385"	"5038"	"60,68;"	"0"	"100"
"49386"	"24081"	"65,77;"	"0"	"100"
"49387"	"22364"	"144,156;"	"0"	"100"
"49388"	"24083"	"185,193;"	"0"	"100"
"49390"	"16135"	"25,26;"	"0"	"100"
"49391"	"24085"	"31,37;"	"0"	"100"
"49392"	"17233"	"112,120;"	"0"	"100"
"49393"	"24087"	"30,37;"	"0"	"100"
"49394"	"24088"	"79,89;"	"0"	"100"
"49395"	"7320"	"87,97;"	"0"	"100"
"49396"	"24090"	"115,125;"	"0"	"100"
"49397"	"10690"	"223,233;"	"0"	"100"
"49398"	"24091"	"118,120;"	"0"	"100"
"49400"	"8262"	"188,194;"	"0"	"100"
"49401"	"17419"	"64,70;"	"0"	"100"
"49402"	"9929"	"191,203;"	"0"	"100"
"49403"	"1513"	"157,164;"	"0"	"100"
"49405"	"22372"	"123,127;"	"0"	"100"
"49406"	"1430"	"37,41;"	"0"	"100"
"49407"	"1250"	"40,45;"	"0"	"100"
"49408"	"17769"	"44,54;"	"0"	"100"
"49409"	"24107"	"72,79;"	"0"	"100"
"49410"	"24108"	"255,262;"	"0"	"100"
"49411"	"24109"	"246,252;"	"0"	"100"
"49412"	"11791"	"228,237;"	"0"	"100"
"49413"	"24110"	"54,60;"	"0"	"100"
"49414"	"7781"	"66,74;"	"0"	"100"
"49415"	"24116"	"86,90;"	"0"	"100"
"49416"	"171"	"91,94;"	"0"	"100"
"49417"	"24118"	"75,80;"	"0"	"100"
"49420"	"17037"	"158,164;"	"0"	"100"
"49421"	"1205"	"66,71;"	"0"	"100"
"49422"	"20876"	"58,69;"	"0"	"100"
"49423"	"11216"	"66,70;"	"0"	"100"
"49424"	"2799"	"243,249;"	"0"	"100"
"49425"	"24123"	"69,75;"	"0"	"100"
"49426"	"7486"	"68,79;"	"0"	"100"
"49427"	"24124"	"26,32;"	"0"	"100"
"49427"	"21683"	"47,53;"	"1"	"100"
"49427"	"24125"	"254,260;"	"2"	"100"
"49427"	"3968"	"206,212;"	"3"	"100"
"49427"	"23004"	"130,136;"	"4"	"100"
"49428"	"24126"	"118,126;"	"0"	"100"
"49428"	"9312"	"97,105;"	"1"	"100"
"49428"	"5116"	"261,271;"	"2"	"100"
"49429"	"6638"	"398,403;"	"0"	"100"
"49431"	"21009"	"52,59;"	"0"	"100"
"49432"	"3033"	"94,101;"	"0"	"100"
"49433"	"24128"	"20,26;"	"0"	"100"
"49434"	"8553"	"275,279;"	"0"	"100"
"49435"	"2814"	"84,96;"	"0"	"100"
"49436"	"24135"	"46,57;"	"0"	"100"
"49437"	"24138"	"40,48;"	"0"	"100"
"49438"	"24139"	"53,62;"	"0"	"100"
"49439"	"24137"	"183,190;"	"0"	"100"
"49440"	"24140"	"109,117;"	"0"	"100"
"49441"	"19360"	"179,185;"	"0"	"100"
"49442"	"24146"	"152,164;"	"0"	"100"
"49443"	"5940"	"328,339;"	"0"	"100"
"49444"	"13732"	"166,174;"	"0"	"100"
"49445"	"3190"	"111,120;"	"0"	"100"
"49446"	"3850"	"177,184;"	"0"	"100"
"49446"	"28350"	"54,61;"	"1"	"100"
"49447"	"20710"	"417,422;"	"0"	"100"
"49448"	"11712"	"79,87;"	"0"	"100"
"49449"	"24156"	"59,68;"	"0"	"100"
"49449"	"10514"	"133,142;"	"1"	"100"
"49449"	"24010"	"108,117;"	"2"	"100"
"49449"	"24767"	"30,39;"	"3"	"100"
"49450"	"24158"	"124,131;"	"0"	"100"
"49451"	"24160"	"19,27;"	"0"	"100"
"49452"	"24159"	"64,76;"	"0"	"100"
"49453"	"24161"	"84,96;"	"0"	"100"
"49454"	"24163"	"221,223;"	"0"	"100"
"49455"	"24164"	"80,90;"	"0"	"100"
"49456"	"7592"	"115,118;"	"0"	"100"
"49457"	"4570"	"52,57;"	"0"	"100"
"49458"	"24166"	"297,306;"	"0"	"100"
"49459"	"22437"	"16,20;"	"0"	"100"
"49460"	"9342"	"118,124;"	"0"	"100"
"49461"	"24176"	"42,48;"	"0"	"100"
"49462"	"4709"	"26,30;"	"0"	"100"
"49463"	"925"	"148,156;"	"0"	"100"
"49464"	"23660"	"58,70;"	"0"	"100"
"49465"	"24184"	"355,359;"	"0"	"100"
"49466"	"1382"	"362,371;"	"0"	"100"
"49467"	"24185"	"202,209;"	"0"	"100"
"49468"	"24186"	"113,117;"	"0"	"100"
"49469"	"24188"	"162,173;"	"0"	"100"
"49470"	"1065"	"119,125;"	"0"	"100"
"49471"	"24191"	"54,65;"	"0"	"100"
"49472"	"24192"	"43,49;"	"0"	"100"
"49473"	"13458"	"150,156;"	"0"	"100"
"49474"	"13870"	"97,106;"	"0"	"100"
"49475"	"24203"	"232,236;"	"0"	"100"
"49476"	"24204"	"157,159;"	"0"	"100"
"49477"	"24205"	"94,102;"	"0"	"100"
"49478"	"3478"	"54,59;"	"0"	"100"
"49479"	"24206"	"216,228;"	"0"	"100"
"49480"	"24210"	"128,131;"	"0"	"100"
"49481"	"12140"	"165,169;"	"0"	"100"
"49482"	"6584"	"109,118;"	"0"	"100"
"49482"	"16459"	"29,38;"	"1"	"100"
"49483"	"8394"	"130,138;"	"0"	"100"
"49483"	"19738"	"91,99;"	"1"	"100"
"49483"	"5960"	"16,24;"	"2"	"100"
"49484"	"5727"	"105,112;"	"0"	"100"
"49484"	"24211"	"123,130;"	"1"	"100"
"49485"	"4791"	"131,140;"	"0"	"100"
"49486"	"22576"	"92,100;"	"0"	"100"
"49486"	"6051"	"132,140;"	"1"	"100"
"49488"	"1804"	"82,99;"	"0"	"100"
"49489"	"24217"	"88,101;"	"0"	"100"
"49490"	"5342"	"19,28;"	"0"	"100"
"49491"	"31504"	"222,231;"	"0"	"100"
"49491"	"31505"	"119,127;"	"1"	"100"
"49491"	"31506"	"89,97;"	"2"	"100"
"49491"	"31507"	"172,180;"	"3"	"100"
"49491"	"22192"	"66,74;"	"4"	"100"
"49492"	"24224"	"240,309;"	"0"	"100"
"49492"	"24223"	"46,98;"	"1"	"100"
"49493"	"24225"	"31,40;"	"0"	"100"
"49493"	"24226"	"45,53;"	"1"	"100"
"49493"	"24227"	"487,495;"	"2"	"100"
"49494"	"18312"	"225,233;"	"0"	"100"
"49494"	"16980"	"486,494;"	"1"	"100"
"49495"	"23107"	"31,35;"	"0"	"100"
"49496"	"2270"	"287,301;"	"0"	"100"
"49497"	"24232"	"132,149;"	"0"	"100"
"49498"	"24235"	"207,219;"	"0"	"100"
"49499"	"24233"	"31,40;"	"0"	"100"
"49500"	"24237"	"209,223;"	"0"	"100"
"49501"	"24238"	"80,99;"	"0"	"100"
"49502"	"24239"	"45,58;"	"0"	"100"
"49503"	"24240"	"114,135;"	"0"	"100"
"49504"	"3560"	"82,95;"	"0"	"100"
"49505"	"24241"	"191,204;"	"0"	"100"
"49506"	"24242"	"152,161;"	"0"	"100"
"49507"	"24243"	"130,149;"	"0"	"100"
"49508"	"10853"	"234,243;"	"0"	"100"
"49509"	"2373"	"93,103;"	"0"	"100"
"49510"	"2533"	"63,72;"	"0"	"100"
"49511"	"10653"	"20,30;"	"0"	"100"
"49512"	"24250"	"186,207;"	"0"	"100"
"49512"	"24253"	"100,121;"	"1"	"100"
"49513"	"24252"	"40,49;"	"0"	"100"
"49514"	"15695"	"145,154;"	"0"	"100"
"49515"	"24255"	"243,260;"	"0"	"100"
"49516"	"24259"	"77,91;"	"0"	"100"
"49517"	"24262"	"91,97;"	"0"	"100"
"49518"	"24264"	"40,47;"	"0"	"100"
"49519"	"24267"	"148,154;"	"0"	"100"
"49520"	"11020"	"150,160;"	"0"	"100"
"49521"	"12569"	"211,217;"	"0"	"100"
"49522"	"3030"	"19,25;"	"0"	"100"
"49523"	"24270"	"46,57;"	"0"	"100"
"49524"	"12852"	"274,278;"	"0"	"100"
"49525"	"8641"	"281,291;"	"0"	"100"
"49525"	"537"	"67,79;"	"1"	"100"
"49525"	"13391"	"180,190;"	"2"	"100"
"49525"	"9318"	"150,162;"	"3"	"100"
"49525"	"17899"	"236,248;"	"4"	"100"
"49526"	"18561"	"85,94;"	"0"	"100"
"49527"	"24286"	"220,236;"	"0"	"100"
"49528"	"24287"	"436,450;"	"0"	"100"
"49529"	"24288"	"111,118;"	"0"	"100"
"49530"	"5353"	"101,109;"	"0"	"100"
"49531"	"6361"	"54,58;"	"0"	"100"
"49532"	"18970"	"108,112;"	"0"	"100"
"49533"	"18964"	"85,89;"	"0"	"100"
"49535"	"24289"	"259,266;"	"0"	"100"
"49536"	"6867"	"30,38;"	"0"	"100"
"49537"	"24292"	"60,68;"	"0"	"100"
"49538"	"13779"	"53,63;"	"0"	"100"
"49539"	"24296"	"278,286;"	"0"	"100"
"49540"	"5724"	"187,195;"	"0"	"100"
"49541"	"24306"	"175,184;"	"0"	"100"
"49542"	"24308"	"68,72;"	"0"	"100"
"49543"	"24311"	"37,50;"	"0"	"100"
"49544"	"24310"	"44,53;"	"0"	"100"
"49545"	"24313"	"130,136;"	"0"	"100"
"49546"	"24315"	"276,282;"	"0"	"100"
"49547"	"24314"	"33,46;"	"0"	"100"
"49548"	"24317"	"47,59;"	"0"	"100"
"49549"	"24316"	"68,82;151,166;"	"0"	"100"
"49550"	"24319"	"153,157;"	"0"	"100"
"49551"	"24322"	"71,80;"	"0"	"100"
"49552"	"24320"	"152,160;"	"0"	"100"
"49553"	"11017"	"242,245;"	"0"	"100"
"49553"	"16335"	"134,136;"	"1"	"100"
"49553"	"17786"	"154,156;"	"2"	"100"
"49554"	"30127"	"64,69;"	"0"	"100"
"49554"	"24321"	"44,49;"	"1"	"100"
"49555"	"24324"	"117,126;"	"0"	"100"
"49557"	"21319"	"179,185;"	"0"	"100"
"49558"	"24327"	"69,71;"	"0"	"100"
"49559"	"24326"	"44,52;"	"0"	"100"
"49560"	"24325"	"41,49;"	"0"	"100"
"49561"	"21754"	"195,208;"	"0"	"100"
"49563"	"24337"	"94,101;"	"0"	"100"
"49564"	"24341"	"118,128;"	"0"	"100"
"49565"	"24344"	"39,63;"	"0"	"100"
"49566"	"24343"	"87,96;"	"0"	"100"
"49567"	"107"	"26,29;"	"0"	"100"
"49568"	"10880"	"19,25;38,44;"	"0"	"100"
"49569"	"24345"	"52,68;"	"0"	"100"
"49570"	"24347"	"46,48;"	"0"	"100"
"49571"	"7912"	"189,194;"	"0"	"100"
"49572"	"24351"	"54,58;"	"0"	"100"
"49573"	"5371"	"90,98;"	"0"	"100"
"49574"	"19511"	"299,305;"	"0"	"100"
"49575"	"21219"	"140,144;"	"0"	"100"
"49576"	"16357"	"205,210;"	"0"	"100"
"49577"	"2454"	"91,98;"	"0"	"100"
"49578"	"16138"	"255,262;"	"0"	"100"
"49579"	"3481"	"16,22;"	"0"	"100"
"49580"	"24355"	"33,39;"	"0"	"100"
"49581"	"24360"	"48,50;"	"0"	"100"
"49582"	"24362"	"316,322;"	"0"	"100"
"49584"	"18949"	"75,84;"	"0"	"100"
"49585"	"20350"	"101,109;"	"0"	"100"
"49585"	"21889"	"19,27;"	"1"	"100"
"49585"	"3270"	"34,42;"	"2"	"100"
"49585"	"12199"	"73,81;"	"3"	"100"
"49587"	"20810"	"204,216;"	"0"	"100"
"49588"	"9036"	"153,159;"	"0"	"100"
"49589"	"24368"	"193,198;"	"0"	"100"
"49590"	"24371"	"82,89;"	"0"	"100"
"49591"	"22313"	"133,140;"	"0"	"100"
"49591"	"24372"	"108,115;"	"1"	"100"
"49591"	"6401"	"61,68;"	"2"	"100"
"49592"	"8582"	"152,160;"	"0"	"100"
"49593"	"6506"	"194,201;"	"0"	"100"
"49594"	"16110"	"144,153;"	"0"	"100"
"49594"	"24370"	"44,53;"	"1"	"100"
"49595"	"24373"	"93,96;"	"0"	"100"
"49596"	"24376"	"72,80;"	"0"	"100"
"49597"	"13857"	"279,289;"	"0"	"100"
"49598"	"24387"	"265,271;"	"0"	"100"
"49599"	"16131"	"125,130;"	"0"	"100"
"49600"	"4107"	"85,94;132,141;245,254;"	"0"	"100"
"49601"	"24396"	"87,96;"	"0"	"100"
"49602"	"26473"	"161,168;"	"0"	"100"
"49603"	"24406"	"111,114;"	"0"	"100"
"49604"	"24407"	"70,73;"	"0"	"100"
"49605"	"13858"	"112,123;"	"0"	"100"
"49606"	"20305"	"138,149;"	"0"	"100"
"49607"	"24408"	"43,46;"	"0"	"100"
"49608"	"24410"	"110,114;"	"0"	"100"
"49609"	"24410"	"148,151;"	"0"	"100"
"49610"	"1304"	"110,114;"	"0"	"100"
"49611"	"24414"	"198,202;"	"0"	"100"
"49612"	"24415"	"30,38;"	"0"	"100"
"49613"	"18000"	"214,221;"	"0"	"100"
"49614"	"24416"	"36,44;"	"0"	"100"
"49615"	"24417"	"30,38;"	"0"	"100"
"49616"	"24423"	"118,126;"	"0"	"100"
"49617"	"18326"	"35,40;"	"0"	"100"
"49618"	"945"	"163,171;"	"0"	"100"
"49619"	"24439"	"220,229;"	"0"	"100"
"49620"	"24454"	"53,61;"	"0"	"100"
"49621"	"379"	"193,201;"	"0"	"100"
"49622"	"24470"	"82,101;"	"0"	"100"
"49623"	"24471"	"19,31;"	"0"	"100"
"49624"	"24481"	"16,21;"	"0"	"100"
"49625"	"24484"	"49,59;"	"0"	"100"
"49626"	"24485"	"198,202;"	"0"	"100"
"49627"	"24488"	"115,127;"	"0"	"100"
"49628"	"2422"	"157,170;"	"0"	"100"
"49629"	"14308"	"93,107;"	"0"	"100"
"49630"	"24514"	"157,163;"	"0"	"100"
"49631"	"24516"	"175,184;"	"0"	"100"
"49632"	"24517"	"127,139;"	"0"	"100"
"49633"	"19529"	"149,153;"	"0"	"100"
"49634"	"24523"	"48,52;"	"0"	"100"
"49635"	"24525"	"121,126;"	"0"	"100"
"49636"	"24526"	"249,256;"	"0"	"100"
"49637"	"3703"	"147,153;"	"0"	"100"
"49638"	"24527"	"57,63;"	"0"	"100"
"49639"	"3779"	"75,82;"	"0"	"100"
"49640"	"24546"	"48,55;"	"0"	"100"
"49641"	"24550"	"87,97;"	"0"	"100"
"49642"	"24247"	"190,194;"	"0"	"100"
"49643"	"18365"	"79,81;"	"0"	"100"
"49645"	"24554"	"215,230;"	"0"	"100"
"49646"	"17451"	"120,122;"	"0"	"100"
"49647"	"2333"	"20,29;"	"0"	"100"
"49648"	"24560"	"166,176;"	"0"	"100"
"49649"	"24562"	"110,121;"	"0"	"100"
"49650"	"15074"	"93,98;"	"0"	"100"
"49651"	"24565"	"19,26;"	"0"	"100"
"49652"	"24566"	"60,68;"	"0"	"100"
"49653"	"24573"	"47,55;"	"0"	"100"
"49655"	"24574"	"55,64;"	"0"	"100"
"49656"	"11318"	"40,54;"	"0"	"100"
"49657"	"24583"	"300,302;"	"0"	"100"
"49658"	"10020"	"54,59;"	"0"	"100"
"49659"	"13189"	"86,92;"	"0"	"100"
"49660"	"13483"	"37,39;"	"0"	"100"
"49661"	"14056"	"138,141;"	"0"	"100"
"49662"	"24586"	"118,124;"	"0"	"100"
"49663"	"24588"	"356,362;"	"0"	"100"
"49664"	"24589"	"49,56;"	"0"	"100"
"49665"	"2692"	"145,150;"	"0"	"100"
"49666"	"24591"	"96,106;"	"0"	"100"
"49667"	"24594"	"149,160;"	"0"	"100"
"49668"	"24595"	"125,133;"	"0"	"100"
"49669"	"5844"	"48,55;"	"0"	"100"
"49670"	"4130"	"384,395;"	"0"	"100"
"49671"	"24602"	"152,156;"	"0"	"100"
"49672"	"24603"	"318,321;"	"0"	"100"
"49673"	"24604"	"117,127;"	"0"	"100"
"49674"	"24610"	"340,343;"	"0"	"100"
"49675"	"14969"	"53,61;"	"0"	"100"
"49676"	"24612"	"128,150;"	"0"	"100"
"49677"	"24613"	"46,68;"	"0"	"100"
"49678"	"26028"	"208,218;"	"0"	"100"
"49678"	"3320"	"145,155;"	"1"	"100"
"49679"	"24614"	"155,173;"	"0"	"100"
"49680"	"24615"	"341,358;"	"0"	"100"
"49681"	"18795"	"186,191;"	"0"	"100"
"49681"	"19001"	"51,56;"	"1"	"100"
"49681"	"19003"	"80,85;"	"2"	"100"
"49681"	"1141"	"135,140;"	"3"	"100"
"49681"	"4945"	"85,90;"	"4"	"100"
"49681"	"9762"	"295,300;"	"5"	"100"
"49681"	"13894"	"175,180;"	"6"	"100"
"49681"	"17955"	"61,66;"	"7"	"100"
"49681"	"19892"	"75,80;"	"8"	"100"
"49681"	"18766"	"227,232;"	"9"	"100"
"49682"	"24617"	"122,127;"	"0"	"100"
"49683"	"22551"	"320,329;"	"0"	"100"
"49683"	"8211"	"126,135;"	"1"	"100"
"49683"	"5776"	"30,39;237,245;"	"2"	"100"
"49684"	"24618"	"72,79;"	"0"	"100"
"49685"	"24619"	"73,82;"	"0"	"100"
"49686"	"13635"	"49,58;"	"0"	"100"
"49687"	"24622"	"152,160;"	"0"	"100"
"49688"	"24625"	"46,52;"	"0"	"100"
"49689"	"24627"	"283,292;"	"0"	"100"
"49691"	"24629"	"74,77;"	"0"	"100"
"49692"	"24631"	"183,190;"	"0"	"100"
"49694"	"24633"	"103,110;"	"0"	"100"
"49695"	"24656"	"190,202;"	"0"	"100"
"49696"	"24642"	"96,101;"	"0"	"100"
"49697"	"24641"	"113,124;"	"0"	"100"
"49698"	"24644"	"22,30;"	"0"	"100"
"49699"	"24649"	"180,188;"	"0"	"100"
"49700"	"28135"	"194,197;214,217;456,459;"	"0"	"100"
"49701"	"24651"	"167,170;"	"0"	"100"
"49702"	"24652"	"158,167;"	"0"	"100"
"49703"	"24653"	"47,57;"	"0"	"100"
"49704"	"24654"	"177,182;"	"0"	"100"
"49705"	"23485"	"102,107;"	"0"	"100"
"49706"	"24655"	"465,472;"	"0"	"100"
"49707"	"3055"	"96,103;"	"0"	"100"
"49708"	"24658"	"26,35;"	"0"	"100"
"49709"	"24658"	"169,176;"	"0"	"100"
"49710"	"24662"	"277,282;"	"0"	"100"
"49711"	"24664"	"22,36;"	"0"	"100"
"49712"	"24665"	"325,334;"	"0"	"100"
"49713"	"24667"	"211,217;"	"0"	"100"
"49714"	"24668"	"66,69;"	"0"	"100"
"49715"	"24669"	"42,43;98,99;"	"0"	"100"
"49716"	"24670"	"58,64;"	"0"	"100"
"49717"	"24675"	"25,30;"	"0"	"100"
"49718"	"427"	"38,50;"	"0"	"100"
"49719"	"17036"	"175,183;"	"0"	"100"
"49720"	"24678"	"39,51;"	"0"	"100"
"49721"	"24686"	"93,102;"	"0"	"100"
"49722"	"24692"	"40,47;"	"0"	"100"
"49723"	"24691"	"227,232;"	"0"	"100"
"49724"	"6864"	"189,199;"	"0"	"100"
"49725"	"24694"	"81,90;"	"0"	"100"
"49726"	"1680"	"174,180;"	"0"	"100"
"49727"	"24701"	"19,26;63,70;"	"0"	"100"
"49728"	"431"	"68,71;"	"0"	"100"
"49729"	"24709"	"149,153;"	"0"	"100"
"49730"	"24715"	"23,29;"	"0"	"100"
"49731"	"24714"	"255,261;"	"0"	"100"
"49732"	"24716"	"75,81;"	"0"	"100"
"49733"	"24396"	"36,40;"	"0"	"100"
"49734"	"24717"	"51,57;"	"0"	"100"
"49735"	"7565"	"179,188;"	"0"	"100"
"49736"	"30005"	"145,156;"	"0"	"100"
"49737"	"5603"	"127,145;"	"0"	"100"
"49738"	"24738"	"219,224;"	"0"	"100"
"49739"	"5255"	"107,118;"	"0"	"100"
"49740"	"24742"	"41,48;"	"0"	"100"
"49741"	"24750"	"106,127;"	"0"	"100"
"49742"	"24751"	"135,146;"	"0"	"100"
"49743"	"24752"	"54,61;"	"0"	"100"
"49744"	"2353"	"85,106;"	"0"	"100"
"49745"	"24753"	"80,101;"	"0"	"100"
"49746"	"1197"	"119,140;"	"0"	"100"
"49747"	"24756"	"165,171;"	"0"	"100"
"49747"	"24757"	"53,62;"	"1"	"100"
"49748"	"24758"	"146,151;"	"0"	"100"
"49749"	"24762"	"147,167;"	"0"	"100"
"49750"	"23244"	"177,186;"	"0"	"100"
"49750"	"24764"	"67,76;"	"1"	"100"
"49751"	"24767"	"188,199;"	"0"	"100"
"49752"	"18247"	"306,317;"	"0"	"100"
"49753"	"24769"	"379,395;"	"0"	"100"
"49754"	"24771"	"31,42;"	"0"	"100"
"49755"	"24770"	"190,197;"	"0"	"100"
"49756"	"3466"	"47,55;"	"0"	"100"
"49757"	"24780"	"96,110;"	"0"	"100"
"49757"	"24775"	"60,74;"	"1"	"100"
"49758"	"9189"	"63,69;"	"0"	"100"
"49759"	"8687"	"250,257;"	"0"	"100"
"49759"	"9004"	"55,62;"	"1"	"100"
"49760"	"3956"	"28,32;"	"0"	"100"
"49760"	"9004"	"124,128;"	"1"	"100"
"49761"	"1538"	"295,300;"	"0"	"100"
"49762"	"7750"	"427,427;441,446;"	"0"	"100"
"49763"	"10431"	"127,139;"	"0"	"100"
"49764"	"25560"	"170,177;"	"0"	"100"
