"id"	"propform"	"tildevalue"	"%"	"actantslist"
"31952"	"~ par $1 de $2 pour $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"31953"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"31954"	"$1, qui est la ~ de $2"	""	"100"	"($1=X,$2=Y)"
"31955"	"$1, qui est une ~"	""	"100"	"($1=X)"
"31956"	"~ qui sert à $1"	""	"90"	"($1=X)"
"31958"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"31959"	"~"	""	"100"	"()"
"31961"	"~ $1"	""	"100"	"($1=X)"
"31964"	"$1 ~"	""	"100"	"($1=X)"
"31965"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"31966"	"~ de $1"	""	"100"	"($1=X)"
"31967"	"$1 ~"	""	"100"	"($1=X)"
"31968"	"$1 qui est ~"	""	"100"	"($1=X)"
"31969"	"! ~ par $1 de $2 par $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"31970"	"$1 ~"	""	"100"	"($1=X)"
"31971"	"~ où vivent les $1"	""	"100"	"($1=X)"
"31973"	"$1, qui est une ~"	""	"100"	"($1=X)"
"31974"	"~ de $1"	""	"100"	"($1=X)"
"31975"	"$1 qui est ~"	""	"100"	"($1=X)"
"31979"	"$1 qui est ~"	""	"100"	"($1=X)"
"31985"	"$1 ~"	""	"100"	"($1=X)"
"31986"	"! ~ par $1 de $2 du support $3 au moyen de $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"31988"	"[$1] ~ à $2"	" en proie "	"100"	"($1=X,$2=Y)"
"31990"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"31991"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"31994"	"$1 ~"	""	"100"	"($1=X)"
"31995"	"~ par $1 de $2 avec $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"31996"	"$1 qui est ~"	""	"100"	"($1=X)"
"31997"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32001"	"$1 qui est ~"	""	"100"	"($1=X)"
"32002"	"$1 qui est ~"	""	"100"	"($1=X)"
"32005"	"$1, qui est une ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32007"	"~ où travaillent les $1 au service des $2"	""	"100"	"($1=X,$2=Y)"
"32008"	"~ où travaillent les $1 au service des $2"	""	"100"	"($1=X,$2=Y)"
"32009"	"$1 ~"	""	"100"	"($1=X)"
"32010"	"~ de $1 par $2"	""	"100"	"($1=Y,$2=X)"
"32011"	"$1 ~"	""	"100"	"($1=X)"
"32012"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32013"	"~ où vivent les $1"	""	"100"	"($1=X)"
"32015"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32016"	"$1 ~"	""	"100"	"($1=X)"
"32017"	"$1, qui est une ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32018"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32019"	"$1 qui est ~"	""	"100"	"($1=X)"
"32020"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32021"	"$1 ~"	""	"100"	"($1=X)"
"32022"	"$1 est ~ par $2"	""	"100"	"($1=X,$2=Y)"
"32026"	"$1 ~"	""	"100"	"($1=X)"
"32031"	"~ par $1 de $2 sur $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32034"	"$1 est ~ sur $2"	""	"100"	"($1=X,$2=Y)"
"32038"	"~ par $1 de $2 avec $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32039"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32042"	"$1, ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32043"	"$1, qui est une ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32044"	"$1 ~ $2 avec $3"	" décoince "	"100"	"($1=X,$2=Y,$3=Z)"
"32045"	"$1, ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32046"	"$1, qui est une ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32048"	"$1, ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32049"	"~ de $1 pour $2"	""	"100"	"($1=X,$2=Y)"
"32050"	"$1, qui est une ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32051"	"~ entre $1 et $2"	""	"100"	"($1=X,$2=Y)"
"32052"	"$1 ~"	""	"100"	"($1=X)"
"32053"	"$1 est ~ face à $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32054"	"$1, qui est une ~ livrant $2 à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32055"	"$1 est ~ par $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32056"	"$1 est ~ face à $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32057"	"$1 est ~ face à $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32058"	"~ qui sert à $1"	""	"100"	"($1=X)"
"32059"	"$1 qui est ~"	""	"100"	"($1=X)"
"32061"	"$1 ~"	""	"100"	"($1=X)"
"32062"	"~ de $1"	""	"100"	"($1=X)"
"32063"	"$1 ~"	"se baisse"	"100"	"($1=X)"
"32064"	"~ de $1 causé par $2"	""	"100"	"($1=X,$2=Y)"
"32065"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32066"	"$1 ~"	""	"100"	"($1=X)"
"32067"	"$1 ~"	"boit"	"100"	"($1=X)"
"32068"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32069"	"~ de $2 par $1"	""	"100"	"($1=Y,$2=X)"
"32071"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32072"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32076"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32078"	"$1 ~"	""	"100"	"($1=X)"
"32080"	"~, $1"	""	"100"	"($1=X)"
"32082"	"~"	""	"100"	"()"
"32083"	"~ de $1 à propos de $2 destiné à $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32086"	"$1 ~"	""	"100"	"($1=X)"
"32087"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32088"	"$1 est ~ comme $2"	""	"100"	"($1=X,$2=Y)"
"32089"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32090"	"$1 qui est ~"	""	"100"	"($1=X)"
"32091"	"$1 qui est ~"	""	"100"	"($1=X)"
"32092"	"$1 qui est ~"	""	"100"	"($1=X)"
"32095"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32096"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32098"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32099"	"! ~ destinée à être consommée par $1 cultivée par $2"	""	"90"	"($1=X,$2=Y)"
"32100"	"$1 ~"	""	"100"	"($1=X)"
"32101"	"~ de $1 avec $2 pour $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32102"	"$1 ~ avec $2"	"se brouille"	"100"	"($1=X,$2=Y)"
"32103"	"$1, ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32104"	"$1, qui est une ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32105"	"$1 ~"	""	"100"	"($1=X)"
"32106"	"! $1 ~ avec $2"	"se brûle"	"100"	"($1=X,$2=Y)"
"32107"	"$1 ~"	""	"100"	"($1=X)"
"32108"	"~ de $1 par $2 en $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32109"	"! ~ de $1 par $2"	""	"60"	"($1=Y,$2=X)"
"32110"	"~ qui sert à $1 pour coller $2 sur $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32112"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32114"	"$1 ~"	""	"100"	"($1=X)"
"32116"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32117"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32118"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32119"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32120"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32122"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32123"	"$1 qui est ~"	""	"100"	"($1=X)"
"32124"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32125"	"$1 qui est ~"	""	"100"	"($1=X)"
"32127"	"~ par $1 de $2 sur $3 avec $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"32128"	"$1 ~"	""	"100"	"($1=X)"
"32129"	"$1 qui est ~"	""	"100"	"($1=X)"
"32130"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32132"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32134"	"$1 qui est ~"	""	"100"	"($1=X)"
"32135"	"$1 est ~ par $2"	""	"100"	"($1=X,$2=Y)"
"32137"	"$1 qui est ~"	""	"100"	"($1=X)"
"32138"	"~ de $1"	""	"100"	"($1=X)"
"32139"	"~ destinés à être consommé par $1"	""	"100"	"($1=X)"
"32140"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32141"	"~ de $1"	""	"100"	"($1=X)"
"32142"	"~ par $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"32143"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32144"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32145"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32147"	"~ où vivent les $1"	""	"100"	"($1=X)"
"32148"	"~ de $1"	""	"100"	"($1=X)"
"32149"	"$1 ~"	""	"100"	"($1=X)"
"32150"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32152"	"$1 qui est ~"	""	"100"	"($1=X)"
"32155"	"~ fait par $1 à $2au sujet de $3 consistant en $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"32157"	"~ fait par $1 à $2 au sujet de $3 consistant en $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"32163"	"$1 qui est ~"	""	"100"	"($1=X)"
"32167"	"$1 qui est ~"	""	"100"	"($1=X)"
"32168"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32169"	"~ utilisé par $1"	""	"100"	"($1=X)"
"32171"	"~ $1"	""	"100"	"($1=X)"
"32172"	"$1, ~ qui vend $2"	""	"100"	"($1=X,$2=Y)"
"32173"	"$1, ~ qui vend $2"	""	"100"	"($1=X,$2=Y)"
"32174"	"$1 qui est ~"	""	"100"	"($1=X)"
"32180"	"$1 ~ $2"	"désarme"	"100"	"($1=X,$2=Y)"
"32181"	"! ~ faite par $1 entre $2 et $3"	""	"60"	"($1=X,$2=Y,$3=Z)"
"32182"	"$1 ~"	""	"100"	"($1=X)"
"32184"	"~ de $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32186"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32187"	"! $1 est ~ à $2"	""	"60"	"($1=X,$2=Y)"
"32189"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32191"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"32192"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32194"	"$1 qui est ~"	""	"100"	"($1=X)"
"32196"	"$1 ~ $2"	" compense "	"100"	"($1=Z,$2=Y)"
"32204"	"! $1 ~de   $2"	" démissionne  "	"90"	"($1=X,$2=Y)"
"32207"	"~ de $1"	""	"100"	"($1=X)"
"32208"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"32211"	"$1 est ~ dans $2"	""	"100"	"($1=X,$2=Y)"
"32215"	"$1 est ~ avec $2"	""	"100"	"($1=X,$2=Y)"
"32216"	"$1, qui est un ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32219"	"$1, qui est une ~ de $2 dans $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32220"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32223"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32224"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"32225"	"~ de $1"	""	"100"	"($1=X)"
"32226"	"$1 est ~ à $2"	""	"100"	"($1=X,$2=Y)"
"32227"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"32229"	"$1 qui est ~"	""	"100"	"($1=X)"
"32231"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32232"	"~ où vivent les $1"	""	"100"	"($1=X)"
"32233"	"$1 ~"	"s’améliore"	"100"	"($1=X)"
"32234"	"$1 ~ $2"	" nettoie "	"100"	"($1=X,$2=Y)"
"32235"	"$1 ~ $2 avec $3"	"nettoie"	"100"	"($1=X,$2=Y,$3=Z)"
"32236"	"~ de $1"	""	"100"	"($1=X)"
"32237"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32238"	"~ de $1"	""	"100"	"($1=X)"
"32239"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32240"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32241"	"~ de $1"	""	"100"	"($1=X)"
"32242"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32244"	"$1, qui est la ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32245"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32246"	"$1 qui est ~"	""	"100"	"($1=X)"
"32248"	"$1 ~"	" se calme "	"100"	"($1=X)"
"32249"	"$1 qui est ~"	""	"100"	"($1=X)"
"32250"	"~ de $1 à $2"	""	"100"	"($1=X,$2=Y)"
"32251"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32252"	"$1, qui est la ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32253"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32254"	"~ de $1"	""	"100"	"($1=X)"
"32255"	"$1, qui est une ~ de $2"	""	"100"	"($1=Z,$2=Y)"
"32257"	"$1 ~"	""	"100"	"($1=X)"
"32258"	"$1, qui est le ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32259"	"$1 ~"	"s’apaise"	"100"	"($1=X)"
"32262"	"$1 ~"	""	"100"	"($1=X)"
"32264"	"~ à laquelle participent les $1"	""	"100"	"($1=X)"
"32265"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32266"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32267"	"$1 ~"	"se change"	"100"	"($1=X)"
"32268"	"! $1 ~ de $2"	"se charge"	"100"	"($1=X,$2=Y)"
"32269"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32270"	"~ produit par $1"	""	"100"	"($1=X)"
"32271"	"$1 ~ $2 vers $3"	"lance"	"90"	"($1=X,$2=Y,$3=Z)"
"32272"	"$1 ~ $2 avec $3"	"alimente"	"100"	"($1=X,$2=Y,$3=Z)"
"32273"	"$1 ~ $2"	"collectionne"	"100"	"($1=X,$2=Y)"
"32276"	"$1 ~"	""	"100"	"($1=X)"
"32278"	"$1 ~"	""	"100"	"($1=X)"
"32279"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32280"	"$1 ~ $2 dans le domaine $3"	"accompagne"	"100"	"($1=X,$2=Y,$3=Z)"
"32281"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32282"	"$1 ~ $2 en jouant de l’instrument $3"	"accompagne"	"100"	"($1=X,$2=Y,$3=Z)"
"32283"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32284"	"$1 ~ $2"	"accompagne"	"100"	"($1=X,$2=Y)"
"32285"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32286"	"$1, ~ de $2 en jouant de  $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32287"	"$1 ~"	""	"100"	"($1=X)"
"32288"	"$1 ~"	""	"100"	"($1=X)"
"32289"	"$1, qui est l’~ de $2 en jouant de l’instrument $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32291"	"$1 ~"	" s’accomplit"	"100"	"($1=X)"
"32292"	"$1 qui est ~"	""	"100"	"($1=X)"
"32293"	"$1 ~avec $2 au sujet de $3"	" s’accorde "	"100"	"($1=X,$2=Y,$3=Z)"
"32294"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32295"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32296"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32297"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32298"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32300"	"$1 ~"	""	"100"	"($1=X)"
"32301"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32302"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32303"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32304"	"~ de $1"	""	"100"	"($1=X)"
"32305"	"$1 qui est ~"	""	"100"	"($1=X)"
"32306"	"$1 ~"	""	"100"	"($1=X)"
"32307"	"$1 ~"	""	"100"	"($1=X)"
"32308"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32309"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32310"	"$1 qui est ~"	""	"100"	"($1=X)"
"32311"	"$1 ~"	""	"100"	"($1=X)"
"32312"	"$1 ~"	""	"100"	"($1=X)"
"32313"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32314"	"$1 qui est ~"	""	"100"	"($1=X)"
"32315"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32316"	"$1 ~"	""	"100"	"($1=X)"
"32317"	"$1 ~"	""	"100"	"($1=X)"
"32318"	"~ de $1"	""	"100"	"($1=X)"
"32320"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32321"	"~ où vivent les $1"	""	"100"	"($1=X)"
"32322"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32324"	"$1 ~ $2 de $3"	"nettoie"	"100"	"($1=W,$2=Y,$3=Z)"
"32328"	"$1 ~"	""	"100"	"($1=X)"
"32330"	"$1 ~ $2"	" change "	"100"	"($1=Y,$2=X)"
"32331"	"$1 ~"	""	"100"	"($1=X)"
"32332"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32333"	"$1 ~"	""	"100"	"($1=X)"
"32335"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32336"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32340"	"$1 qui est ~"	""	"100"	"($1=X)"
"32341"	"~ de $1"	""	"100"	"($1=X)"
"32342"	"~ de $1 causé par $2"	""	"100"	"($1=X,$2=Y)"
"32343"	"$1 qui est ~"	""	"100"	"($1=X)"
"32344"	"$1 ~"	""	"100"	"($1=X)"
"32350"	"$1 ~ à $2 avec $3"	" s’accroche "	"100"	"($1=X,$2=Y,$3=Z)"
"32351"	"~ de $1"	""	"100"	"($1=X)"
"32352"	"$1 qui est ~"	""	"100"	"($1=X)"
"32353"	"$1 ~"	"s’accumule"	"100"	"($1=X)"
"32354"	"$1 ~ $2"	" accumule "	"100"	"($1=X,$2=Y)"
"32357"	"~, $1"	""	"100"	"($1=X)"
"32358"	"$1 ~ $2 avec $3"	" achève "	"100"	"($1=X,$2=Y,$3=Z)"
"32359"	"~ de $1"	""	"100"	"($1=Y)"
"32360"	"$1 ~"	" s’achève "	"100"	"($1=X)"
"32362"	"$1 ~ $2"	" acquiert "	"100"	"($1=X,$2=Y)"
"32364"	"! ~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32365"	"$1 est ~ par $2 pour $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32366"	"$1, qui est l’~ de $2"	""	"100"	"($1=X,$2=Y)"
"32367"	"$1, qui est l’~ de $2"	""	"100"	"($1=X,$2=Y)"
"32368"	"$1 ~"	""	"100"	"($1=X)"
"32369"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32376"	"$1 qui est ~"	""	"100"	"($1=X)"
"32377"	"~ utilisée par $1 pour cuisiner $2"	""	"100"	"($1=X,$2=Y)"
"32380"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32381"	"$1 qui est ~"	""	"100"	"($1=X)"
"32382"	"~ constitué des $2 porté par $1"	""	"100"	"($1=X,$2=Y)"
"32383"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32385"	"$1 qui est ~"	""	"100"	"($1=X)"
"32387"	"$1 ~"	""	"100"	"($1=X)"
"32391"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32392"	"[$1] ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32393"	"~ de $1 à $2 par $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32395"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32396"	"$1 qui est ~"	""	"100"	"($1=X)"
"32397"	"~ de $1"	""	"100"	"($1=X)"
"32398"	"$1 qui est ~"	""	"100"	"($1=X)"
"32400"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32402"	"$1 ~"	""	"100"	"($1=X)"
"32403"	"! $1 ~ $2"	"comporte"	"60"	"($1=X,$2=Y)"
"32404"	"~ de $1"	""	"100"	"($1=X)"
"32405"	"$1 est ~ à $2"	""	"100"	"($1=X,$2=Y)"
"32406"	"$1 ~ à $2"	" s’adapte "	"100"	"($1=X,$2=Y)"
"32407"	"$1 est ~ à $2 au moyen de  $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32409"	"~ par $1 de $2 avec $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32413"	"$1 ~ à $2"	"s’additionne "	"100"	"($1=X,$2=Y)"
"32414"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32415"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32416"	"$1 ~ $2"	" compose "	"100"	"($1=X,$2=Y)"
"32418"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32419"	"$1 ~que $2"	" admet "	"100"	"($1=X,$2=Y)"
"32420"	"$1 ~ de $2"	" se compose "	"100"	"($1=X,$2=Y)"
"32421"	"$1 ~"	""	"100"	"($1=X)"
"32423"	"~ de $1"	""	"100"	"($1=X)"
"32424"	"$1, qui est une ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32426"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32427"	"$1 qui est ~"	""	"100"	"($1=X)"
"32428"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32429"	"$1 qui est ~"	""	"100"	"($1=X)"
"32431"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32435"	"$1 est ~ pour $2"	""	"100"	"($1=X,$2=Y)"
"32436"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32439"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32440"	"$1 qui est ~"	""	"100"	"($1=X)"
"32443"	"~ de $1"	""	"100"	"($1=X)"
"32444"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32445"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32446"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32447"	"$1 qui est ~"	""	"100"	"($1=X)"
"32449"	"$1 est ~ par $2"	""	"100"	"($1=X,$2=Y)"
"32451"	"~ de $1"	""	"100"	"($1=X)"
"32453"	"$1, ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32454"	"$1, une ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32455"	"$1 est ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32456"	"$1, un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32459"	"~ de $1"	""	"100"	"($1=X)"
"32460"	"$1 qui est ~"	""	"100"	"($1=X)"
"32461"	"~ destiné à être consommé par $1"	""	"100"	"($1=X)"
"32462"	"~ auquel participent les $1"	""	"100"	"($1=X)"
"32463"	"~ auquel participent les $1"	""	"100"	"($1=X)"
"32464"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32465"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32466"	"~ de $1"	""	"100"	"($1=X)"
"32467"	"$1 ~"	""	"100"	"($1=X)"
"32468"	"$1 qui est ~"	""	"100"	"($1=X)"
"32470"	"$1 qui est ~"	""	"100"	"($1=X)"
"32471"	"$1 ~"	""	"100"	"($1=X)"
"32472"	"~ de $1"	""	"100"	"($1=X)"
"32473"	"$1 qui est ~"	""	"100"	"($1=X)"
"32474"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32475"	"$1 ~ devant $2"	"s’attendrit"	"100"	"($1=X,$2=Y)"
"32477"	"~ de $1 envers $2"	""	"100"	"($1=X,$2=Y)"
"32479"	"$1, qui est un ~"	""	"100"	"($1=X)"
"32480"	"$1 est ~ à $2"	""	"100"	"($1=X,$2=Y)"
"32481"	"$1, qui est une ~"	""	"100"	"($1=X)"
"32482"	"$1 ~"	""	"100"	"($1=X)"
"32484"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"32485"	"$1 qui est ~"	""	"100"	"($1=X)"
"32487"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32488"	"~ de $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"32489"	"~ qui sert à $1"	""	"100"	"($1=X)"
"32490"	"~ contenant la substance $2 destinée à être consommée par $1"	""	"100"	"($1=X,$2=Y)"
"32491"	"$1, qui est une ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32492"	"~ de $2 destiné à être consommé par $1"	""	"100"	"($1=X,$2=Y)"
"32493"	"~ de $2 destinée à être consommée par $1"	""	"100"	"($1=X,$2=Y)"
"32494"	"$1 ~"	""	"100"	"($1=X)"
"32496"	"$1 qui est ~"	""	"100"	"($1=X)"
"32497"	"~ de $2 ressenti par $1"	""	"100"	"($1=X,$2=Y)"
"32498"	"~ qui sert à $1"	""	"100"	"($1=X)"
"32500"	"~ de $2 qui sert à $1"	""	"100"	"($1=X,$2=Y)"
"32501"	"$1 est ~ à $2"	""	"100"	"($1=X,$2=Y)"
"32502"	"~ de $1"	""	"80"	"($1=X)"
"32503"	"[$1] ~ de $2"	""	"100"	"($1=X,$2=Y)"
"32505"	"~ par $1 de $2 avec $3"	""	"100"	"($1=X,$2=Y,$3=Z)"
"32506"	"$1 ~ $2 vers $3"	" déconcentre "	"100"	"($1=X,$2=Y,$3=Z)"
"32507"	"$1 qui est ~"	""	"100"	"($1=X)"
"32508"	"~ par $1 de $2 dans $3"	""	"100"	"($1=Z,$2=X,$3=Y)"
"32509"	"$1 ~ sur $2"	" se concentre "	"100"	"($1=X,$2=Y)"
"32510"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"32511"	"$1 ~ dans $2"	" se concentre "	"100"	"($1=X,$2=Y)"
"32512"	"! ~ par $1 de $2 depuis $3vers $4"	""	"100"	"($1=X,$2=Y,$3=Z,$4=W)"
"32514"	"$1 ~"	""	"100"	"($1=X)"
"32515"	"$1 ~"	""	"100"	"($1=X)"
"32516"	"$1 qui est ~"	""	"100"	"($1=X)"
"32519"	"$1 qui est ~"	""	"100"	"($1=X)"
"32520"	"$1 ~ $2 à $3"	"concède"	"100"	"($1=X,$2=Y,$3=Z)"
"32521"	"~ de $1 sur $2"	""	"100"	"($1=X,$2=Y)"
"32522"	"~ par $1 de $2"	""	"100"	"($1=X,$2=Y)"
"32523"	"$1, qui est un ~ de $2"	""	"100"	"($1=X,$2=Y)"
