"id"	"entry"	"lexnum"	"status"	"%"
"29404"	"29406"	"I.1"	"2"	"100"
"29405"	"29407"	""	"2"	"100"
"29406"	"29408"	""	"2"	"100"
"29407"	"29409"	"I"	"2"	"100"
"29408"	"29410"	""	"2"	"100"
"29409"	"29411"	""	"2"	"100"
"29410"	"29412"	"I.1"	"2"	"100"
"29411"	"29413"	""	"2"	"100"
"29412"	"29414"	"I.2"	"2"	"100"
"29413"	"29415"	"I.2"	"2"	"100"
"29414"	"29416"	"b"	"2"	"100"
"29415"	"29417"	""	"2"	"100"
"29416"	"29418"	"I.2"	"2"	"100"
"29417"	"29419"	"1"	"2"	"100"
"29418"	"29420"	""	"2"	"100"
"29419"	"29421"	""	"2"	"100"
"29420"	"29422"	"I"	"2"	"100"
"29421"	"29423"	""	"2"	"100"
"29422"	"29424"	""	"2"	"100"
"29423"	"29425"	""	"2"	"100"
"29424"	"29426"	"I.2"	"2"	"100"
"29425"	"29427"	"I"	"2"	"100"
"29426"	"29428"	""	"2"	"100"
"29427"	"29429"	"1b"	"2"	"100"
"29428"	"29430"	"I.a"	"2"	"100"
"29429"	"29431"	""	"2"	"100"
"29430"	"29432"	"I"	"2"	"100"
"29431"	"29433"	"I"	"2"	"100"
"29432"	"29434"	""	"2"	"100"
"29433"	"29435"	""	"2"	"100"
"29434"	"29436"	""	"2"	"100"
"29435"	"29437"	"I.2"	"2"	"100"
"29436"	"29438"	"I.2"	"2"	"100"
"29437"	"29439"	""	"2"	"100"
"29438"	"29440"	"I"	"2"	"100"
"29439"	"29441"	""	"2"	"100"
"29440"	"29442"	""	"2"	"100"
"29441"	"29443"	"1b"	"2"	"100"
"29442"	"29444"	"1b"	"2"	"100"
"29443"	"29445"	"I.2"	"2"	"100"
"29444"	"29446"	""	"2"	"100"
"29446"	"29448"	"I"	"2"	"100"
"29447"	"29449"	"I"	"2"	"100"
"29448"	"29450"	"I"	"2"	"100"
"29449"	"29451"	"I"	"2"	"100"
"29450"	"29452"	"1"	"2"	"100"
"29451"	"29453"	"I.1a"	"2"	"100"
"29452"	"29454"	"I.2"	"2"	"100"
"29453"	"29455"	""	"2"	"100"
"29454"	"29456"	""	"2"	"100"
"29455"	"29457"	"II"	"2"	"100"
"29456"	"29458"	""	"2"	"100"
"29457"	"29459"	"I.1"	"2"	"100"
"29458"	"29460"	""	"2"	"100"
"29459"	"29461"	"I.1"	"2"	"100"
"29460"	"29462"	""	"2"	"100"
"29461"	"29463"	""	"2"	"100"
"29462"	"29464"	""	"2"	"100"
"29463"	"29465"	"II"	"2"	"100"
"29464"	"29466"	"1"	"2"	"100"
"29465"	"29467"	""	"2"	"100"
"29466"	"29468"	"II"	"2"	"100"
"29467"	"29469"	"II.1"	"2"	"100"
"29468"	"29470"	"I.1"	"2"	"100"
"29469"	"29471"	""	"2"	"100"
"29470"	"29472"	"I"	"2"	"100"
"29471"	"29473"	""	"2"	"100"
"29472"	"29474"	"I.1"	"2"	"100"
"29473"	"29475"	"II"	"2"	"100"
"29474"	"29476"	"I.1"	"2"	"100"
"29475"	"29477"	"1"	"2"	"100"
"29476"	"29478"	"I"	"2"	"100"
"29477"	"29479"	""	"2"	"100"
"29478"	"29480"	"I"	"2"	"100"
"29479"	"29481"	"I.1"	"2"	"100"
"29480"	"29482"	""	"2"	"100"
"29481"	"29483"	"I"	"2"	"100"
"29482"	"29484"	""	"2"	"100"
"29483"	"29485"	"I"	"2"	"100"
"29484"	"29486"	""	"2"	"100"
"29485"	"29487"	""	"2"	"100"
"29486"	"29488"	""	"2"	"100"
"29487"	"29489"	""	"2"	"100"
"29488"	"29490"	""	"2"	"100"
"29489"	"29491"	""	"2"	"100"
"29490"	"29492"	"I"	"2"	"100"
"29491"	"29493"	"II"	"2"	"100"
"29492"	"29494"	"I.1"	"2"	"100"
"29493"	"29495"	""	"2"	"100"
"29494"	"29496"	"I.1"	"2"	"100"
"29495"	"29497"	""	"2"	"100"
"29496"	"29498"	"II"	"2"	"100"
"29497"	"41372"	""	"2"	"100"
"29498"	"29500"	"I.1"	"2"	"100"
"29499"	"29501"	"2"	"2"	"100"
"29500"	"29502"	""	"2"	"100"
"29501"	"29503"	""	"2"	"100"
"29502"	"29504"	""	"2"	"100"
"29503"	"29505"	"III"	"2"	"100"
"29504"	"29506"	"I"	"2"	"100"
"29505"	"29507"	""	"2"	"100"
"29506"	"29508"	"1"	"2"	"100"
"29507"	"29509"	"I"	"2"	"100"
"29508"	"29510"	"II"	"2"	"100"
"29509"	"29511"	""	"2"	"100"
"29510"	"29512"	"1"	"2"	"100"
"29511"	"29513"	"2"	"2"	"100"
"29512"	"29514"	"I"	"2"	"100"
"29513"	"29515"	""	"2"	"100"
"29514"	"29516"	"I"	"2"	"100"
"29515"	"29517"	"a"	"2"	"100"
"29516"	"29518"	""	"2"	"100"
"29517"	"29519"	""	"2"	"100"
"29518"	"29520"	""	"2"	"100"
"29519"	"29521"	""	"2"	"100"
"29520"	"29522"	"I"	"2"	"100"
"29521"	"29523"	""	"2"	"100"
"29522"	"29524"	""	"2"	"100"
"29523"	"29525"	"1"	"2"	"100"
"29524"	"29526"	"III.2"	"2"	"100"
"29525"	"29527"	"I"	"2"	"100"
"29526"	"29528"	"I.1"	"2"	"100"
"29527"	"29529"	""	"2"	"100"
"29528"	"29530"	""	"2"	"100"
"29529"	"29531"	"I"	"2"	"100"
"29530"	"29532"	""	"2"	"100"
"29531"	"29533"	""	"2"	"100"
"29532"	"29534"	""	"2"	"100"
"29533"	"29535"	"I"	"2"	"100"
"29534"	"29536"	""	"2"	"100"
"29535"	"29537"	"1"	"2"	"100"
"29536"	"29538"	"I.1"	"2"	"100"
"29537"	"29539"	"I"	"2"	"100"
"29538"	"29540"	"I.1"	"2"	"100"
"29539"	"29541"	""	"2"	"100"
"29540"	"29542"	""	"2"	"100"
"29541"	"29543"	"I"	"2"	"100"
"29542"	"29544"	""	"2"	"100"
"29543"	"29545"	"2"	"2"	"100"
"29544"	"29546"	""	"2"	"100"
"29545"	"29547"	"I.b"	"2"	"100"
"29546"	"29548"	"I.1"	"2"	"100"
"29547"	"29549"	"I"	"2"	"100"
"29548"	"29550"	""	"2"	"100"
"29549"	"29551"	"II"	"2"	"100"
"29550"	"29552"	""	"2"	"100"
"29551"	"29553"	""	"2"	"100"
"29552"	"29554"	"I"	"2"	"100"
"29553"	"29555"	""	"2"	"100"
"29554"	"29556"	""	"2"	"100"
"29555"	"29557"	"1"	"2"	"100"
"29556"	"29558"	"I"	"2"	"100"
"29557"	"29559"	"I.1"	"1"	"100"
"29558"	"29560"	"I.1a"	"2"	"100"
"29559"	"29561"	"I.1"	"2"	"100"
"29560"	"29562"	"1"	"1"	"100"
"29561"	"29563"	"I.1"	"2"	"100"
"29562"	"29564"	""	"2"	"100"
"29563"	"29565"	"I.2"	"2"	"100"
"29564"	"29566"	"I.1"	"2"	"100"
"29565"	"29567"	""	"2"	"100"
"29566"	"29568"	""	"2"	"100"
"29567"	"29569"	"I.1"	"2"	"100"
"29568"	"29570"	"I"	"2"	"100"
"29569"	"29571"	"I"	"2"	"100"
"29570"	"29572"	""	"2"	"100"
"29571"	"29573"	"I"	"2"	"100"
"29572"	"29574"	"I"	"2"	"100"
"29573"	"29575"	"I"	"2"	"100"
"29574"	"29576"	""	"2"	"100"
"29575"	"29577"	"I"	"2"	"100"
"29576"	"29578"	"I.1"	"2"	"100"
"29577"	"29579"	"1"	"2"	"100"
"29578"	"29580"	"II"	"2"	"100"
"29579"	"29581"	""	"2"	"100"
"29580"	"29582"	""	"2"	"100"
"29581"	"29583"	"I"	"2"	"100"
"29582"	"29584"	"I"	"2"	"100"
"29583"	"29585"	"I.a"	"2"	"100"
"29584"	"29586"	""	"2"	"100"
"29585"	"29587"	"I"	"2"	"100"
"29586"	"29588"	""	"2"	"100"
"29587"	"29589"	""	"2"	"100"
"29588"	"29590"	"1"	"2"	"100"
"29589"	"29591"	""	"2"	"100"
"29590"	"29592"	"a"	"2"	"100"
"29591"	"29593"	""	"2"	"100"
"29592"	"29594"	"I"	"2"	"100"
"29593"	"29595"	"I"	"2"	"100"
"29594"	"29596"	""	"2"	"100"
"29595"	"29597"	"II"	"2"	"100"
"29596"	"29598"	""	"2"	"100"
"29597"	"29599"	""	"2"	"100"
"29598"	"29600"	""	"2"	"100"
"29599"	"29601"	"I"	"2"	"100"
"29600"	"29602"	"I.1"	"2"	"100"
"29601"	"29603"	"II"	"2"	"100"
"29602"	"29604"	"I.1"	"2"	"100"
"29603"	"29605"	"I.2"	"2"	"100"
"29604"	"29606"	"I.1"	"2"	"100"
"29605"	"29607"	"I"	"2"	"100"
"29606"	"29608"	""	"2"	"100"
"29607"	"29609"	"I.1"	"2"	"100"
"29608"	"29610"	"I.1"	"1"	"100"
"29609"	"29611"	""	"2"	"100"
"29610"	"29612"	""	"2"	"100"
"29611"	"29613"	""	"2"	"100"
"29612"	"29614"	"I"	"2"	"100"
"29613"	"29615"	"II"	"2"	"100"
"29614"	"29616"	""	"2"	"100"
"29615"	"29617"	"I.1a"	"2"	"100"
"29616"	"29618"	""	"2"	"100"
"29617"	"29619"	"I.1"	"2"	"100"
"29618"	"29620"	"II"	"2"	"100"
"29619"	"29621"	"IV"	"2"	"100"
"29620"	"29622"	""	"2"	"100"
"29621"	"29623"	"I"	"2"	"100"
"29622"	"29624"	"1a"	"2"	"100"
"29623"	"29625"	""	"2"	"100"
"29624"	"29626"	""	"2"	"100"
"29625"	"29627"	"I.1a"	"2"	"100"
"29626"	"29628"	"I.a"	"2"	"100"
"29627"	"29629"	""	"2"	"100"
"29628"	"29630"	"I"	"2"	"100"
"29629"	"29631"	"II.1"	"2"	"100"
"29630"	"29632"	"I.1"	"2"	"100"
"29631"	"29633"	"a"	"2"	"100"
"29632"	"29634"	"I"	"2"	"100"
"29633"	"29635"	""	"2"	"100"
"29634"	"29636"	""	"2"	"100"
"29635"	"29637"	"I"	"2"	"100"
"29636"	"29638"	"I.2"	"2"	"100"
"29637"	"29639"	""	"2"	"100"
"29638"	"29640"	"I.1"	"2"	"100"
"29639"	"29641"	""	"2"	"100"
"29640"	"29642"	"II"	"2"	"100"
"29641"	"29643"	"I"	"2"	"100"
"29642"	"29644"	"I"	"2"	"100"
"29643"	"29645"	""	"2"	"100"
"29644"	"29646"	"I"	"2"	"100"
"29645"	"29647"	"I.1a"	"1"	"100"
"29646"	"29648"	""	"2"	"100"
"29647"	"29649"	"1"	"2"	"100"
"29648"	"29650"	"I.1"	"2"	"100"
"29649"	"29651"	""	"2"	"100"
"29650"	"29652"	""	"2"	"100"
"29651"	"29653"	"I.2"	"2"	"100"
"29652"	"29654"	""	"2"	"100"
"29653"	"29655"	"I"	"2"	"100"
"29654"	"29656"	"I"	"2"	"100"
"29655"	"29657"	"I"	"1"	"100"
"29656"	"29658"	"I"	"1"	"100"
"29657"	"29659"	""	"2"	"100"
"29658"	"29660"	"I"	"2"	"100"
"29659"	"29661"	"I"	"2"	"100"
"29660"	"29662"	"1"	"2"	"100"
"29661"	"29663"	"2"	"2"	"100"
"29662"	"29664"	"1"	"2"	"100"
"29663"	"29665"	""	"2"	"100"
"29664"	"29666"	""	"2"	"100"
"29665"	"29667"	"III"	"2"	"100"
"29666"	"29668"	"1"	"2"	"100"
"29667"	"29669"	"I.1"	"2"	"100"
"29668"	"29670"	"I.1"	"2"	"100"
"29669"	"29671"	""	"2"	"100"
"29670"	"29672"	""	"2"	"100"
"29671"	"29673"	"II"	"2"	"100"
"29672"	"29674"	""	"2"	"100"
"29673"	"29675"	""	"2"	"100"
"29674"	"29676"	"I.1"	"2"	"100"
"29675"	"29677"	""	"2"	"100"
"29676"	"29678"	"I.1"	"2"	"100"
"29677"	"29679"	""	"2"	"100"
"29678"	"29680"	"I"	"2"	"100"
"29679"	"29681"	""	"2"	"100"
"29680"	"29682"	"2"	"2"	"100"
"29681"	"29683"	"I"	"2"	"100"
"29682"	"29684"	"I"	"2"	"100"
"29683"	"29685"	""	"2"	"100"
"29685"	"29687"	""	"2"	"100"
"29686"	"29688"	"I"	"2"	"100"
"29687"	"29689"	""	"2"	"100"
"29688"	"29690"	"I"	"1"	"100"
"29689"	"29691"	"I"	"2"	"100"
"29690"	"29692"	"I"	"2"	"100"
"29691"	"29693"	"I.1"	"2"	"100"
"29692"	"29694"	""	"2"	"100"
"29693"	"29695"	"II"	"2"	"100"
"29694"	"29696"	"I"	"1"	"100"
"29695"	"29697"	""	"2"	"100"
"29696"	"29698"	""	"2"	"100"
"29697"	"29699"	""	"2"	"100"
"29698"	"29700"	""	"2"	"100"
"29699"	"29701"	"I.2"	"2"	"100"
"29700"	"29702"	""	"2"	"100"
"29701"	"29703"	""	"2"	"100"
"29702"	"29704"	"I"	"2"	"100"
"29703"	"29705"	"I.2"	"2"	"100"
"29704"	"29706"	"III.1"	"2"	"100"
"29705"	"29707"	""	"2"	"100"
"29706"	"29708"	"I.1a"	"2"	"100"
"29707"	"29709"	"I"	"2"	"100"
"29708"	"29710"	"II.1"	"2"	"100"
"29709"	"29711"	""	"2"	"100"
"29710"	"29712"	"1a"	"2"	"100"
"29711"	"29713"	"1a"	"2"	"100"
"29712"	"29714"	""	"2"	"100"
"29713"	"29715"	"I.1b"	"2"	"100"
"29714"	"29716"	"I.2"	"2"	"100"
"29715"	"29717"	""	"2"	"100"
"29716"	"29718"	"I"	"2"	"100"
"29717"	"29719"	""	"2"	"100"
"29718"	"29720"	""	"2"	"100"
"29719"	"29721"	""	"2"	"100"
"29720"	"29722"	""	"2"	"100"
"29721"	"29723"	"I"	"2"	"100"
"29722"	"29724"	"1b"	"2"	"100"
"29723"	"29725"	""	"2"	"100"
"29724"	"29726"	"I"	"2"	"100"
"29725"	"29727"	"I"	"2"	"100"
"29726"	"29728"	"I"	"2"	"100"
"29727"	"29729"	"1"	"2"	"100"
"29728"	"29730"	""	"2"	"100"
"29729"	"29731"	"I"	"2"	"100"
"29730"	"29732"	"I"	"2"	"100"
"29731"	"29733"	"a"	"2"	"100"
"29732"	"29734"	""	"2"	"100"
"29733"	"29735"	""	"2"	"100"
"29734"	"29736"	"I.1"	"2"	"100"
"29735"	"29737"	"I"	"2"	"100"
"29736"	"29738"	""	"2"	"100"
"29737"	"29739"	"I.1"	"2"	"100"
"29738"	"29740"	"I"	"2"	"100"
"29739"	"29741"	""	"2"	"100"
"29740"	"29742"	""	"2"	"100"
"29741"	"29743"	"I.1"	"2"	"100"
"29742"	"29744"	""	"2"	"100"
"29743"	"29745"	"I"	"2"	"100"
"29744"	"29746"	""	"2"	"100"
"29745"	"29747"	"1b"	"2"	"100"
"29746"	"29748"	""	"2"	"100"
"29747"	"29749"	"2"	"2"	"100"
"29748"	"29750"	""	"2"	"100"
"29749"	"29751"	"I"	"2"	"100"
"29750"	"29752"	""	"2"	"100"
"29751"	"29753"	"I"	"2"	"100"
"29752"	"29754"	"I"	"2"	"100"
"29753"	"29755"	""	"2"	"100"
"29754"	"29756"	""	"2"	"100"
"29755"	"29757"	""	"2"	"100"
"29756"	"29758"	""	"2"	"100"
"29757"	"29759"	"I.2"	"2"	"100"
"29758"	"29760"	"I"	"2"	"100"
"29759"	"29761"	""	"2"	"100"
"29760"	"29762"	""	"2"	"100"
"29761"	"29763"	"I.1"	"2"	"100"
"29762"	"29764"	"II"	"2"	"100"
"29763"	"29765"	""	"2"	"100"
"29764"	"29766"	""	"2"	"100"
"29765"	"29767"	""	"2"	"100"
"29766"	"29768"	"I.a"	"1"	"100"
"29767"	"29769"	"I.2"	"2"	"100"
"29768"	"29770"	"I"	"2"	"100"
"29769"	"29771"	"I"	"2"	"100"
"29770"	"29772"	""	"2"	"100"
"29771"	"29773"	"I"	"2"	"100"
"29772"	"29774"	""	"2"	"100"
"29773"	"29775"	"III"	"2"	"100"
"29774"	"29776"	"I"	"2"	"100"
"29775"	"29777"	"I"	"2"	"100"
"29776"	"29778"	"I"	"2"	"100"
"29777"	"29779"	"I"	"2"	"100"
"29778"	"29780"	"II"	"2"	"100"
"29779"	"29781"	""	"2"	"100"
"29780"	"29782"	"I.b"	"2"	"100"
"29781"	"29783"	""	"2"	"100"
"29782"	"29784"	""	"2"	"100"
"29783"	"29785"	"b"	"2"	"100"
"29784"	"29786"	"I"	"2"	"100"
"29785"	"29787"	"I.1"	"2"	"100"
"29786"	"29788"	"1"	"2"	"100"
"29787"	"29789"	"II"	"2"	"100"
"29788"	"29790"	""	"2"	"100"
"29789"	"29791"	"II"	"1"	"100"
"29790"	"29792"	""	"2"	"100"
"29791"	"29793"	""	"2"	"100"
"29792"	"29794"	"1"	"1"	"100"
"29793"	"29795"	""	"2"	"100"
"29794"	"29796"	""	"2"	"100"
"29795"	"29797"	""	"2"	"100"
"29796"	"29798"	"I"	"1"	"100"
"29797"	"29799"	"I.a"	"2"	"100"
"29798"	"29800"	"I.1"	"2"	"100"
"29799"	"29801"	"I.1a"	"2"	"100"
"29801"	"29803"	""	"2"	"100"
"29802"	"29804"	""	"2"	"100"
"29803"	"29805"	""	"2"	"100"
"29804"	"29806"	""	"2"	"100"
"29805"	"29807"	"I"	"2"	"100"
"29806"	"29808"	""	"2"	"100"
"29807"	"29809"	"I"	"2"	"100"
"29808"	"29810"	"I"	"2"	"100"
"29809"	"29811"	"I"	"2"	"100"
"29810"	"29812"	""	"2"	"100"
"29811"	"29813"	"V.1"	"2"	"100"
"29812"	"29814"	"II"	"2"	"100"
"29813"	"29815"	"I.a"	"2"	"100"
"29814"	"29816"	"I"	"2"	"100"
"29815"	"29817"	""	"2"	"100"
"29816"	"29818"	"I"	"1"	"100"
"29817"	"29819"	"1"	"2"	"100"
"29818"	"29820"	"I.2"	"1"	"100"
"29819"	"29821"	""	"1"	"100"
"29820"	"29822"	"I"	"1"	"100"
"29821"	"29823"	"1"	"2"	"100"
"29822"	"29824"	"I.2b"	"1"	"100"
"29823"	"29825"	"III"	"2"	"100"
"29824"	"29826"	"I"	"2"	"100"
"29825"	"29827"	"2"	"2"	"100"
"29826"	"29828"	"I"	"2"	"100"
"29827"	"29829"	"I.1"	"2"	"100"
"29828"	"29830"	"I.1"	"2"	"100"
"29829"	"29831"	""	"2"	"100"
"29830"	"29832"	"1"	"2"	"100"
"29831"	"29833"	"I"	"2"	"100"
"29832"	"29834"	"I.1"	"2"	"100"
"29833"	"29835"	"I"	"2"	"100"
"29834"	"29836"	""	"2"	"100"
"29835"	"29837"	"I.1a"	"2"	"100"
"29836"	"29838"	"I.1"	"1"	"100"
"29837"	"29839"	""	"2"	"100"
"29838"	"29840"	""	"2"	"100"
"29839"	"29841"	"1a"	"2"	"100"
"29840"	"29842"	"1"	"2"	"100"
"29841"	"29843"	"I.1"	"2"	"100"
"29842"	"29844"	"a"	"2"	"100"
"29843"	"29845"	"I"	"2"	"100"
"29844"	"29846"	"I"	"2"	"100"
"29845"	"29847"	"2"	"2"	"100"
"29846"	"29848"	"I"	"2"	"100"
"29847"	"29849"	""	"2"	"100"
"29848"	"29850"	"I.1"	"2"	"100"
"29849"	"29851"	""	"2"	"100"
"29850"	"29852"	"I.1"	"2"	"100"
"29851"	"29853"	""	"2"	"100"
"29852"	"29854"	"1"	"2"	"100"
"29853"	"29855"	"1a"	"2"	"100"
"29854"	"29856"	""	"2"	"100"
"29855"	"29857"	"I.1"	"2"	"100"
"29856"	"29858"	"IV"	"2"	"100"
"29857"	"29859"	"I.1"	"2"	"100"
"29858"	"29860"	""	"2"	"100"
"29859"	"29861"	"I"	"2"	"100"
"29860"	"29862"	"1"	"2"	"100"
"29861"	"29863"	"I.1a"	"2"	"100"
"29862"	"29864"	"1"	"2"	"100"
"29863"	"29865"	"I.2"	"2"	"100"
"29864"	"29866"	"I.1"	"2"	"100"
"29865"	"29867"	"I"	"2"	"100"
"29866"	"29868"	"I.1"	"1"	"100"
"29867"	"29869"	"I.1"	"2"	"100"
"29868"	"29870"	"1"	"2"	"100"
"29869"	"29871"	"I"	"2"	"100"
"29870"	"29872"	"I"	"1"	"100"
"29871"	"29873"	"I.1"	"2"	"100"
"29872"	"29874"	""	"2"	"100"
"29873"	"29875"	"1"	"1"	"100"
"29874"	"29876"	""	"2"	"100"
"29875"	"29877"	""	"2"	"100"
"29876"	"29878"	"III"	"2"	"100"
"29877"	"29879"	""	"2"	"100"
"29878"	"29880"	"I"	"2"	"100"
"29879"	"29881"	""	"2"	"100"
"29880"	"29882"	""	"2"	"100"
"29881"	"29883"	"1"	"2"	"100"
"29882"	"29884"	""	"2"	"100"
"29883"	"29885"	"a"	"2"	"100"
"29884"	"29886"	"2"	"1"	"100"
"29885"	"29887"	"I.2"	"2"	"100"
"29886"	"29888"	""	"2"	"100"
"29887"	"29889"	"I"	"2"	"100"
"29888"	"29890"	""	"2"	"100"
"29889"	"29891"	"a"	"2"	"100"
"29890"	"29892"	""	"2"	"100"
"29891"	"29893"	""	"2"	"100"
"29892"	"29894"	""	"2"	"100"
"29893"	"29895"	"1"	"2"	"100"
"29894"	"29896"	"a"	"1"	"100"
"29895"	"29897"	"I.1c"	"2"	"100"
"29896"	"29898"	"2a"	"2"	"100"
"29897"	"29899"	"I.2a"	"2"	"100"
"29898"	"29900"	""	"2"	"100"
"29900"	"26167"	"I.a"	"1"	"100"
"29903"	"27484"	"II.1"	"2"	"100"
"29904"	"27484"	"II.2"	"2"	"100"
"29907"	"27491"	"2"	"2"	"100"
"29908"	"27492"	"II"	"2"	"100"
"29911"	"27494"	"2"	"2"	"100"
"29912"	"27501"	"2"	"2"	"100"
"29915"	"27508"	""	"2"	"100"
"29916"	"27517"	"II"	"2"	"100"
"29917"	"29902"	""	"2"	"100"
"29918"	"27542"	"2"	"2"	"100"
"29919"	"27542"	"3"	"2"	"100"
"29921"	"29903"	""	"2"	"100"
"29922"	"29904"	"I"	"2"	"100"
"29923"	"29905"	""	"2"	"100"
"29924"	"27546"	"I"	"2"	"100"
"29925"	"27555"	"II"	"2"	"100"
"29927"	"27633"	"II"	"2"	"100"
"29928"	"27640"	"II"	"2"	"100"
"29929"	"27641"	"II"	"2"	"100"
"29933"	"26460"	"II"	"2"	"100"
"29934"	"41030"	""	"2"	"100"
"29935"	"41031"	""	"2"	"100"
"29936"	"26517"	"I.2"	"2"	"100"
"29937"	"28458"	"I.1a"	"2"	"100"
"29939"	"28442"	"III.1"	"2"	"100"
"29940"	"29311"	"2"	"2"	"100"
"29941"	"27545"	"II"	"2"	"100"
"29942"	"27548"	"II"	"2"	"100"
"29943"	"27093"	"II"	"2"	"100"
"29944"	"27643"	"IV"	"2"	"100"
"29945"	"27643"	"II"	"2"	"100"
"29946"	"26230"	"II"	"2"	"100"
"29948"	"27098"	"2a"	"2"	"100"
"29949"	"29324"	"2"	"2"	"100"
"29950"	"27645"	"III.a"	"2"	"100"
"29951"	"27645"	"II"	"2"	"100"
"29952"	"27104"	"I"	"2"	"100"
"29953"	"27647"	"2b"	"2"	"100"
"29954"	"27651"	"I"	"2"	"100"
"29955"	"27651"	"II"	"2"	"100"
"29956"	"26444"	"II"	"2"	"100"
"29957"	"29332"	"II"	"2"	"100"
"29958"	"26232"	"I"	"2"	"100"
"29959"	"27106"	"II"	"2"	"100"
"29960"	"27106"	"III"	"2"	"100"
"29961"	"26448"	"I.2"	"2"	"100"
"29962"	"27625"	"II"	"2"	"100"
"29964"	"26242"	"II"	"2"	"100"
"29965"	"27499"	"IV.2"	"2"	"100"
"29966"	"26489"	"2"	"2"	"100"
"29967"	"27506"	"I.1b"	"2"	"100"
"29968"	"26496"	"III.a"	"2"	"100"
"29970"	"29370"	"I.1"	"2"	"100"
"29971"	"26524"	"I.2"	"2"	"100"
"29972"	"27522"	"II"	"2"	"100"
"29974"	"27529"	"I.2"	"2"	"100"
"29975"	"27536"	"II"	"2"	"100"
"29976"	"27538"	"I.b"	"2"	"100"
"29977"	"27539"	"1"	"2"	"100"
"29978"	"27540"	"II"	"2"	"100"
"29979"	"27541"	"III.1a"	"2"	"100"
"29980"	"27543"	"II"	"2"	"100"
"29981"	"27550"	"II"	"2"	"100"
"29982"	"27552"	"II.1"	"2"	"100"
"29983"	"27553"	"2"	"2"	"100"
"29984"	"27556"	"I.2"	"2"	"100"
"29985"	"27562"	"III.2"	"2"	"100"
"29986"	"27562"	"IV.1"	"2"	"100"
"29990"	"27109"	"II"	"2"	"100"
"29991"	"27109"	"IV"	"2"	"100"
"29992"	"27572"	"II.a"	"2"	"100"
"29993"	"27572"	"III"	"2"	"100"
"29994"	"27115"	"III"	"2"	"100"
"29995"	"27115"	"IV"	"2"	"100"
"29996"	"27119"	"2"	"2"	"100"
"29997"	"29901"	"I.1"	"2"	"100"
"29998"	"27124"	"I.b"	"2"	"100"
"29999"	"27124"	"II"	"2"	"100"
"30002"	"44341"	""	"2"	"100"
"30003"	"27130"	"II"	"2"	"100"
"30004"	"27132"	"2"	"2"	"100"
"30005"	"27592"	"IV.3"	"2"	"100"
"30006"	"27592"	"III.1"	"2"	"100"
"30007"	"27593"	"III"	"2"	"100"
"30008"	"31620"	"II.2"	"2"	"100"
"30009"	"27598"	"III"	"2"	"100"
"30010"	"27147"	"II"	"2"	"100"
"30011"	"27152"	"II"	"2"	"100"
"30012"	"27615"	"II"	"2"	"100"
"30014"	"27617"	"2"	"2"	"100"
"30016"	"27619"	""	"2"	"100"
"30017"	"27622"	"II.1"	"2"	"100"
"30018"	"27622"	"VI"	"2"	"100"
"30019"	"27787"	"I.1a"	"2"	"100"
"30021"	"27798"	"II"	"2"	"100"
"30022"	"27805"	"II"	"2"	"100"
"30023"	"26211"	"II.1"	"2"	"100"
"30024"	"26211"	"II.2"	"2"	"100"
"30027"	"26221"	"II"	"2"	"100"
"30028"	"27818"	"2"	"2"	"100"
"30030"	"27822"	"II.2"	"2"	"100"
"30031"	"27823"	"III"	"2"	"100"
"30033"	"27829"	"2"	"2"	"100"
"30035"	"27836"	"II"	"2"	"100"
"30036"	"27859"	"II"	"2"	"100"
"30037"	"28614"	"II"	"2"	"100"
"30039"	"29907"	""	"2"	"100"
"30040"	"28632"	"III.2"	"2"	"100"
"30041"	"28632"	"III.1"	"2"	"100"
"30042"	"28639"	"III"	"2"	"100"
"30044"	"28644"	"II"	"2"	"100"
"30045"	"28651"	"2"	"2"	"100"
"30047"	"28679"	"II"	"2"	"100"
"30048"	"28679"	"IV.1"	"2"	"100"
"30049"	"28686"	"IV.1"	"2"	"100"
"30050"	"28686"	"V.2"	"2"	"100"
"30051"	"28690"	"I.2"	"2"	"100"
"30052"	"28692"	""	"2"	"100"
"30053"	"28699"	"III"	"2"	"100"
"30054"	"28700"	"II.1"	"2"	"100"
"30055"	"28708"	"II"	"2"	"100"
"30057"	"28708"	"I.2"	"2"	"100"
"30059"	"28718"	"I.2"	"2"	"100"
"30060"	"28718"	"II"	"2"	"100"
"30061"	"28725"	"I"	"2"	"100"
"30062"	"28725"	"III"	"2"	"100"
"30063"	"28727"	"I.2"	"2"	"100"
"30064"	"28727"	"II"	"2"	"100"
"30065"	"28728"	"II"	"2"	"100"
"30066"	"28731"	"II.1"	"2"	"100"
"30067"	"28732"	"II"	"2"	"100"
"30068"	"28737"	"IV"	"2"	"100"
"30069"	"28755"	"I"	"2"	"100"
"30070"	"28758"	"III"	"2"	"100"
"30071"	"28776"	"2"	"2"	"100"
"30072"	"28785"	"II"	"2"	"100"
"30073"	"29829"	"II"	"2"	"100"
"30074"	"28814"	"II"	"2"	"100"
"30075"	"28814"	"III.1"	"2"	"100"
"30076"	"31769"	""	"2"	"100"
"30078"	"28822"	"II"	"2"	"100"
"30079"	"28823"	"II"	"2"	"100"
"30080"	"28824"	"II"	"2"	"100"
"30081"	"28826"	"II"	"2"	"100"
"30082"	"28842"	"1"	"2"	"100"
