"id"	"entry"	"lexnum"	"status"	"%"
"42735"	"29560"	"III.1a"	"3"	"100"
"42736"	"38028"	"1"	"2"	"100"
"42737"	"38028"	"2"	"3"	"100"
"42738"	"29560"	"III.1b"	"3"	"100"
"42739"	"38029"	""	"2"	"100"
"42740"	"29560"	"III.2"	"3"	"100"
"42741"	"29560"	"IV"	"3"	"100"
"42742"	"29560"	"V.1"	"3"	"100"
"42743"	"29561"	"III"	"3"	"100"
"42744"	"38030"	""	"2"	"100"
"42745"	"27177"	"II.1"	"3"	"100"
"42746"	"29239"	"II"	"3"	"100"
"42747"	"38031"	"I"	"3"	"100"
"42748"	"38032"	""	"3"	"100"
"42749"	"38033"	""	"3"	"100"
"42750"	"38034"	""	"3"	"100"
"42751"	"28737"	"II.1"	"3"	"100"
"42752"	"29157"	"2"	"3"	"100"
"42753"	"38035"	""	"3"	"100"
"42754"	"38036"	""	"3"	"100"
"42755"	"38037"	"3"	"3"	"100"
"42756"	"38038"	""	"3"	"100"
"42757"	"38039"	""	"3"	"100"
"42758"	"38040"	""	"2"	"100"
"42759"	"38041"	""	"3"	"100"
"42760"	"38042"	""	"3"	"100"
"42761"	"35507"	"II"	"2"	"100"
"42762"	"38043"	""	"2"	"100"
"42763"	"38044"	""	"2"	"100"
"42764"	"38045"	""	"2"	"100"
"42765"	"38046"	"II"	"2"	"100"
"42766"	"38046"	"I"	"2"	"100"
"42767"	"38047"	""	"2"	"100"
"42768"	"38048"	"I"	"3"	"100"
"42769"	"38049"	"I"	"2"	"100"
"42770"	"38050"	""	"3"	"100"
"42771"	"38051"	"I.1"	"2"	"100"
"42772"	"38052"	""	"3"	"100"
"42773"	"38053"	""	"3"	"100"
"42774"	"26235"	"II"	"3"	"100"
"42775"	"38054"	""	"3"	"100"
"42776"	"29643"	"II"	"3"	"100"
"42777"	"29705"	"II"	"3"	"100"
"42778"	"38055"	""	"3"	"100"
"42779"	"38056"	""	"3"	"100"
"42780"	"38057"	"II"	"3"	"100"
"42781"	"38057"	"III"	"3"	"100"
"42782"	"38058"	""	"3"	"100"
"42783"	"38059"	""	"3"	"100"
"42784"	"38060"	""	"3"	"100"
"42785"	"38061"	""	"3"	"100"
"42786"	"38062"	""	"3"	"100"
"42787"	"37805"	"II"	"3"	"100"
"42788"	"29809"	"II.1b"	"2"	"100"
"42789"	"26555"	"3"	"3"	"100"
"42790"	"38063"	"I.1"	"3"	"100"
"42791"	"38064"	"I"	"2"	"100"
"42792"	"38065"	""	"3"	"100"
"42793"	"34486"	"II"	"3"	"100"
"42794"	"38066"	""	"3"	"100"
"42795"	"26764"	"III"	"3"	"100"
"42796"	"38067"	""	"3"	"100"
"42797"	"28825"	"II"	"3"	"100"
"42798"	"38068"	""	"2"	"100"
"42799"	"37951"	"II.1"	"3"	"100"
"42800"	"28825"	"I.b"	"3"	"100"
"42801"	"38069"	""	"3"	"100"
"42802"	"38070"	""	"3"	"100"
"42803"	"28825"	"III.2a"	"3"	"100"
"42804"	"28825"	"III.1"	"3"	"100"
"42805"	"38071"	"I"	"3"	"100"
"42806"	"38071"	"II"	"3"	"100"
"42807"	"28825"	"III.2b"	"3"	"100"
"42808"	"28825"	"V.1"	"3"	"100"
"42809"	"28825"	"V.2"	"3"	"100"
"42810"	"29640"	"III.1a"	"3"	"100"
"42811"	"28825"	"III.3"	"3"	"100"
"42812"	"34910"	"II"	"3"	"100"
"42813"	"38072"	"I"	"3"	"100"
"42814"	"38073"	""	"3"	"100"
"42815"	"26935"	"I.2"	"3"	"100"
"42816"	"38074"	""	"3"	"100"
"42817"	"38075"	""	"3"	"100"
"42818"	"35237"	"I"	"3"	"100"
"42819"	"38076"	""	"3"	"100"
"42820"	"38077"	""	"3"	"100"
"42821"	"38078"	"I"	"3"	"100"
"42822"	"38079"	"I"	"3"	"100"
"42823"	"38080"	""	"3"	"100"
"42824"	"38081"	""	"3"	"100"
"42825"	"27587"	"II"	"3"	"100"
"42826"	"38082"	""	"3"	"100"
"42827"	"38083"	""	"3"	"100"
"42828"	"32312"	"1"	"3"	"100"
"42829"	"38084"	""	"3"	"100"
"42830"	"38085"	""	"3"	"100"
"42831"	"38086"	""	"3"	"100"
"42832"	"38087"	""	"3"	"100"
"42833"	"27493"	"II.a"	"3"	"100"
"42834"	"29003"	"I.2"	"3"	"100"
"42835"	"28686"	"V.1b"	"3"	"100"
"42836"	"27221"	"II"	"2"	"100"
"42837"	"38088"	""	"3"	"100"
"42838"	"29710"	"III"	"3"	"100"
"42839"	"35996"	"II"	"3"	"100"
"42840"	"38089"	"a"	"3"	"100"
"42841"	"38089"	"b"	"3"	"100"
"42842"	"38090"	""	"3"	"100"
"42843"	"38091"	""	"3"	"100"
"42844"	"38092"	""	"3"	"100"
"42845"	"38093"	""	"3"	"100"
"42846"	"38094"	""	"3"	"100"
"42847"	"38095"	""	"3"	"100"
"42848"	"38096"	""	"3"	"100"
"42849"	"38097"	""	"3"	"100"
"42850"	"38098"	"II"	"3"	"100"
"42851"	"29691"	"IV.2"	"3"	"100"
"42852"	"38099"	""	"3"	"100"
"42853"	"29340"	"II.1"	"3"	"100"
"42854"	"29409"	"III"	"3"	"100"
"42855"	"38100"	""	"3"	"100"
"42856"	"38101"	""	"3"	"100"
"42857"	"38102"	""	"3"	"100"
"42858"	"38103"	""	"3"	"100"
"42859"	"38104"	""	"3"	"100"
"42860"	"26481"	"IV"	"3"	"100"
"42861"	"38105"	""	"3"	"100"
"42862"	"28293"	"II"	"3"	"100"
"42863"	"38106"	""	"3"	"100"
"42864"	"38107"	""	"2"	"100"
"42865"	"32369"	"II"	"3"	"100"
"42866"	"38108"	"I"	"3"	"100"
"42867"	"27723"	"IV"	"3"	"100"
"42868"	"29196"	"I.3"	"2"	"100"
"42869"	"38109"	""	"3"	"100"
"42870"	"38110"	""	"2"	"100"
"42871"	"38111"	"I"	"3"	"100"
"42872"	"38112"	""	"2"	"100"
"42873"	"38113"	""	"3"	"100"
"42874"	"38111"	"II"	"3"	"100"
"42875"	"38114"	""	"3"	"100"
"42876"	"27530"	"II.2"	"3"	"100"
"42877"	"28087"	"II"	"3"	"100"
"42878"	"38115"	""	"3"	"100"
"42879"	"38116"	""	"3"	"100"
"42880"	"38117"	""	"3"	"100"
"42881"	"38118"	""	"3"	"100"
"42882"	"38119"	""	"3"	"100"
"42883"	"29110"	"III.2"	"2"	"100"
"42884"	"38120"	""	"3"	"100"
"42885"	"38121"	"I"	"2"	"100"
"42886"	"38122"	""	"3"	"100"
"42887"	"38123"	""	"3"	"100"
"42888"	"38124"	""	"2"	"100"
"42889"	"28075"	"III"	"3"	"100"
"42890"	"38125"	""	"2"	"100"
"42891"	"38126"	""	"3"	"100"
"42892"	"38127"	""	"3"	"100"
"42893"	"38128"	""	"2"	"100"
"42894"	"38129"	""	"3"	"100"
"42895"	"28957"	"III"	"3"	"100"
"42896"	"38130"	""	"3"	"100"
"42897"	"38131"	""	"2"	"100"
"42898"	"38132"	""	"3"	"100"
"42899"	"38133"	""	"3"	"100"
"42900"	"38134"	""	"3"	"100"
"42901"	"28825"	"IV.2a"	"3"	"100"
"42902"	"34781"	"III.1"	"3"	"100"
"42903"	"38135"	""	"3"	"100"
"42904"	"38136"	""	"3"	"100"
"42905"	"29609"	"V"	"3"	"100"
"42906"	"38137"	"I"	"3"	"100"
"42907"	"38137"	"II"	"3"	"100"
"42908"	"38138"	""	"3"	"100"
"42909"	"38139"	""	"3"	"100"
"42911"	"29657"	"II.1"	"1"	"100"
"42913"	"38172"	"II"	"2"	"100"
"42914"	"38141"	""	"3"	"100"
"42915"	"38142"	""	"3"	"100"
"42916"	"38143"	""	"3"	"100"
"42917"	"27217"	"I.2"	"2"	"100"
"42918"	"38144"	""	"2"	"100"
"42919"	"38145"	""	"3"	"100"
"42920"	"38146"	""	"3"	"100"
"42921"	"29335"	"II"	"3"	"100"
"42923"	"38147"	""	"3"	"100"
"42924"	"38148"	""	"3"	"100"
"42925"	"27217"	"II.1"	"2"	"100"
"42926"	"38149"	"I"	"3"	"100"
"42927"	"36524"	"2"	"3"	"100"
"42928"	"27217"	"II.2"	"2"	"100"
"42929"	"29770"	"II"	"3"	"100"
"42930"	"27217"	"III"	"2"	"100"
"42931"	"38150"	"III"	"2"	"100"
"42932"	"38151"	""	"3"	"100"
"42933"	"38108"	"II"	"3"	"100"
"42934"	"38149"	"II"	"3"	"100"
"42936"	"38152"	""	"3"	"100"
"42937"	"38153"	"I"	"2"	"100"
"42938"	"38153"	"II"	"3"	"100"
"42939"	"38154"	""	"2"	"100"
"42940"	"26933"	"V.1"	"3"	"100"
"42941"	"38155"	"I"	"3"	"100"
"42942"	"38155"	"II"	"3"	"100"
"42943"	"38156"	""	"3"	"100"
"42944"	"38157"	""	"3"	"100"
"42945"	"31010"	"II"	"3"	"100"
"42946"	"38158"	""	"2"	"100"
"42947"	"26525"	"I.3"	"3"	"100"
"42948"	"26164"	"IV.1a"	"3"	"100"
"42949"	"26933"	"IV.2"	"3"	"100"
"42950"	"37833"	"II"	"3"	"100"
"42951"	"26718"	"I.1"	"3"	"100"
"42952"	"38173"	""	"2"	"100"
"42953"	"38159"	"I"	"3"	"100"
"42954"	"38160"	""	"3"	"100"
"42955"	"38161"	""	"3"	"100"
"42956"	"38162"	""	"3"	"100"
"42957"	"28284"	"IV.1a"	"3"	"100"
"42958"	"28284"	"IV.1b"	"3"	"100"
"42959"	"38163"	""	"3"	"100"
"42960"	"38164"	""	"3"	"100"
"42961"	"38165"	"II"	"3"	"100"
"42962"	"38166"	""	"3"	"100"
"42963"	"38165"	"I"	"3"	"100"
"42964"	"38167"	""	"3"	"100"
"42965"	"36675"	"II"	"3"	"100"
"42966"	"27600"	"I.b"	"3"	"100"
"42967"	"27600"	"II.1"	"3"	"100"
"42968"	"28610"	"I.4"	"3"	"100"
"42969"	"27600"	"II.2"	"3"	"100"
"42970"	"38168"	""	"2"	"100"
"42971"	"38169"	""	"3"	"100"
"42972"	"26728"	"2"	"3"	"100"
"42973"	"38170"	""	"2"	"100"
"42974"	"38171"	""	"2"	"100"
"42975"	"29657"	"II.2"	"1"	"100"
"42976"	"38172"	"I"	"2"	"100"
"42977"	"28574"	"II"	"3"	"100"
"42978"	"26771"	"I.1b"	"3"	"100"
"42979"	"26926"	"I.1b"	"3"	"100"
"42980"	"31406"	"2"	"2"	"100"
"42981"	"38174"	""	"2"	"100"
"42982"	"26926"	"I.2"	"3"	"100"
"42983"	"26926"	"II"	"3"	"100"
"42984"	"26986"	"1b"	"3"	"100"
"42985"	"38175"	"2a"	"2"	"100"
"42986"	"27181"	"I.b"	"3"	"100"
"42987"	"27181"	"II.2a"	"3"	"100"
"42988"	"27302"	"II"	"3"	"100"
"42989"	"27747"	"I.1b"	"3"	"100"
"42990"	"27747"	"I.2"	"3"	"100"
"42991"	"27747"	"II.1"	"3"	"100"
"42992"	"27747"	"II.2a"	"3"	"100"
"42993"	"27747"	"II.2b"	"3"	"100"
"42994"	"27747"	"III.1"	"3"	"100"
"42995"	"27747"	"III.2"	"3"	"100"
"42996"	"27747"	"IV.1"	"3"	"100"
"42997"	"27747"	"IV.2a"	"3"	"100"
"42998"	"27747"	"IV.2b"	"3"	"100"
"42999"	"27747"	"IV.3"	"3"	"100"
"43000"	"26299"	"c"	"2"	"100"
"43001"	"28121"	"II.1"	"3"	"100"
"43002"	"28121"	"II.2"	"3"	"100"
"43003"	"28121"	"II.3"	"3"	"100"
"43004"	"28439"	"II"	"3"	"100"
"43005"	"29000"	"I.2"	"1"	"100"
"43006"	"34953"	"I.2"	"3"	"100"
"43007"	"34953"	"II"	"3"	"100"
"43008"	"38176"	""	"3"	"100"
"43009"	"38177"	""	"3"	"100"
"43010"	"38178"	""	"3"	"100"
"43011"	"38179"	""	"3"	"100"
"43012"	"31217"	"II"	"3"	"100"
"43013"	"29670"	"I.2"	"3"	"100"
"43014"	"38180"	""	"3"	"100"
"43015"	"38181"	""	"3"	"100"
"43016"	"38182"	""	"2"	"100"
"43017"	"38183"	""	"3"	"100"
"43018"	"38184"	""	"3"	"100"
"43019"	"38185"	""	"2"	"100"
"43020"	"28165"	"2"	"3"	"100"
"43021"	"38186"	""	"3"	"100"
"43022"	"27266"	"I.1b"	"2"	"100"
"43023"	"27266"	"I.3"	"3"	"100"
"43024"	"38187"	""	"3"	"100"
"43025"	"38188"	""	"3"	"100"
"43026"	"38189"	""	"3"	"100"
"43027"	"29558"	"II.1"	"3"	"100"
"43028"	"27454"	"2"	"2"	"100"
"43029"	"35704"	"I.2"	"3"	"100"
"43030"	"29558"	"II.2"	"2"	"100"
"43031"	"38190"	""	"3"	"100"
"43032"	"29558"	"III"	"3"	"100"
"43034"	"38191"	""	"3"	"100"
"43035"	"38192"	""	"3"	"100"
"43036"	"26164"	"IV.1b"	"3"	"100"
"43037"	"38193"	""	"2"	"100"
"43038"	"38194"	""	"3"	"100"
"43039"	"38195"	""	"3"	"100"
"43040"	"38196"	""	"3"	"100"
"43041"	"38197"	""	"3"	"100"
"43042"	"38198"	""	"3"	"100"
"43043"	"38200"	""	"3"	"100"
"43044"	"38199"	"I"	"3"	"100"
"43045"	"38201"	""	"3"	"100"
"43046"	"38202"	""	"3"	"100"
"43047"	"38203"	""	"3"	"100"
"43048"	"38204"	""	"3"	"100"
"43049"	"38205"	""	"3"	"100"
"43050"	"38206"	""	"3"	"100"
"43051"	"38207"	""	"3"	"100"
"43052"	"38208"	""	"3"	"100"
"43053"	"38209"	""	"3"	"100"
"43054"	"38210"	""	"3"	"100"
"43055"	"28148"	"I.2"	"3"	"100"
"43056"	"28148"	"V.b"	"3"	"100"
"43057"	"38211"	"2"	"3"	"100"
"43058"	"38212"	""	"3"	"100"
"43059"	"38213"	""	"3"	"100"
"43060"	"28289"	"II.2"	"3"	"100"
"43061"	"38214"	""	"3"	"100"
"43062"	"38215"	"a"	"2"	"100"
"43063"	"38216"	""	"3"	"100"
"43064"	"38217"	""	"3"	"100"
"43065"	"29863"	"I.2"	"2"	"100"
"43066"	"28456"	"I.1b"	"3"	"100"
"43067"	"29397"	"III.2"	"3"	"100"
"43068"	"28456"	"I.2"	"3"	"100"
"43069"	"28456"	"I.3"	"3"	"100"
"43070"	"28456"	"II.1"	"3"	"100"
"43071"	"28456"	"II.2"	"3"	"100"
"43072"	"29031"	"II.2"	"3"	"100"
"43073"	"28148"	"II"	"3"	"100"
"43074"	"38218"	"I"	"2"	"100"
"43075"	"27060"	"I.b"	"3"	"100"
"43076"	"28713"	"I.1b"	"3"	"100"
"43077"	"28713"	"I.2"	"3"	"100"
"43078"	"27760"	"VI.1"	"3"	"100"
"43079"	"38219"	""	"2"	"100"
"43080"	"27713"	"II"	"3"	"100"
"43081"	"38220"	"I.1"	"3"	"100"
"43082"	"38220"	"II"	"3"	"100"
"43083"	"38221"	""	"2"	"100"
"43084"	"29257"	"II.1"	"2"	"100"
"43085"	"38222"	"1"	"3"	"100"
"43086"	"29257"	"I.1b"	"2"	"100"
"43087"	"29358"	"III"	"2"	"100"
"43088"	"29257"	"I.2"	"2"	"100"
"43089"	"27552"	"III.1"	"2"	"100"
"43091"	"29257"	"II.2"	"2"	"100"
"43092"	"29829"	"I.2"	"3"	"100"
"43093"	"29257"	"III"	"2"	"100"
"43094"	"38223"	"II"	"3"	"100"
"43095"	"38224"	"II"	"3"	"100"
"43096"	"26329"	"2"	"2"	"100"
"43097"	"28036"	"VI.1"	"3"	"100"
"43098"	"38225"	""	"3"	"100"
"43099"	"28289"	"III"	"3"	"100"
"43100"	"38226"	"II"	"3"	"100"
"43101"	"38226"	"I"	"3"	"100"
"43102"	"38227"	""	"3"	"100"
"43103"	"38228"	""	"3"	"100"
"43104"	"26475"	"II"	"2"	"100"
"43105"	"26475"	"III.1"	"1"	"100"
"43106"	"38229"	""	"3"	"100"
"43107"	"27400"	"I.2"	"2"	"100"
"43108"	"38230"	""	"3"	"100"
"43109"	"38231"	""	"3"	"100"
"43110"	"38232"	""	"3"	"100"
"43111"	"38233"	""	"3"	"100"
"43112"	"29409"	"II"	"3"	"100"
"43113"	"38234"	""	"3"	"100"
"43114"	"38235"	""	"3"	"100"
"43115"	"38236"	""	"3"	"100"
"43116"	"26712"	"II.1"	"2"	"100"
"43117"	"26444"	"I.2"	"3"	"100"
"43118"	"38237"	""	"3"	"100"
"43119"	"28444"	"I.1a"	"3"	"100"
"43120"	"28895"	"I.2"	"2"	"100"
"43121"	"28895"	"I.3"	"2"	"100"
"43122"	"28895"	"I.1b"	"2"	"100"
"43123"	"28895"	"III.1"	"2"	"100"
"43124"	"27622"	"II.2a"	"2"	"100"
"43125"	"29577"	"II"	"2"	"100"
"43126"	"27640"	"I.2"	"2"	"100"
"43127"	"38238"	""	"2"	"100"
"43128"	"38239"	""	"2"	"100"
"43129"	"26371"	"III"	"3"	"100"
"43130"	"38240"	""	"2"	"100"
"43131"	"38241"	""	"3"	"100"
"43132"	"28895"	"III.2"	"2"	"100"
"43133"	"29809"	"II.2"	"3"	"100"
"43134"	"28895"	"V.3"	"2"	"100"
"43135"	"28895"	"V.2"	"2"	"100"
"43136"	"27530"	"VI"	"3"	"100"
"43137"	"38242"	""	"3"	"100"
"43138"	"38243"	""	"3"	"100"
"43139"	"38244"	""	"3"	"100"
"43140"	"38245"	""	"3"	"100"
"43141"	"38246"	""	"3"	"100"
"43142"	"38247"	""	"3"	"100"
"43143"	"38248"	""	"3"	"100"
"43145"	"38250"	""	"3"	"100"
"43146"	"36996"	"II"	"3"	"100"
"43147"	"29578"	"II.2b"	"2"	"100"
"43148"	"38251"	""	"2"	"100"
"43149"	"29578"	"II.2a"	"2"	"100"
"43150"	"27409"	"I"	"2"	"100"
"43151"	"28895"	"IV"	"2"	"100"
"43152"	"38252"	""	"3"	"100"
"43153"	"38253"	"I"	"2"	"100"
"43154"	"28895"	"V.1"	"2"	"100"
"43155"	"38254"	""	"2"	"100"
"43156"	"38255"	""	"2"	"100"
"43158"	"38256"	""	"3"	"100"
"43159"	"38257"	""	"2"	"100"
"43160"	"38258"	"I"	"3"	"100"
"43161"	"38259"	""	"3"	"100"
"43162"	"38260"	""	"3"	"100"
"43163"	"38261"	""	"3"	"100"
"43164"	"38262"	"1"	"3"	"100"
"43165"	"38262"	"2"	"3"	"100"
"43166"	"29057"	"I.2"	"3"	"100"
"43167"	"29057"	"III.2"	"3"	"100"
"43168"	"29057"	"I.3b"	"2"	"100"
"43169"	"29057"	"II"	"3"	"100"
"43170"	"29057"	"IV.1"	"3"	"100"
"43171"	"29057"	"IV.3"	"3"	"100"
"43172"	"29057"	"V.1"	"3"	"100"
"43173"	"29057"	"V.2"	"3"	"100"
"43174"	"29057"	"I.3a"	"3"	"100"
"43175"	"29057"	"IV.2"	"3"	"100"
"43178"	"29801"	"I.1b"	"3"	"100"
"43179"	"29801"	"I.2"	"3"	"100"
"43180"	"29801"	"I.3"	"3"	"100"
"43181"	"29801"	"I.4"	"3"	"100"
"43182"	"29801"	"II.1"	"3"	"100"
"43183"	"29801"	"II.2"	"3"	"100"
"43184"	"34222"	"II"	"2"	"100"
"43185"	"38263"	""	"2"	"100"
"43186"	"38264"	""	"2"	"100"
"43187"	"38265"	"II.2"	"2"	"100"
"43188"	"38266"	"I"	"2"	"100"
"43189"	"37883"	"2"	"2"	"100"
"43190"	"38267"	""	"2"	"100"
"43191"	"38268"	""	"2"	"100"
"43192"	"38269"	""	"2"	"100"
"43193"	"29481"	"II.1"	"2"	"100"
"43194"	"33205"	"II"	"2"	"100"
"43195"	"26188"	"I.2"	"3"	"100"
"43196"	"29322"	"II.2"	"3"	"100"
"43197"	"28618"	"II"	"2"	"100"
"43198"	"29602"	"II.1"	"2"	"100"
"43199"	"38270"	"II"	"2"	"100"
"43200"	"38271"	"II"	"2"	"100"
"43201"	"38272"	"II"	"3"	"100"
"43202"	"26164"	"I.4"	"3"	"100"
"43204"	"38258"	"II"	"3"	"100"
"43205"	"38273"	""	"3"	"100"
"43206"	"26164"	"II.2"	"3"	"100"
"43207"	"38274"	""	"3"	"100"
"43210"	"38276"	""	"3"	"100"
"43211"	"38277"	""	"3"	"100"
"43212"	"38278"	""	"3"	"100"
"43213"	"38279"	"II"	"3"	"100"
"43214"	"28709"	"I.1c"	"3"	"100"
"43215"	"38280"	""	"3"	"100"
"43217"	"38282"	""	"3"	"100"
"43218"	"38283"	""	"3"	"100"
"43219"	"38284"	""	"3"	"100"
"43220"	"38285"	""	"3"	"100"
"43221"	"38286"	""	"3"	"100"
"43222"	"38287"	""	"3"	"100"
"43223"	"38288"	""	"3"	"100"
"43224"	"38289"	""	"3"	"100"
"43225"	"38290"	""	"3"	"100"
"43226"	"38291"	""	"3"	"100"
"43227"	"38292"	""	"3"	"100"
"43228"	"38293"	""	"3"	"100"
"43229"	"38294"	""	"3"	"100"
"43230"	"38295"	""	"3"	"100"
"43231"	"38296"	""	"2"	"100"
"43232"	"38297"	""	"2"	"100"
"43233"	"29396"	"III"	"2"	"100"
"43234"	"28709"	"II"	"3"	"100"
"43235"	"31073"	"II"	"3"	"100"
"43237"	"38299"	""	"3"	"100"
"43238"	"33214"	"II"	"3"	"100"
"43239"	"38300"	""	"3"	"100"
"43240"	"28291"	"II"	"3"	"100"
"43241"	"38301"	""	"3"	"100"
"43242"	"31073"	"III.1a"	"3"	"100"
"43243"	"38302"	""	"3"	"100"
"43244"	"38303"	"1"	"3"	"100"
"43245"	"38304"	""	"3"	"100"
"43246"	"38303"	"2"	"3"	"100"
"43247"	"38305"	""	"3"	"100"
"43248"	"38306"	""	"3"	"100"
"43249"	"38307"	"1"	"3"	"100"
"43250"	"38307"	"2"	"2"	"100"
"43251"	"31073"	"III.1b"	"3"	"100"
"43252"	"31073"	"III.2"	"2"	"100"
"43253"	"38308"	""	"2"	"100"
"43254"	"38309"	""	"3"	"100"
"43255"	"38310"	""	"3"	"100"
"43256"	"34635"	"II"	"2"	"100"
"43257"	"33215"	"II"	"3"	"100"
"43258"	"38311"	"1"	"3"	"100"
"43259"	"38311"	"2"	"3"	"100"
"43260"	"28284"	"IV.2"	"3"	"100"
"43261"	"38312"	""	"3"	"100"
"43262"	"38313"	""	"3"	"100"
"43263"	"38314"	""	"3"	"100"
"43264"	"38315"	""	"3"	"100"
"43265"	"38316"	"I"	"3"	"100"
"43266"	"38317"	""	"3"	"100"
"43267"	"38318"	"II"	"3"	"100"
"43268"	"27086"	"II.2"	"3"	"100"
"43269"	"30157"	"b"	"3"	"100"
"43270"	"38319"	""	"3"	"100"
"43271"	"38320"	""	"3"	"100"
"43272"	"27086"	"X-IV.1"	"3"	"100"
"43273"	"38321"	""	"3"	"100"
"43274"	"38322"	""	"3"	"100"
"43275"	"38323"	""	"3"	"100"
"43276"	"26931"	"III.2b"	"3"	"100"
"43277"	"38324"	""	"3"	"100"
"43278"	"26931"	"IV.2"	"3"	"100"
"43279"	"38325"	""	"3"	"100"
"43280"	"38326"	"I.1"	"3"	"100"
"43281"	"38326"	"I.2"	"3"	"100"
"43282"	"38327"	""	"3"	"100"
"43283"	"38328"	""	"3"	"100"
"43284"	"38329"	""	"3"	"100"
"43285"	"38330"	""	"3"	"100"
"43286"	"38331"	""	"3"	"100"
"43287"	"38332"	""	"3"	"100"
"43288"	"38333"	"I.1"	"3"	"100"
"43289"	"38334"	""	"3"	"100"
"43290"	"38335"	""	"3"	"100"
"43291"	"38336"	""	"3"	"100"
"43292"	"38337"	""	"3"	"100"
"43293"	"38338"	""	"3"	"100"
"43294"	"38339"	""	"3"	"100"
"43295"	"38340"	""	"3"	"100"
"43296"	"38341"	""	"3"	"100"
"43297"	"38342"	""	"3"	"100"
"43298"	"29620"	"I"	"3"	"100"
"43299"	"38343"	""	"3"	"100"
"43300"	"38344"	""	"3"	"100"
"43301"	"38345"	""	"3"	"100"
"43302"	"38346"	""	"3"	"100"
"43303"	"38347"	""	"3"	"100"
"43304"	"38348"	""	"3"	"100"
"43305"	"38349"	""	"3"	"100"
"43306"	"38350"	""	"3"	"100"
"43307"	"38351"	""	"3"	"100"
"43308"	"38352"	""	"3"	"100"
"43309"	"38353"	""	"3"	"100"
"43310"	"38354"	""	"3"	"100"
"43311"	"38355"	""	"3"	"100"
"43312"	"38356"	""	"3"	"100"
"43313"	"38357"	""	"3"	"100"
"43314"	"29121"	"III"	"3"	"100"
"43315"	"28415"	"I.4"	"3"	"100"
"43316"	"28343"	"I.1c"	"3"	"100"
"43317"	"38358"	""	"3"	"100"
"43318"	"38359"	""	"3"	"100"
"43319"	"38360"	""	"3"	"100"
"43320"	"38361"	""	"3"	"100"
"43321"	"38362"	""	"3"	"100"
"43322"	"38363"	""	"3"	"100"
"43323"	"38364"	""	"3"	"100"
"43324"	"38365"	""	"3"	"100"
"43325"	"38366"	"III"	"3"	"100"
"43326"	"38367"	""	"3"	"100"
"43327"	"38368"	""	"3"	"100"
"43328"	"38369"	""	"3"	"100"
"43329"	"38370"	""	"3"	"100"
"43330"	"27233"	"II"	"3"	"100"
"43331"	"38371"	""	"3"	"100"
"43332"	"26722"	"I.b"	"3"	"100"
"43333"	"38372"	""	"3"	"100"
"43334"	"38373"	""	"3"	"100"
"43335"	"38374"	""	"3"	"100"
"43336"	"26220"	"I.2"	"3"	"100"
"43337"	"29691"	"II"	"3"	"100"
"43338"	"26187"	"II"	"3"	"100"
"43339"	"27661"	"I.a"	"3"	"100"
"43340"	"38375"	"I.1a"	"2"	"100"
"43341"	"38376"	"1"	"3"	"100"
"43342"	"38377"	""	"3"	"100"
"43343"	"38378"	""	"3"	"100"
"43344"	"38379"	"I"	"3"	"100"
"43345"	"38380"	""	"3"	"100"
"43346"	"38381"	""	"3"	"100"
"43347"	"27282"	"V.2"	"3"	"100"
"43349"	"28635"	"II.1"	"2"	"100"
"43351"	"38382"	""	"3"	"100"
"43352"	"28635"	"IV.2"	"2"	"100"
"43353"	"28635"	"V.2"	"2"	"100"
"43354"	"38383"	""	"3"	"100"
"43355"	"38384"	""	"3"	"100"
"43356"	"38385"	""	"3"	"100"
"43357"	"26931"	"I.4a"	"3"	"100"
"43358"	"26931"	"I.4b"	"3"	"100"
"43359"	"26931"	"IV.3"	"3"	"100"
"43360"	"29340"	"I.1"	"2"	"100"
"43361"	"38386"	"1"	"3"	"100"
"43362"	"38387"	"I"	"3"	"100"
"43363"	"38388"	""	"3"	"100"
"43364"	"38389"	""	"3"	"100"
"43365"	"38390"	""	"3"	"100"
"43366"	"38391"	""	"3"	"100"
"43367"	"38392"	""	"3"	"100"
"43368"	"29447"	"II.1"	"2"	"100"
"43369"	"26535"	"II.3"	"3"	"100"
"43370"	"38393"	""	"3"	"100"
"43371"	"38394"	"I"	"3"	"100"
"43372"	"38395"	""	"3"	"100"
"43373"	"38396"	""	"2"	"100"
"43374"	"29257"	"IV"	"2"	"100"
"43375"	"35951"	"2"	"3"	"100"
"43376"	"38397"	"I"	"3"	"100"
"43377"	"38398"	""	"3"	"100"
"43380"	"38399"	""	"3"	"100"
"43381"	"38400"	""	"3"	"100"
"43382"	"38401"	""	"3"	"100"
"43383"	"38402"	""	"2"	"100"
"43384"	"38403"	"I"	"2"	"100"
"43385"	"38404"	"I"	"3"	"100"
"43386"	"38316"	"II"	"3"	"100"
"43387"	"38405"	""	"2"	"100"
"43388"	"38404"	"II"	"3"	"100"
"43389"	"38406"	""	"3"	"100"
"43390"	"38407"	""	"3"	"100"
"43391"	"38408"	""	"3"	"100"
"43392"	"38409"	""	"3"	"100"
"43393"	"38410"	"II"	"3"	"100"
"43394"	"38411"	""	"3"	"100"
"43395"	"28214"	"II"	"3"	"100"
"43396"	"38412"	""	"3"	"100"
"43397"	"38413"	""	"3"	"100"
"43398"	"38414"	""	"3"	"100"
"43399"	"38415"	""	"3"	"100"
